model,best_mrr20_group,best_mrr20_run,best_mrr20_trial,best_hr10_group,best_hr10_run,best_hr10_trial,test_mrr20_group,test_mrr20_run,test_mrr20_trial,test_hr10_group,test_hr10_run,test_hr10_trial,hit_best_mrr20,hit_best_hr10,hit_test_mrr20,hit_test_hr10,trial_idx,trials_progress,status,run_phase,group_key,experiment_note,trial_knobs,log_rel_path
FeaturedMoE_N2,0.0554,0.0554,0.0554,0.0674,0.0674,0.0674,0.0913,0.0913,0.0913,0.1116,0.1116,0.1116,Y,Y,Y,Y,1,1/1,success,SMOKE_A05,FeaturedMoE_N2,plain L34 scale1,lr=0.000351,KuaiRecLargeStrictPosV2_0.2/FMoEN2/20260312_165838_927_s00_router_feature_heavy_v1_SMOKE_A05.log
FeaturedMoE_N2,0.0554,0.0501,0.0501,0.0674,0.0636,0.0636,0.0916,0.0916,0.0916,0.1176,0.1176,0.1176,Y,Y,Y,Y,1,1/1,success,SMOKE_A07,FeaturedMoE_N2,plain L34 scale1,lr=0.000615,KuaiRecLargeStrictPosV2_0.2/FMoEN2/20260312_165908_157_s00_router_feature_heavy_v1_SMOKE_A07.log
FeaturedMoE_N2,0.0618,0.0618,0.0618,0.0690,0.0690,0.0690,0.0916,0.0891,0.0891,0.1176,0.0995,0.0995,Y,Y,Y,Y,1,1/1,success,SMOKE_A09,FeaturedMoE_N2,plain L8 scale1,lr=0.000131,KuaiRecLargeStrictPosV2_0.2/FMoEN2/20260312_165935_383_s00_router_feature_heavy_v1_SMOKE_A09.log
FeaturedMoE_N2,0.0643,0.0643,0.0643,0.0690,0.0681,0.0681,0.0956,0.0956,0.0956,0.1176,0.1047,0.1047,Y,Y,Y,Y,1,1/1,success,SMOKE_A13,FeaturedMoE_N2,plain L8 scale1,lr=7.61e-05,KuaiRecLargeStrictPosV2_0.2/FMoEN2/20260312_170004_453_s00_router_feature_heavy_v1_SMOKE_A13.log
FeaturedMoE_N2,0.0643,0.0640,0.0640,0.0690,0.0675,0.0675,0.0999,0.0999,0.0999,0.1176,0.1117,0.1117,Y,Y,Y,Y,1,1/1,success,SMOKE_A17,FeaturedMoE_N2,plain L8 scale1,lr=7.61e-05,KuaiRecLargeStrictPosV2_0.2/FMoEN2/20260312_170033_789_s00_router_feature_heavy_v1_SMOKE_A17.log
FeaturedMoE_N2,0.0643,0.0621,0.0621,0.0690,0.0668,0.0668,0.0999,0.0926,0.0926,0.1176,0.1047,0.1047,Y,Y,Y,Y,1,1/1,success,SMOKE_A25,FeaturedMoE_N2,plain L8 scale1,lr=7.61e-05,KuaiRecLargeStrictPosV2_0.2/FMoEN2/20260312_170103_365_s00_router_feature_heavy_v1_SMOKE_A25.log
FeaturedMoE_N2,0.0643,0.0640,0.0640,0.0690,0.0676,0.0676,0.0999,0.0965,0.0965,0.1176,0.1074,0.1074,Y,Y,Y,Y,1,1/1,success,SMOKE_A27,FeaturedMoE_N2,plain L8 scale1,lr=7.61e-05,KuaiRecLargeStrictPosV2_0.2/FMoEN2/20260312_170133_286_s00_router_feature_heavy_v1_SMOKE_A27.log
FeaturedMoE_N2,0.0643,0.0640,0.0640,0.0690,0.0683,0.0683,0.0999,0.0971,0.0971,0.1176,0.1084,0.1084,Y,Y,Y,Y,1,1/1,success,SMOKE_A29,FeaturedMoE_N2,plain L8 scale1,lr=7.01e-05,KuaiRecLargeStrictPosV2_0.2/FMoEN2/20260312_170202_895_s00_router_feature_heavy_v1_SMOKE_A29.log
FeaturedMoE_N2,0.0643,0.0551,0.0551,0.0690,0.0664,0.0664,0.0999,0.0768,0.0768,0.1176,0.0944,0.0944,Y,Y,Y,Y,1,1/1,success,SMOKE_A30,FeaturedMoE_N2,plain L8 scale1,lr=0.000151,KuaiRecLargeStrictPosV2_0.2/FMoEN2/20260312_170246_638_s00_router_feature_heavy_v1_SMOKE_A30.log
FeaturedMoE_N2,0.0643,0.0551,0.0551,0.0690,0.0664,0.0664,0.0999,0.0768,0.0768,0.1176,0.0944,0.0944,Y,Y,Y,Y,1,1/1,success,SMOKE_A32,FeaturedMoE_N2,plain L8 scale1,lr=0.000151,KuaiRecLargeStrictPosV2_0.2/FMoEN2/20260312_170315_884_s00_router_feature_heavy_v1_SMOKE_A32.log
