dataset,model,combo_id,combo_kind,priority,run_phase,gpu_id,status,best_valid_mrr20,test_mrr20,valid_unseen_mrr20,test_unseen_mrr20,test_main_seen_count,test_main_unseen_count,est_runtime_sec,elapsed_sec,max_evals,epochs,patience,seed,result_path,log_path,space_yaml,error,timestamp_utc,base_params_json
beauty,difsr,K6,high_reg,critical,BASELINE2_ADDTUNE2_BEAUTY_DIFSR_K6,5,ok,0.004,0.0013,0.0,0.0028673835218914093,349,248,52.9,60.074,16,100,7,2026041686,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_DIFSR_baseline2_addtune2_beauty_difsr_k6_20260416_035644_981982_pid1244978.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/session_logs/BASELINE2_ADDTUNE2_BEAUTY_DIFSR_K6.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/spaces/beauty_difsr_K6.yaml,,2026-04-16T03:57:45.488110+00:00,"{""attribute_hidden_size"": 160, ""dropout"": 0.195, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.17, ""max_len"": 22, ""num_heads"": 4, ""num_layers"": 1, ""use_attribute_predictor"": true, ""weight_decay"": 0.00048}"
beauty,difsr,K5,shock,critical,BASELINE2_ADDTUNE2_BEAUTY_DIFSR_K5,4,ok,0.0031,0.0003,0.0,0.00040322581246014566,349,248,52.9,60.189,16,100,7,2026041685,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_DIFSR_baseline2_addtune2_beauty_difsr_k5_20260416_035645_051716_pid1244977.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/session_logs/BASELINE2_ADDTUNE2_BEAUTY_DIFSR_K5.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/spaces/beauty_difsr_K5.yaml,,2026-04-16T03:57:45.676074+00:00,"{""attribute_hidden_size"": 160, ""dropout"": 0.2, ""embedding_size"": 160, ""fusion_type"": ""concat"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.23, ""max_len"": 21, ""num_heads"": 4, ""num_layers"": 2, ""use_attribute_predictor"": true, ""weight_decay"": 0.0003}"
beauty,difsr,K4,conservative,critical,BASELINE2_ADDTUNE2_BEAUTY_DIFSR_K4,3,ok,0.0088,0.0057,0.0,0.0,349,248,52.9,83.758,16,100,7,2026041684,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_DIFSR_baseline2_addtune2_beauty_difsr_k4_20260416_035644_996710_pid1244974.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/session_logs/BASELINE2_ADDTUNE2_BEAUTY_DIFSR_K4.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/spaces/beauty_difsr_K4.yaml,,2026-04-16T03:58:06.903194+00:00,"{""attribute_hidden_size"": 160, ""dropout"": 0.18, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.165, ""max_len"": 24, ""num_heads"": 4, ""num_layers"": 2, ""use_attribute_predictor"": true, ""weight_decay"": 0.00036}"
beauty,difsr,K1,test_best,critical,BASELINE2_ADDTUNE2_BEAUTY_DIFSR_K1,0,ok,0.0052,0.0008,0.0,0.0,349,248,52.9,117.352,16,100,7,2026041681,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_DIFSR_baseline2_addtune2_beauty_difsr_k1_20260416_035644_943095_pid1244969.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/session_logs/BASELINE2_ADDTUNE2_BEAUTY_DIFSR_K1.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/spaces/beauty_difsr_K1.yaml,,2026-04-16T03:58:40.475059+00:00,"{""attribute_hidden_size"": 160, ""dropout"": 0.15, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.15, ""max_len"": 30, ""num_heads"": 4, ""num_layers"": 3, ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}"
beauty,difsr,K3,aggressive,critical,BASELINE2_ADDTUNE2_BEAUTY_DIFSR_K3,2,ok,0.0104,0.0074,0.0,0.0,349,248,52.9,158.712,16,100,7,2026041683,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_DIFSR_baseline2_addtune2_beauty_difsr_k3_20260416_035644_949063_pid1244972.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/session_logs/BASELINE2_ADDTUNE2_BEAUTY_DIFSR_K3.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/spaces/beauty_difsr_K3.yaml,,2026-04-16T03:59:21.796143+00:00,"{""attribute_hidden_size"": 160, ""dropout"": 0.145, ""embedding_size"": 160, ""fusion_type"": ""concat"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.18, ""max_len"": 35, ""num_heads"": 4, ""num_layers"": 2, ""use_attribute_predictor"": true, ""weight_decay"": 0.00015}"
beauty,bsarec,K4,conservative,critical,BASELINE2_ADDTUNE2_BEAUTY_BSAREC_K4,4,ok,0.0066,0.0002,0.0009689922480620155,0.0,349,248,60.0,122.566,16,100,7,2026041664,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_BSARec_baseline2_addtune2_beauty_bsarec_k4_20260416_035749_145630_pid1245376.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/session_logs/BASELINE2_ADDTUNE2_BEAUTY_BSAREC_K4.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/spaces/beauty_bsarec_K4.yaml,,2026-04-16T03:59:49.686611+00:00,"{""bsarec_alpha"": 0.4, ""bsarec_c"": 4, ""dropout"": 0.18, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 24, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.00036}"
beauty,bsarec,K6,high_reg,critical,BASELINE2_ADDTUNE2_BEAUTY_BSAREC_K6,0,ok,0.0084,0.0076,0.0,0.001581277713299759,349,248,60.0,77.324,16,100,7,2026041666,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_BSARec_baseline2_addtune2_beauty_bsarec_k6_20260416_035843_905522_pid1245710.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/session_logs/BASELINE2_ADDTUNE2_BEAUTY_BSAREC_K6.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/spaces/beauty_bsarec_K6.yaml,,2026-04-16T03:59:59.240175+00:00,"{""bsarec_alpha"": 0.34, ""bsarec_c"": 5, ""dropout"": 0.195, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 22, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.00048}"
beauty,bsarec,K3,aggressive,critical,BASELINE2_ADDTUNE2_BEAUTY_BSAREC_K3,5,ok,0.0075,0.0016,0.0,0.00021222411023993646,349,248,60.0,141.295,16,100,7,2026041663,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_BSARec_baseline2_addtune2_beauty_bsarec_k3_20260416_035748_917590_pid1245375.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/session_logs/BASELINE2_ADDTUNE2_BEAUTY_BSAREC_K3.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/spaces/beauty_bsarec_K3.yaml,,2026-04-16T04:00:08.250194+00:00,"{""bsarec_alpha"": 0.62, ""bsarec_c"": 2, ""dropout"": 0.145, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 35, ""num_heads"": 4, ""num_layers"": 3, ""weight_decay"": 0.00015}"
beauty,difsr,K2,low_reg,critical,BASELINE2_ADDTUNE2_BEAUTY_DIFSR_K2,1,ok,0.0109,0.0062,0.0,0.0,349,248,52.9,214.246,16,100,7,2026041682,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_DIFSR_baseline2_addtune2_beauty_difsr_k2_20260416_035644_998615_pid1244971.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/session_logs/BASELINE2_ADDTUNE2_BEAUTY_DIFSR_K2.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/spaces/beauty_difsr_K2.yaml,,2026-04-16T04:00:17.317581+00:00,"{""attribute_hidden_size"": 160, ""dropout"": 0.12, ""embedding_size"": 160, ""fusion_type"": ""concat"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.19, ""max_len"": 36, ""num_heads"": 4, ""num_layers"": 3, ""use_attribute_predictor"": true, ""weight_decay"": 0.0001}"
beauty,bsarec,K2,low_reg,critical,BASELINE2_ADDTUNE2_BEAUTY_BSAREC_K2,7,ok,0.0159,0.0145,0.0012919897025869798,0.0,349,248,60.0,235.106,16,100,7,2026041662,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_BSARec_baseline2_addtune2_beauty_bsarec_k2_20260416_035644_833632_pid1244979.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/session_logs/BASELINE2_ADDTUNE2_BEAUTY_BSAREC_K2.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/spaces/beauty_bsarec_K2.yaml,,2026-04-16T04:00:38.187805+00:00,"{""bsarec_alpha"": 0.66, ""bsarec_c"": 2, ""dropout"": 0.12, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 36, ""num_heads"": 4, ""num_layers"": 3, ""weight_decay"": 0.0001}"
beauty,bsarec,K5,shock,critical,BASELINE2_ADDTUNE2_BEAUTY_BSAREC_K5,3,ok,0.0141,0.0081,0.0009689922480620155,0.0,349,248,60.0,173.097,16,100,7,2026041665,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_BSARec_baseline2_addtune2_beauty_bsarec_k5_20260416_035810_177947_pid1245525.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/session_logs/BASELINE2_ADDTUNE2_BEAUTY_BSAREC_K5.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/spaces/beauty_bsarec_K5.yaml,,2026-04-16T04:01:01.522353+00:00,"{""bsarec_alpha"": 0.7, ""bsarec_c"": 2, ""dropout"": 0.2, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 21, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.0003}"
beauty,bsarec,K1,test_best,critical,BASELINE2_ADDTUNE2_BEAUTY_BSAREC_K1,6,ok,0.0146,0.0068,0.0,0.0030241935483870967,349,248,60.0,304.203,16,100,7,2026041661,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_BSARec_baseline2_addtune2_beauty_bsarec_k1_20260416_035644_821955_pid1244980.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/session_logs/BASELINE2_ADDTUNE2_BEAUTY_BSAREC_K1.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/spaces/beauty_bsarec_K1.yaml,,2026-04-16T04:01:47.384305+00:00,"{""bsarec_alpha"": 0.5, ""bsarec_c"": 3, ""dropout"": 0.15, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 30, ""num_heads"": 4, ""num_layers"": 3, ""weight_decay"": 0.0002}"
beauty,fame,K4,conservative,critical,BASELINE2_ADDTUNE2_BEAUTY_FAME_K4,5,ok,0.012,0.0074,0.0017534146128698838,0.00031017370882534213,349,248,70.8,104.366,16,100,7,2026041644,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_FAME_baseline2_addtune2_beauty_fame_k4_20260416_040011_656012_pid1246014.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/session_logs/BASELINE2_ADDTUNE2_BEAUTY_FAME_K4.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/spaces/beauty_fame_K4.yaml,,2026-04-16T04:01:54.056500+00:00,"{""dropout"": 0.11, ""embedding_size"": 128, ""hidden_size"": 128, ""inner_size"": 256, ""max_len"": 19, ""n_heads"": 4, ""num_experts"": 2, ""num_heads"": 4, ""num_layers"": 1, ""weight_decay"": 0.00018}"
beauty,fame,K6,high_reg,critical,BASELINE2_ADDTUNE2_BEAUTY_FAME_K6,7,ok,0.0093,0.002,0.0,0.0,349,248,70.8,103.918,16,100,7,2026041646,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_FAME_baseline2_addtune2_beauty_fame_k6_20260416_040041_492509_pid1246163.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/session_logs/BASELINE2_ADDTUNE2_BEAUTY_FAME_K6.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/spaces/beauty_fame_K6.yaml,,2026-04-16T04:02:23.522608+00:00,"{""dropout"": 0.125, ""embedding_size"": 128, ""hidden_size"": 128, ""inner_size"": 256, ""max_len"": 17, ""n_heads"": 4, ""num_experts"": 2, ""num_heads"": 4, ""num_layers"": 1, ""weight_decay"": 0.00024}"
beauty,fame,K3,aggressive,critical,BASELINE2_ADDTUNE2_BEAUTY_FAME_K3,0,ok,0.0053,0.0011,0.0,0.0008736559370112034,349,248,70.8,163.933,16,100,7,2026041643,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_FAME_baseline2_addtune2_beauty_fame_k3_20260416_040002_594315_pid1245977.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/session_logs/BASELINE2_ADDTUNE2_BEAUTY_FAME_K3.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/spaces/beauty_fame_K3.yaml,,2026-04-16T04:02:44.593261+00:00,"{""dropout"": 0.095, ""embedding_size"": 128, ""hidden_size"": 128, ""inner_size"": 256, ""max_len"": 25, ""num_experts"": 3, ""num_heads"": 4, ""num_layers"": 1, ""weight_decay"": 7.5e-05}"
beauty,fame,K1,test_best,critical,BASELINE2_ADDTUNE2_BEAUTY_FAME_K1,2,ok,0.013,0.0089,0.0006459948512934899,0.00031017370882534213,349,248,70.8,207.441,16,100,7,2026041641,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_FAME_baseline2_addtune2_beauty_fame_k1_20260416_035925_046498_pid1245869.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/session_logs/BASELINE2_ADDTUNE2_BEAUTY_FAME_K1.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/spaces/beauty_fame_K1.yaml,,2026-04-16T04:02:50.682723+00:00,"{""dropout"": 0.1, ""embedding_size"": 128, ""hidden_size"": 128, ""inner_size"": 256, ""max_len"": 20, ""num_experts"": 2, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.0001}"
beauty,fame,K2,low_reg,critical,BASELINE2_ADDTUNE2_BEAUTY_FAME_K2,4,ok,0.006,0.0038,0.0,0.0011722855870762178,349,248,70.8,190.875,16,100,7,2026041642,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_FAME_baseline2_addtune2_beauty_fame_k2_20260416_035953_096908_pid1245926.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/session_logs/BASELINE2_ADDTUNE2_BEAUTY_FAME_K2.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/spaces/beauty_fame_K2.yaml,,2026-04-16T04:03:01.975885+00:00,"{""dropout"": 0.07, ""embedding_size"": 128, ""hidden_size"": 128, ""inner_size"": 256, ""max_len"": 26, ""num_experts"": 3, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 5e-05}"
beauty,fame,K5,shock,critical,BASELINE2_ADDTUNE2_BEAUTY_FAME_K5,1,ok,0.0123,0.0085,0.0,0.0002240143385865996,349,248,70.8,292.693,16,100,7,2026041645,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_FAME_baseline2_addtune2_beauty_fame_k5_20260416_040020_558829_pid1246116.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/session_logs/BASELINE2_ADDTUNE2_BEAUTY_FAME_K5.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/spaces/beauty_fame_K5.yaml,,2026-04-16T04:05:11.425860+00:00,"{""dropout"": 0.15, ""embedding_size"": 128, ""hidden_size"": 128, ""inner_size"": 256, ""max_len"": 16, ""num_experts"": 4, ""num_heads"": 4, ""num_layers"": 1, ""weight_decay"": 0.00015}"
beauty,fame,K7,alt_shock,critical,BASELINE2_ADDTUNE2_BEAUTY_FAME_K7,3,ok,0.0053,0.0032,0.00465116291776184,0.0,349,248,70.8,360.75,16,100,7,2026041647,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_FAME_baseline2_addtune2_beauty_fame_k7_20260416_040104_935306_pid1246310.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/session_logs/BASELINE2_ADDTUNE2_BEAUTY_FAME_K7.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING2/spaces/beauty_fame_K7.yaml,,2026-04-16T04:07:03.689452+00:00,"{""dropout"": 0.13, ""embedding_size"": 128, ""hidden_size"": 128, ""inner_size"": 256, ""max_len"": 16, ""n_heads"": 4, ""num_experts"": 4, ""num_heads"": 4, ""num_layers"": 1, ""weight_decay"": 0.00015}"
