stage,dataset,model,family,job_id,parent_job_id,run_phase,runtime_seed,gpu_id,status,valid_score,test_score,best_valid_mrr20,test_mrr20,result_path,log_path,elapsed_sec,error,timestamp_utc
stage2,beauty,featured_moe_n3,route,S2_BEAUTY_R17,S1_BEAUTY_R17,S2_BEAUTY_FEATURED_MOE_N3_R17,710003,resume,ok,0.11933343785132136,0.09113159413523296,0.0937,0.0595,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/beauty_FeaturedMoE_N3_s2_beauty_featured_moe_n3_r17_20260418_112649_858855_pid127652.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/beauty/featured_moe_n3/route/S2_BEAUTY_R17.log,0.0,,2026-04-19T03:19:22.125652Z
stage2,beauty,featured_moe_n3,route,S2_BEAUTY_R23,S1_BEAUTY_R23,S2_BEAUTY_FEATURED_MOE_N3_R23,710001,resume,ok,0.11818888888888887,0.09945095312093442,0.0891,0.0676,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/beauty_FeaturedMoE_N3_s2_beauty_featured_moe_n3_r23_20260418_112649_897411_pid127649.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/beauty/featured_moe_n3/route/S2_BEAUTY_R23.log,0.0,,2026-04-19T03:19:22.119096Z
stage2,beauty,featured_moe_n3,route,S2_BEAUTY_R20,S1_BEAUTY_R20,S2_BEAUTY_FEATURED_MOE_N3_R20,710004,resume,ok,0.12053333333333333,0.10081991124085771,0.0925,0.0663,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/beauty_FeaturedMoE_N3_s2_beauty_featured_moe_n3_r20_20260418_112650_027981_pid127655.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/beauty/featured_moe_n3/route/S2_BEAUTY_R20.log,0.0,,2026-04-19T03:19:22.128901Z
stage2,beauty,featured_moe_n3,route,S2_BEAUTY_R24,S1_BEAUTY_R24,S2_BEAUTY_FEATURED_MOE_N3_R24,710002,resume,ok,0.11680847511197483,0.08709581271976242,0.0934,0.0602,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/beauty_FeaturedMoE_N3_s2_beauty_featured_moe_n3_r24_20260418_112649_950497_pid127658.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/beauty/featured_moe_n3/route/S2_BEAUTY_R24.log,0.0,,2026-04-19T03:19:22.122403Z
stage2,foursquare,featured_moe_n3,route,S2_FOURSQUARE_R11,S1_FOURSQUARE_R11,S2_FOURSQUARE_FEATURED_MOE_N3_R11,710007,resume,ok,0.2650666666666666,0.22068940123535039,0.2024,0.1628,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_FeaturedMoE_N3_s2_foursquare_featured_moe_n3_r11_20260418_112650_178231_pid127657.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/foursquare/featured_moe_n3/route/S2_FOURSQUARE_R11.log,0.0,,2026-04-19T03:19:22.138640Z
stage2,foursquare,featured_moe_n3,route,S2_FOURSQUARE_R02,S1_FOURSQUARE_R02,S2_FOURSQUARE_FEATURED_MOE_N3_R02,710006,resume,ok,0.26396246491244807,0.22285690510918318,0.2038,0.1658,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_FeaturedMoE_N3_s2_foursquare_featured_moe_n3_r02_20260418_112650_080285_pid127659.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/foursquare/featured_moe_n3/route/S2_FOURSQUARE_R02.log,0.0,,2026-04-19T03:19:22.135366Z
stage2,foursquare,featured_moe_n3,route,S2_FOURSQUARE_R03,S1_FOURSQUARE_R03,S2_FOURSQUARE_FEATURED_MOE_N3_R03,710008,resume,ok,0.26885786114281696,0.22455555555555554,0.2045,0.1669,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_FeaturedMoE_N3_s2_foursquare_featured_moe_n3_r03_20260418_112650_208357_pid127660.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/foursquare/featured_moe_n3/route/S2_FOURSQUARE_R03.log,0.0,,2026-04-19T03:19:22.141858Z
stage2,foursquare,featured_moe_n3,route,S2_FOURSQUARE_R01,S1_FOURSQUARE_R01,S2_FOURSQUARE_FEATURED_MOE_N3_R01,710005,resume,ok,0.26637777777777777,0.2299777777777778,0.2039,0.1736,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_FeaturedMoE_N3_s2_foursquare_featured_moe_n3_r01_20260418_112650_188577_pid127656.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/foursquare/featured_moe_n3/route/S2_FOURSQUARE_R01.log,0.0,,2026-04-19T03:19:22.132070Z
stage2,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,S2_KUAIRECLARGESTRICTPOSV2_0_2_R03,S1_KUAIRECLARGESTRICTPOSV2_0_2_R03,S2_KUAIRECLARGESTRICTPOSV2_0_2_FEATURED_MOE_N3_R03,710010,resume,ok,0.026560430675381122,0.3503738334579738,0.0192,0.3401,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s2_kuaireclargestrictposv2_0_2_featured_moe_n3_r03_20260418_113952_961151_pid130069.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/kuaireclargestrictposv2_0_2/featured_moe_n3/route/S2_KUAIRECLARGESTRICTPOSV2_0_2_R03.log,0.0,,2026-04-19T03:19:22.148312Z
stage2,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,S2_KUAIRECLARGESTRICTPOSV2_0_2_R01,S1_KUAIRECLARGESTRICTPOSV2_0_2_R01,S2_KUAIRECLARGESTRICTPOSV2_0_2_FEATURED_MOE_N3_R01,710012,resume,ok,0.027736583909149307,0.34493537573543626,0.0193,0.3389,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s2_kuaireclargestrictposv2_0_2_featured_moe_n3_r01_20260418_114053_445551_pid130333.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/kuaireclargestrictposv2_0_2/featured_moe_n3/route/S2_KUAIRECLARGESTRICTPOSV2_0_2_R01.log,0.0,,2026-04-19T03:19:22.154791Z
