early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0492,ok,0.1025,0.0497,1
True,47,1.0,1.0,0.0,0.03441383307683965,0.0,1.783419770299843,0.13185031712055206,0.03985203057527542,0.0,0.019789042596191533,0.6859642808294683,1.9992168633207235,0.5070551345701594,3.7755198751642576,5.99290198354036,3.7755198751642576,0.0,1.0,0.0,1.0,0.0,1.0,0.00035793458585200267,0.9996421294650897,7.096283656695513e-05,0.9999290407609862,0.0004257558993065091,0.9995743347218751,0.0,0.0,7.87132555847569,3.7755198751642576,0.49385941991115756,0.1165,ok,0.2007,0.1096,2
True,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1135,ok,0.2018,0.1095,3
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0973,ok,0.191,0.1006,4
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1068,ok,0.1992,0.1071,5
True,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1115,ok,0.1973,0.1061,6
True,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1135,ok,0.2047,0.1104,7
True,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0533,ok,0.104,0.0511,8
True,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1145,ok,0.1965,0.107,9
True,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1117,ok,0.1997,0.1092,10
True,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1165,ok,0.201,0.1096,11
True,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1133,ok,0.1976,0.1062,12
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1025,ok,0.1955,0.1039,13
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.104,ok,0.1889,0.0986,14
True,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1134,ok,0.1976,0.1056,15
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1019,ok,0.2002,0.101,16
True,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1131,ok,0.2028,0.1081,17
True,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1109,ok,0.1994,0.1087,18
False,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1113,ok,0.1997,0.1082,19
True,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1104,ok,0.2023,0.1094,20
