early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,25,0.1987,ok,0.3074,0.1664,1
True,24,0.1996,ok,0.3225,0.1669,2
True,21,0.2005,ok,0.3197,0.1649,3
