avg_epoch_time_sec,early_stopped,epochs_run,mrr@20,status,test_hr@10,test_inference_time_sec,test_mrr@20,trial
0.32591187252717857,True,51,0.0294,ok,0.0516,0.019397974014282227,0.0135,1
0.3325724989868874,True,43,0.0388,ok,0.0401,0.019245624542236328,0.0105,2
0.32476561719721014,True,33,0.0217,ok,0.0315,0.018207788467407227,0.0128,3
0.3336295670476453,True,29,0.0351,ok,0.0487,0.020004749298095703,0.0216,4
0.3353524984315384,True,43,0.0386,ok,0.0458,0.018184661865234375,0.0106,5
0.32679457780791493,True,41,0.0396,ok,0.0401,0.019049882888793945,0.0135,6
0.34339832632165207,True,38,0.0223,ok,0.0287,0.018009662628173828,0.014,7
0.33429411400196163,True,43,0.0384,ok,0.043,0.01783585548400879,0.01,8
0.322016784123012,True,42,0.0279,ok,0.0401,0.018448352813720703,0.0175,9
0.3243311047554016,True,28,0.0228,ok,0.0401,0.017809629440307617,0.0164,10
