question,dataset,setting_key,setting_label,base_rank,base_tag,seed_id,selection_rule,result_path,checkpoint_file,case_eval_manifest,case_eval_export_dir,status,error,model,eval_split,scope,group,stage_name,routed_family,usage_share
cases,foursquare,behavior_guided,Behavior-Guided,1,foursquare_top01_rfmoe,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/foursquare_FeaturedMoE_N3_cases_foursquare_behavior_guided_r01_s1_20260421_155857_758313_pid299525.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/cases_foursquare_behavior_guided_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/case_eval/cases_foursquare_behavior_guided_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/tables,ok,,FeaturedMoE_N3,test,tier_group,memory_minus,macro,Memory,0.18021
cases,foursquare,behavior_guided,Behavior-Guided,1,foursquare_top01_rfmoe,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/foursquare_FeaturedMoE_N3_cases_foursquare_behavior_guided_r01_s1_20260421_155857_758313_pid299525.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/cases_foursquare_behavior_guided_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/case_eval/cases_foursquare_behavior_guided_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/tables,ok,,FeaturedMoE_N3,test,tier_group,memory_minus,macro,Exposure,0.258768
cases,foursquare,behavior_guided,Behavior-Guided,1,foursquare_top01_rfmoe,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/foursquare_FeaturedMoE_N3_cases_foursquare_behavior_guided_r01_s1_20260421_155857_758313_pid299525.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/cases_foursquare_behavior_guided_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/case_eval/cases_foursquare_behavior_guided_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/tables,ok,,FeaturedMoE_N3,test,tier_group,focus_plus,macro,Tempo,0.242494
cases,foursquare,behavior_guided,Behavior-Guided,1,foursquare_top01_rfmoe,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/foursquare_FeaturedMoE_N3_cases_foursquare_behavior_guided_r01_s1_20260421_155857_758313_pid299525.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/cases_foursquare_behavior_guided_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/case_eval/cases_foursquare_behavior_guided_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/tables,ok,,FeaturedMoE_N3,test,tier_group,focus_plus,macro,Focus,0.321921
cases,foursquare,behavior_guided,Behavior-Guided,1,foursquare_top01_rfmoe,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/foursquare_FeaturedMoE_N3_cases_foursquare_behavior_guided_r01_s1_20260421_155857_758313_pid299525.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/cases_foursquare_behavior_guided_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/case_eval/cases_foursquare_behavior_guided_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/tables,ok,,FeaturedMoE_N3,test,tier_group,focus_plus,macro,Memory,0.222545
cases,foursquare,behavior_guided,Behavior-Guided,1,foursquare_top01_rfmoe,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/foursquare_FeaturedMoE_N3_cases_foursquare_behavior_guided_r01_s1_20260421_155857_758313_pid299525.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/cases_foursquare_behavior_guided_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/case_eval/cases_foursquare_behavior_guided_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/tables,ok,,FeaturedMoE_N3,test,tier_group,focus_plus,macro,Exposure,0.213039
cases,foursquare,behavior_guided,Behavior-Guided,1,foursquare_top01_rfmoe,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/foursquare_FeaturedMoE_N3_cases_foursquare_behavior_guided_r01_s1_20260421_155857_758313_pid299525.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/cases_foursquare_behavior_guided_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/case_eval/cases_foursquare_behavior_guided_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/tables,ok,,FeaturedMoE_N3,test,tier_group,focus_minus,macro,Tempo,0.29417
cases,foursquare,behavior_guided,Behavior-Guided,1,foursquare_top01_rfmoe,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/foursquare_FeaturedMoE_N3_cases_foursquare_behavior_guided_r01_s1_20260421_155857_758313_pid299525.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/cases_foursquare_behavior_guided_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/case_eval/cases_foursquare_behavior_guided_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/tables,ok,,FeaturedMoE_N3,test,tier_group,focus_minus,macro,Focus,0.177423
cases,foursquare,behavior_guided,Behavior-Guided,1,foursquare_top01_rfmoe,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/foursquare_FeaturedMoE_N3_cases_foursquare_behavior_guided_r01_s1_20260421_155857_758313_pid299525.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/cases_foursquare_behavior_guided_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/case_eval/cases_foursquare_behavior_guided_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/tables,ok,,FeaturedMoE_N3,test,tier_group,focus_minus,macro,Memory,0.26997
cases,foursquare,behavior_guided,Behavior-Guided,1,foursquare_top01_rfmoe,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/foursquare_FeaturedMoE_N3_cases_foursquare_behavior_guided_r01_s1_20260421_155857_758313_pid299525.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/cases_foursquare_behavior_guided_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/case_eval/cases_foursquare_behavior_guided_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/tables,ok,,FeaturedMoE_N3,test,tier_group,focus_minus,macro,Exposure,0.258437
cases,foursquare,behavior_guided,Behavior-Guided,1,foursquare_top01_rfmoe,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/foursquare_FeaturedMoE_N3_cases_foursquare_behavior_guided_r01_s1_20260421_155857_758313_pid299525.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/cases_foursquare_behavior_guided_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/case_eval/cases_foursquare_behavior_guided_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/tables,ok,,FeaturedMoE_N3,test,tier_group,tempo_plus,macro,Tempo,0.352032
cases,foursquare,behavior_guided,Behavior-Guided,1,foursquare_top01_rfmoe,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/foursquare_FeaturedMoE_N3_cases_foursquare_behavior_guided_r01_s1_20260421_155857_758313_pid299525.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/cases_foursquare_behavior_guided_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/case_eval/cases_foursquare_behavior_guided_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/tables,ok,,FeaturedMoE_N3,test,tier_group,tempo_plus,macro,Focus,0.217039
cases,foursquare,behavior_guided,Behavior-Guided,1,foursquare_top01_rfmoe,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/foursquare_FeaturedMoE_N3_cases_foursquare_behavior_guided_r01_s1_20260421_155857_758313_pid299525.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/cases_foursquare_behavior_guided_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/case_eval/cases_foursquare_behavior_guided_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/tables,ok,,FeaturedMoE_N3,test,tier_group,tempo_plus,macro,Memory,0.220167
cases,foursquare,behavior_guided,Behavior-Guided,1,foursquare_top01_rfmoe,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/foursquare_FeaturedMoE_N3_cases_foursquare_behavior_guided_r01_s1_20260421_155857_758313_pid299525.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/cases_foursquare_behavior_guided_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/case_eval/cases_foursquare_behavior_guided_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/tables,ok,,FeaturedMoE_N3,test,tier_group,tempo_plus,macro,Exposure,0.210762
cases,foursquare,behavior_guided,Behavior-Guided,1,foursquare_top01_rfmoe,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/foursquare_FeaturedMoE_N3_cases_foursquare_behavior_guided_r01_s1_20260421_155857_758313_pid299525.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/cases_foursquare_behavior_guided_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/case_eval/cases_foursquare_behavior_guided_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/tables,ok,,FeaturedMoE_N3,test,tier_group,tempo_minus,macro,Tempo,0.197963
cases,foursquare,behavior_guided,Behavior-Guided,1,foursquare_top01_rfmoe,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/foursquare_FeaturedMoE_N3_cases_foursquare_behavior_guided_r01_s1_20260421_155857_758313_pid299525.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/cases_foursquare_behavior_guided_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/case_eval/cases_foursquare_behavior_guided_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/tables,ok,,FeaturedMoE_N3,test,tier_group,tempo_minus,macro,Focus,0.268645
cases,foursquare,behavior_guided,Behavior-Guided,1,foursquare_top01_rfmoe,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/foursquare_FeaturedMoE_N3_cases_foursquare_behavior_guided_r01_s1_20260421_155857_758313_pid299525.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/cases_foursquare_behavior_guided_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/case_eval/cases_foursquare_behavior_guided_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/tables,ok,,FeaturedMoE_N3,test,tier_group,tempo_minus,macro,Memory,0.272517
cases,foursquare,behavior_guided,Behavior-Guided,1,foursquare_top01_rfmoe,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/foursquare_FeaturedMoE_N3_cases_foursquare_behavior_guided_r01_s1_20260421_155857_758313_pid299525.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/cases_foursquare_behavior_guided_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/case_eval/cases_foursquare_behavior_guided_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/tables,ok,,FeaturedMoE_N3,test,tier_group,tempo_minus,macro,Exposure,0.260875
cases,foursquare,behavior_guided,Behavior-Guided,1,foursquare_top01_rfmoe,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/foursquare_FeaturedMoE_N3_cases_foursquare_behavior_guided_r01_s1_20260421_155857_758313_pid299525.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/cases_foursquare_behavior_guided_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/case_eval/cases_foursquare_behavior_guided_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/cases/case_eval/CASES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S1/tables,ok,,FeaturedMoE_N3,test,tier_group,exploration_plus,macro,Tempo,0.243216
