question,dataset,setting_key,setting_label,base_rank,base_tag,seed_id,selection_rule,result_path,checkpoint_file,case_eval_manifest,case_eval_export_dir,status,error,source_question,model,eval_split,scope,group,stage_name,routed_family,usage_share
diagnostics,lastfm0.03,group_dense,Dense per Group,1,lastfm0_03_top01_23090_results,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/lastfm0.03_FeaturedMoE_N3_sparse_lastfm0_03_group_dense_r01_s1_20260421_125805_829311_pid262508.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/sparse_lastfm0_03_group_dense_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/case_eval/diagnostics_lastfm0_03_group_dense_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/tables,ok,,sparse,FeaturedMoE_N3,valid,tier_group,memory_minus,macro,Exposure,0.259667
diagnostics,lastfm0.03,group_dense,Dense per Group,1,lastfm0_03_top01_23090_results,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/lastfm0.03_FeaturedMoE_N3_sparse_lastfm0_03_group_dense_r01_s1_20260421_125805_829311_pid262508.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/sparse_lastfm0_03_group_dense_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/case_eval/diagnostics_lastfm0_03_group_dense_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/tables,ok,,sparse,FeaturedMoE_N3,valid,tier_group,focus_plus,macro,Tempo,0.226923
diagnostics,lastfm0.03,group_dense,Dense per Group,1,lastfm0_03_top01_23090_results,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/lastfm0.03_FeaturedMoE_N3_sparse_lastfm0_03_group_dense_r01_s1_20260421_125805_829311_pid262508.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/sparse_lastfm0_03_group_dense_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/case_eval/diagnostics_lastfm0_03_group_dense_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/tables,ok,,sparse,FeaturedMoE_N3,valid,tier_group,focus_plus,macro,Focus,0.330139
diagnostics,lastfm0.03,group_dense,Dense per Group,1,lastfm0_03_top01_23090_results,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/lastfm0.03_FeaturedMoE_N3_sparse_lastfm0_03_group_dense_r01_s1_20260421_125805_829311_pid262508.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/sparse_lastfm0_03_group_dense_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/case_eval/diagnostics_lastfm0_03_group_dense_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/tables,ok,,sparse,FeaturedMoE_N3,valid,tier_group,focus_plus,macro,Memory,0.23053
diagnostics,lastfm0.03,group_dense,Dense per Group,1,lastfm0_03_top01_23090_results,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/lastfm0.03_FeaturedMoE_N3_sparse_lastfm0_03_group_dense_r01_s1_20260421_125805_829311_pid262508.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/sparse_lastfm0_03_group_dense_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/case_eval/diagnostics_lastfm0_03_group_dense_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/tables,ok,,sparse,FeaturedMoE_N3,valid,tier_group,focus_plus,macro,Exposure,0.212408
diagnostics,lastfm0.03,group_dense,Dense per Group,1,lastfm0_03_top01_23090_results,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/lastfm0.03_FeaturedMoE_N3_sparse_lastfm0_03_group_dense_r01_s1_20260421_125805_829311_pid262508.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/sparse_lastfm0_03_group_dense_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/case_eval/diagnostics_lastfm0_03_group_dense_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/tables,ok,,sparse,FeaturedMoE_N3,valid,tier_group,focus_minus,macro,Tempo,0.276786
diagnostics,lastfm0.03,group_dense,Dense per Group,1,lastfm0_03_top01_23090_results,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/lastfm0.03_FeaturedMoE_N3_sparse_lastfm0_03_group_dense_r01_s1_20260421_125805_829311_pid262508.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/sparse_lastfm0_03_group_dense_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/case_eval/diagnostics_lastfm0_03_group_dense_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/tables,ok,,sparse,FeaturedMoE_N3,valid,tier_group,focus_minus,macro,Focus,0.182947
diagnostics,lastfm0.03,group_dense,Dense per Group,1,lastfm0_03_top01_23090_results,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/lastfm0.03_FeaturedMoE_N3_sparse_lastfm0_03_group_dense_r01_s1_20260421_125805_829311_pid262508.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/sparse_lastfm0_03_group_dense_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/case_eval/diagnostics_lastfm0_03_group_dense_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/tables,ok,,sparse,FeaturedMoE_N3,valid,tier_group,focus_minus,macro,Memory,0.281186
diagnostics,lastfm0.03,group_dense,Dense per Group,1,lastfm0_03_top01_23090_results,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/lastfm0.03_FeaturedMoE_N3_sparse_lastfm0_03_group_dense_r01_s1_20260421_125805_829311_pid262508.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/sparse_lastfm0_03_group_dense_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/case_eval/diagnostics_lastfm0_03_group_dense_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/tables,ok,,sparse,FeaturedMoE_N3,valid,tier_group,focus_minus,macro,Exposure,0.259081
diagnostics,lastfm0.03,group_dense,Dense per Group,1,lastfm0_03_top01_23090_results,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/lastfm0.03_FeaturedMoE_N3_sparse_lastfm0_03_group_dense_r01_s1_20260421_125805_829311_pid262508.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/sparse_lastfm0_03_group_dense_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/case_eval/diagnostics_lastfm0_03_group_dense_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/tables,ok,,sparse,FeaturedMoE_N3,valid,tier_group,tempo_plus,macro,Tempo,0.332684
diagnostics,lastfm0.03,group_dense,Dense per Group,1,lastfm0_03_top01_23090_results,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/lastfm0.03_FeaturedMoE_N3_sparse_lastfm0_03_group_dense_r01_s1_20260421_125805_829311_pid262508.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/sparse_lastfm0_03_group_dense_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/case_eval/diagnostics_lastfm0_03_group_dense_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/tables,ok,,sparse,FeaturedMoE_N3,valid,tier_group,tempo_plus,macro,Focus,0.22478
diagnostics,lastfm0.03,group_dense,Dense per Group,1,lastfm0_03_top01_23090_results,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/lastfm0.03_FeaturedMoE_N3_sparse_lastfm0_03_group_dense_r01_s1_20260421_125805_829311_pid262508.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/sparse_lastfm0_03_group_dense_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/case_eval/diagnostics_lastfm0_03_group_dense_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/tables,ok,,sparse,FeaturedMoE_N3,valid,tier_group,tempo_plus,macro,Memory,0.230321
diagnostics,lastfm0.03,group_dense,Dense per Group,1,lastfm0_03_top01_23090_results,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/lastfm0.03_FeaturedMoE_N3_sparse_lastfm0_03_group_dense_r01_s1_20260421_125805_829311_pid262508.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/sparse_lastfm0_03_group_dense_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/case_eval/diagnostics_lastfm0_03_group_dense_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/tables,ok,,sparse,FeaturedMoE_N3,valid,tier_group,tempo_plus,macro,Exposure,0.212215
diagnostics,lastfm0.03,group_dense,Dense per Group,1,lastfm0_03_top01_23090_results,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/lastfm0.03_FeaturedMoE_N3_sparse_lastfm0_03_group_dense_r01_s1_20260421_125805_829311_pid262508.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/sparse_lastfm0_03_group_dense_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/case_eval/diagnostics_lastfm0_03_group_dense_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/tables,ok,,sparse,FeaturedMoE_N3,valid,tier_group,tempo_minus,macro,Tempo,0.18467
diagnostics,lastfm0.03,group_dense,Dense per Group,1,lastfm0_03_top01_23090_results,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/lastfm0.03_FeaturedMoE_N3_sparse_lastfm0_03_group_dense_r01_s1_20260421_125805_829311_pid262508.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/sparse_lastfm0_03_group_dense_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/case_eval/diagnostics_lastfm0_03_group_dense_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/tables,ok,,sparse,FeaturedMoE_N3,valid,tier_group,tempo_minus,macro,Focus,0.274637
diagnostics,lastfm0.03,group_dense,Dense per Group,1,lastfm0_03_top01_23090_results,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/lastfm0.03_FeaturedMoE_N3_sparse_lastfm0_03_group_dense_r01_s1_20260421_125805_829311_pid262508.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/sparse_lastfm0_03_group_dense_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/case_eval/diagnostics_lastfm0_03_group_dense_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/tables,ok,,sparse,FeaturedMoE_N3,valid,tier_group,tempo_minus,macro,Memory,0.281408
diagnostics,lastfm0.03,group_dense,Dense per Group,1,lastfm0_03_top01_23090_results,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/lastfm0.03_FeaturedMoE_N3_sparse_lastfm0_03_group_dense_r01_s1_20260421_125805_829311_pid262508.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/sparse_lastfm0_03_group_dense_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/case_eval/diagnostics_lastfm0_03_group_dense_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/tables,ok,,sparse,FeaturedMoE_N3,valid,tier_group,tempo_minus,macro,Exposure,0.259286
diagnostics,lastfm0.03,group_dense,Dense per Group,1,lastfm0_03_top01_23090_results,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/lastfm0.03_FeaturedMoE_N3_sparse_lastfm0_03_group_dense_r01_s1_20260421_125805_829311_pid262508.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/sparse_lastfm0_03_group_dense_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/case_eval/diagnostics_lastfm0_03_group_dense_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/tables,ok,,sparse,FeaturedMoE_N3,valid,tier_group,exposure_plus,macro,Tempo,0.228265
diagnostics,lastfm0.03,group_dense,Dense per Group,1,lastfm0_03_top01_23090_results,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/lastfm0.03_FeaturedMoE_N3_sparse_lastfm0_03_group_dense_r01_s1_20260421_125805_829311_pid262508.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/sparse_lastfm0_03_group_dense_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/case_eval/diagnostics_lastfm0_03_group_dense_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/tables,ok,,sparse,FeaturedMoE_N3,valid,tier_group,exposure_plus,macro,Focus,0.226314
diagnostics,lastfm0.03,group_dense,Dense per Group,1,lastfm0_03_top01_23090_results,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/lastfm0.03_FeaturedMoE_N3_sparse_lastfm0_03_group_dense_r01_s1_20260421_125805_829311_pid262508.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/sparse_lastfm0_03_group_dense_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/case_eval/diagnostics_lastfm0_03_group_dense_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/tables,ok,,sparse,FeaturedMoE_N3,valid,tier_group,exposure_plus,macro,Memory,0.231893
diagnostics,lastfm0.03,group_dense,Dense per Group,1,lastfm0_03_top01_23090_results,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/lastfm0.03_FeaturedMoE_N3_sparse_lastfm0_03_group_dense_r01_s1_20260421_125805_829311_pid262508.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/sparse_lastfm0_03_group_dense_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/case_eval/diagnostics_lastfm0_03_group_dense_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/tables,ok,,sparse,FeaturedMoE_N3,valid,tier_group,exposure_plus,macro,Exposure,0.313528
diagnostics,lastfm0.03,group_dense,Dense per Group,1,lastfm0_03_top01_23090_results,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/lastfm0.03_FeaturedMoE_N3_sparse_lastfm0_03_group_dense_r01_s1_20260421_125805_829311_pid262508.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/sparse_lastfm0_03_group_dense_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/case_eval/diagnostics_lastfm0_03_group_dense_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/tables,ok,,sparse,FeaturedMoE_N3,valid,tier_group,exposure_minus,macro,Tempo,0.275378
diagnostics,lastfm0.03,group_dense,Dense per Group,1,lastfm0_03_top01_23090_results,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/lastfm0.03_FeaturedMoE_N3_sparse_lastfm0_03_group_dense_r01_s1_20260421_125805_829311_pid262508.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/sparse_lastfm0_03_group_dense_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/case_eval/diagnostics_lastfm0_03_group_dense_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/tables,ok,,sparse,FeaturedMoE_N3,valid,tier_group,exposure_minus,macro,Focus,0.273024
diagnostics,lastfm0.03,group_dense,Dense per Group,1,lastfm0_03_top01_23090_results,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/lastfm0.03_FeaturedMoE_N3_sparse_lastfm0_03_group_dense_r01_s1_20260421_125805_829311_pid262508.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/sparse_lastfm0_03_group_dense_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/case_eval/diagnostics_lastfm0_03_group_dense_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/tables,ok,,sparse,FeaturedMoE_N3,valid,tier_group,exposure_minus,macro,Memory,0.279755
diagnostics,lastfm0.03,group_dense,Dense per Group,1,lastfm0_03_top01_23090_results,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/lastfm0.03_FeaturedMoE_N3_sparse_lastfm0_03_group_dense_r01_s1_20260421_125805_829311_pid262508.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/sparse_lastfm0_03_group_dense_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/case_eval/diagnostics_lastfm0_03_group_dense_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/tables,ok,,sparse,FeaturedMoE_N3,valid,tier_group,exposure_minus,macro,Exposure,0.171842
diagnostics,lastfm0.03,group_dense,Dense per Group,1,lastfm0_03_top01_23090_results,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/lastfm0.03_FeaturedMoE_N3_sparse_lastfm0_03_group_dense_r01_s1_20260421_125805_829311_pid262508.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/sparse_lastfm0_03_group_dense_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/case_eval/diagnostics_lastfm0_03_group_dense_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/tables,ok,,sparse,FeaturedMoE_N3,test,original,original,macro,Tempo,0.257866
diagnostics,lastfm0.03,group_dense,Dense per Group,1,lastfm0_03_top01_23090_results,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/lastfm0.03_FeaturedMoE_N3_sparse_lastfm0_03_group_dense_r01_s1_20260421_125805_829311_pid262508.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/sparse_lastfm0_03_group_dense_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/case_eval/diagnostics_lastfm0_03_group_dense_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/tables,ok,,sparse,FeaturedMoE_N3,test,original,original,macro,Focus,0.249067
diagnostics,lastfm0.03,group_dense,Dense per Group,1,lastfm0_03_top01_23090_results,1,overall_seen_target,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation_appendix/lastfm0.03_FeaturedMoE_N3_sparse_lastfm0_03_group_dense_r01_s1_20260421_125805_829311_pid262508.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/appendix/checkpoints/sparse_lastfm0_03_group_dense_r01_s1_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/case_eval/diagnostics_lastfm0_03_group_dense_R1_S1/case_eval_manifest.csv,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/diagnostics/sparse/SPARSE_LASTFM0_03_GROUP_DENSE_R01_S1/tables,ok,,sparse,FeaturedMoE_N3,test,original,original,macro,Memory,0.255577
