stage,dataset,model,family,job_id,parent_job_id,run_phase,runtime_seed,gpu_id,status,valid_score,test_score,best_valid_mrr20,test_mrr20,result_path,log_path,elapsed_sec,error,timestamp_utc
stage1,foursquare,featured_moe_n3,route,S1_FOURSQUARE_R02,,S1_FOURSQUARE_FEATURED_MOE_N3_R02,610002,resume,ok,0.2690091028274686,0.22289107743962028,0.2044,0.1663,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_target3_6h/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r02_20260419_045245_909691_pid289621.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_target3_6h/stage1/foursquare/featured_moe_n3/route/S1_FOURSQUARE_R02.log,0.0,,2026-04-19T10:07:28.640164Z
stage1,foursquare,featured_moe_n3,route,S1_FOURSQUARE_R04,,S1_FOURSQUARE_FEATURED_MOE_N3_R04,610004,resume,ok,0.26395555555555555,0.22214584834579199,0.202,0.1657,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_target3_6h/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r04_20260419_045245_789701_pid289625.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_target3_6h/stage1/foursquare/featured_moe_n3/route/S1_FOURSQUARE_R04.log,0.0,,2026-04-19T10:07:28.646884Z
stage1,foursquare,featured_moe_n3,route,S1_FOURSQUARE_R01,,S1_FOURSQUARE_FEATURED_MOE_N3_R01,610001,resume,ok,0.2632555555555556,0.22192222222222222,0.2023,0.1657,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_target3_6h/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r01_20260419_045245_758211_pid289618.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_target3_6h/stage1/foursquare/featured_moe_n3/route/S1_FOURSQUARE_R01.log,0.0,,2026-04-19T10:07:28.637416Z
stage1,foursquare,featured_moe_n3,route,S1_FOURSQUARE_R05,,S1_FOURSQUARE_FEATURED_MOE_N3_R05,610005,resume,ok,0.2632333333333333,0.2273888888888889,0.201,0.1698,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_target3_6h/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r05_20260419_045245_918732_pid289624.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_target3_6h/stage1/foursquare/featured_moe_n3/route/S1_FOURSQUARE_R05.log,0.0,,2026-04-19T10:07:28.649825Z
stage1,foursquare,featured_moe_n3,route,S1_FOURSQUARE_R07,,S1_FOURSQUARE_FEATURED_MOE_N3_R07,610007,resume,ok,0.2595555555555556,0.21559288097608864,0.1998,0.1594,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_target3_6h/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r07_20260419_045245_912184_pid289626.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_target3_6h/stage1/foursquare/featured_moe_n3/route/S1_FOURSQUARE_R07.log,0.0,,2026-04-19T10:07:28.655647Z
stage1,foursquare,featured_moe_n3,route,S1_FOURSQUARE_R06,,S1_FOURSQUARE_FEATURED_MOE_N3_R06,610006,resume,ok,0.26464676084047606,0.22284109378965603,0.2014,0.165,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_target3_6h/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r06_20260419_045245_911340_pid289623.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_target3_6h/stage1/foursquare/featured_moe_n3/route/S1_FOURSQUARE_R06.log,0.0,,2026-04-19T10:07:28.652533Z
stage1,foursquare,featured_moe_n3,route,S1_FOURSQUARE_R03,,S1_FOURSQUARE_FEATURED_MOE_N3_R03,610003,resume,ok,0.2669726800629252,0.22459135461575144,0.2026,0.1669,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_target3_6h/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r03_20260419_045245_924994_pid289622.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_target3_6h/stage1/foursquare/featured_moe_n3/route/S1_FOURSQUARE_R03.log,0.0,,2026-04-19T10:07:28.644031Z
stage1,foursquare,featured_moe_n3,route,S1_FOURSQUARE_R08,,S1_FOURSQUARE_FEATURED_MOE_N3_R08,610008,resume,ok,0.2651160653302258,0.22499157698267977,0.2032,0.1682,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_target3_6h/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r08_20260419_045245_904915_pid289627.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_target3_6h/stage1/foursquare/featured_moe_n3/route/S1_FOURSQUARE_R08.log,0.0,,2026-04-19T10:07:28.658458Z
stage1,lastfm0.03,featured_moe_n3,route,S1_LASTFM0_03_R02,,S1_LASTFM0_03_FEATURED_MOE_N3_R02,610010,resume,ok,0.33609999999999995,0.3384,0.3063,0.3052,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r02_20260419_051604_912566_pid294575.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_target3_6h/stage1/lastfm0_03/featured_moe_n3/route/S1_LASTFM0_03_R02.log,0.0,,2026-04-19T10:07:28.661456Z
stage1,lastfm0.03,featured_moe_n3,route,S1_LASTFM0_03_R04,,S1_LASTFM0_03_FEATURED_MOE_N3_R04,610012,resume,ok,0.33925555555555564,0.3421777777777778,0.3069,0.306,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r04_20260419_051641_078200_pid294803.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_target3_6h/stage1/lastfm0_03/featured_moe_n3/route/S1_LASTFM0_03_R04.log,0.0,,2026-04-19T10:07:28.664206Z
