global_best_valid_mrr20,run_best_valid_mrr20,run_phase,exp_brief,stage,trigger,dataset,seed_id,gpu_id,status,test_mrr20,n_completed,interrupted,special_ok,diag_ok,result_path,timestamp_utc,architecture_id,architecture_name,tuning_stage,family_id,family_group,variant_id,capacity_anchor,search_algo,setting_tier,setting_id,setting_key,setting_group,setting_detail,base_dataset,base_rank,base_key,base_run_phase,base_result_json,base_source,base_test_mrr20,base_valid_mrr20,base_setting_id,base_capacity_anchor,source_feature_mode,runtime_feature_mode,runtime_eval_mode,lr_mode,phase_kind,hparam_preset,pair_id,source_dataset,target_dataset,transfer_mode
0.091100,0.091100,P45_SRC_BEAUTY_SHARED_A_S1,transfer source shared_a,transfer_native_shared,trial_new_best,beauty,1,0,running,0.060800,,,,,,2026-04-16T21:55:24.354320Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,transfer_native_shared,source_beauty_shared_a,transfer_source,shared_a,shared_a,random,essential,TS-00,SOURCE_NATIVE,transfer_source,shared preset=shared_a,,,,,,,,,,,,,,,source_pretrain,shared_a,native_shared,beauty,beauty,none
0.091400,0.091400,P45_SRC_BEAUTY_SHARED_A_S3,transfer source shared_a,transfer_native_shared,trial_new_best,beauty,3,2,running,0.070800,,,,,,2026-04-16T21:55:39.373433Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,transfer_native_shared,source_beauty_shared_a,transfer_source,shared_a,shared_a,random,essential,TS-00,SOURCE_NATIVE,transfer_source,shared preset=shared_a,,,,,,,,,,,,,,,source_pretrain,shared_a,native_shared,beauty,beauty,none
0.091400,0.091400,P45_SRC_BEAUTY_SHARED_A_S1,transfer source shared_a,transfer_native_shared,run_complete,beauty,1,0,run_complete_no_result,0.070800,,,False,False,,2026-04-16T22:00:19.387063Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,transfer_native_shared,source_beauty_shared_a,transfer_source,shared_a,shared_a,random,essential,TS-00,SOURCE_NATIVE,transfer_source,shared preset=shared_a,,,,,,,,,,,,,,,source_pretrain,shared_a,native_shared,beauty,beauty,none
0.091400,0.091400,P45_SRC_BEAUTY_SHARED_A_S2,transfer source shared_a,transfer_native_shared,run_complete,beauty,2,1,run_complete_no_result,0.070800,,,False,False,,2026-04-16T22:00:40.882015Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,transfer_native_shared,source_beauty_shared_a,transfer_source,shared_a,shared_a,random,essential,TS-00,SOURCE_NATIVE,transfer_source,shared preset=shared_a,,,,,,,,,,,,,,,source_pretrain,shared_a,native_shared,beauty,beauty,none
0.091400,0.091400,P45_SRC_BEAUTY_SHARED_A_S3,transfer source shared_a,transfer_native_shared,run_complete,beauty,3,2,run_complete_no_result,0.070800,,,False,False,,2026-04-16T22:01:02.384121Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,transfer_native_shared,source_beauty_shared_a,transfer_source,shared_a,shared_a,random,essential,TS-00,SOURCE_NATIVE,transfer_source,shared preset=shared_a,,,,,,,,,,,,,,,source_pretrain,shared_a,native_shared,beauty,beauty,none
