early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,45,0.2584,ok,0.279,0.2243,1
True,22,0.2543,ok,0.2787,0.2231,2
True,45,0.2586,ok,0.2784,0.2241,3
True,92,0.2573,ok,0.2792,0.2243,4
True,31,0.2555,ok,0.2768,0.2223,5
True,31,0.2556,ok,0.2768,0.2224,6
True,16,0.2475,ok,0.2713,0.2118,7
True,45,0.258,ok,0.2806,0.2241,8
True,17,0.2434,ok,0.263,0.2102,9
False,100,0.2551,ok,0.2837,0.2224,10
True,17,0.2486,ok,0.2606,0.2076,11
True,53,0.2583,ok,0.2776,0.2243,12
True,16,0.2449,ok,0.2699,0.2127,13
True,22,0.2561,ok,0.2824,0.2235,14
True,26,0.2549,ok,0.2776,0.2228,15
True,34,0.2563,ok,0.2763,0.223,16
True,16,0.244,ok,0.2628,0.2086,17
True,16,0.2429,ok,0.2596,0.2047,18
True,37,0.2566,ok,0.2768,0.2241,19
True,56,0.2575,ok,0.2795,0.2235,20
