best_mrr20,epoch,epoch_time_sec,eval,lr,patience_used,train_loss,trial,valid_mrr20
0.0212,1,9.103559732437134,1,0.0005709277690916497,0,413.7716007232666,1,0.0212
0.1336,3,7.877625226974487,1,0.0005698935395364832,0,325.6621208190918,1,0.1336
0.2036,10,7.249294281005859,1,0.0005582266352321564,2,167.96002054214478,1,0.1993
0.206,11,7.5239105224609375,1,0.000555559613551707,0,155.98669743537903,1,0.206
0.206,21,7.73757791519165,1,0.0005160779864234074,10,82.02400302886963,1,0.1916
0.0179,1,8.480493068695068,1,0.0004280175974116183,0,418.1818037033081,2,0.0179
0.0948,3,7.980012893676758,1,0.0004272422481059107,0,349.9465708732605,2,0.0948
0.1957,10,8.063770055770874,1,0.00041849571199414616,0,197.93926525115967,2,0.1957
0.2047,15,7.987496376037598,1,0.00040669856449931143,0,148.64519262313843,2,0.2047
0.2047,25,7.661003112792969,1,0.0003706032591778224,10,91.72398734092712,2,0.1938
0.0171,1,7.960035085678101,1,0.00041953204215279316,0,418.479811668396,3,0.0171
0.0924,3,7.91656231880188,1,0.00041877206433979573,0,351.4470286369324,3,0.0924
0.1954,10,7.8644819259643555,1,0.0004101989304805286,0,200.03679275512695,3,0.1954
0.2048,17,7.87036657333374,1,0.0003928098066435999,0,135.96486449241638,3,0.2048
0.2048,27,7.3246777057647705,1,0.0003544537042387636,10,85.96344649791718,3,0.191
0.0199,1,7.940639972686768,1,0.0005034415062009811,0,415.71750831604004,4,0.0199
0.1174,3,8.245981931686401,1,0.0005025295272901655,0,336.76583766937256,4,0.1174
0.1992,10,7.6185524463653564,1,0.0004922417042175236,0,180.99276065826416,4,0.1992
0.2053,11,7.727458477020264,1,0.0004898899366480247,0,169.0879089832306,4,0.2053
0.2053,21,7.419924736022949,1,0.0004550752176856581,10,93.94767379760742,4,0.1926
