early_stopped,epochs_run,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.n_eff,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.stage_delta_norm,macro_1.top1_max_frac,micro_1.condition_norm,micro_1.cv_usage,micro_1.dead_expert_frac,micro_1.entropy_mean,micro_1.expert_similarity_max,micro_1.expert_similarity_mean,micro_1.n_eff,micro_1.route_jitter_adjacent,micro_1.route_jitter_session,micro_1.stage_delta_norm,micro_1.top1_max_frac,mid_1.condition_norm,mid_1.cv_usage,mid_1.dead_expert_frac,mid_1.entropy_mean,mid_1.expert_similarity_max,mid_1.expert_similarity_mean,mid_1.n_eff,mid_1.route_jitter_adjacent,mid_1.route_jitter_session,mid_1.stage_delta_norm,mid_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0576,ok,0.1355,0.113,1
True,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0796,ok,0.1876,0.1606,2
True,34,0.0,0.08029316099245316,0.0,2.216766640839816,0.2582622766494751,0.018360404297709465,11.923132779327343,0.0,0.0,2.945835211503217,0.1767490664858927,0.0,0.3228209732664212,0.0,1.9740709019415863,0.6089479327201843,0.03590185567736626,10.867465284775404,0.6582943196958769,0.4737081635599546,3.2840144943898,0.2296836231757602,0.0,0.37690136203463787,0.0,1.885450357283088,0.37787532806396484,-0.011221155524253845,10.507376464409163,0.0,0.0,4.125158404916671,0.2687312486156696,0.0802,ok,0.189,0.1617,3
True,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0797,ok,0.1875,0.1612,4
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0792,ok,0.1861,0.1601,5
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.079,ok,0.1862,0.1602,6
True,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,ok,0.1868,0.1613,7
True,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0797,ok,0.1855,0.16,8
True,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0794,ok,0.1876,0.1614,9
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0793,ok,0.1861,0.161,10
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0788,ok,0.1859,0.1599,11
True,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,ok,0.1885,0.1613,12
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0592,ok,0.1364,0.1152,13
True,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0798,ok,0.1865,0.16,14
True,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0797,ok,0.1879,0.1613,15
True,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0802,ok,0.189,0.1615,16
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0592,ok,0.1361,0.115,17
True,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0795,ok,0.1853,0.1606,18
True,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0798,ok,0.1873,0.16,19
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0794,ok,0.1873,0.1616,20
