early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
False,48,0.0237,ok,0.039,0.0233,1
True,48,0.0235,ok,0.0368,0.0238,2
True,8,0.0036,ok,0.0095,0.0029,3
True,16,0.0054,ok,0.0074,0.0043,4
False,48,0.0231,ok,0.0366,0.0216,5
True,39,0.0228,ok,0.0382,0.0223,6
True,8,0.0036,ok,0.0085,0.0028,7
