early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,8,0.0012,ok,0.0,0.0002,1
True,12,0.0132,ok,0.0143,0.0093,2
True,8,0.0013,ok,0.0,0.0,3
True,8,0.0012,ok,0.0,0.0003,4
True,12,0.0029,ok,0.0029,0.0006,5
True,15,0.0089,ok,0.0086,0.0063,6
True,8,0.0031,ok,0.0,0.0003,7
True,12,0.0023,ok,0.0086,0.0023,8
True,9,0.0009,ok,0.0,0.0002,9
True,8,0.0006,ok,0.0,0.0,10
True,22,0.0028,ok,0.0,0.0002,11
True,8,0.0068,ok,0.0,0.0002,12
True,17,0.002,ok,0.0,0.0004,13
True,24,0.0161,ok,0.0057,0.0062,14
True,28,0.0198,ok,0.0344,0.0178,15
True,31,0.0095,ok,0.0086,0.0028,16
True,33,0.0021,ok,0.0029,0.0012,17
True,33,0.0101,ok,0.0115,0.0072,18
True,13,0.001,ok,0.0029,0.0004,19
True,18,0.0021,ok,0.0057,0.001,20
True,34,0.0242,ok,0.0287,0.0143,21
