dataset,dataset_label,base_rank,base_tag,phase1_valid_score,phase1_test_score,phase1_best_valid_mrr20,phase1_test_mrr20,base_test_mrr20,best_learning_rate,best_route_consistency_lambda,best_route_separation_lambda,phase1_result_path,base_result_json,phase1_minus_base_test_mrr20,diag_base_rank,diag_test_score,diag_test_mrr20,diag_learning_rate,diag_route_consistency_lambda,diag_route_separation_lambda,diag_case_eval_export_dir,diag_result_path,diag_matches_phase1,phase2_caveat
KuaiRecLargeStrictPosV2_0.2,KuaiRec,5,kuaireclargestrictposv2_0_2_top05_23090_results,0.0256,0.3467038992722376,0.0188,0.3371,0.3423,0.00041627751130097866,0.009361180574630652,0.00018931531110267459,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_q6_kuaireclargestrictposv2_0_2_consistency_separation_joint_r05_s1_20260420_175010_263552_pid1388528.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s3_kuaireclargestrictposv2_0_2_topk_g4k2_c2_seed3_20260419_121532_071633_pid395659.json,-0.005199999999999982,5,0.3467125124655524,0.3372,,,0.0,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/q6_diag/case_eval/Q6_DIAG_KUAIRECLARGESTRICTPOSV2_0_2_SEP_0_DIAG_R05_S1_DIAG/tables,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_q6_diag_kuaireclargestrictposv2_0_2_sep_0_diag_r05_s1_diag_20260421_000754_707438_pid1397388.json,False,archived diag rerun does not preserve phase1 tuned lambdas
beauty,Beauty,5,beauty_top05_23090_results,0.1159063625934466,0.1034332847579085,0.0915,0.0745,0.0769,0.001261806383249973,0.0007379445527348938,0.0001926313174653454,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/beauty_FeaturedMoE_N3_q6_beauty_consistency_separation_joint_r05_s1_20260420_181808_458558_pid1391557.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment/beauty_FeaturedMoE_N3_s3_beauty_featured_moe_n3_c1_seed3_20260419_031926_463892_pid271279.json,-0.0023999999999999994,5,0.1034332847579085,0.0745,,,0.0,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/q6_diag/case_eval/Q6_DIAG_BEAUTY_SEP_0_DIAG_R05_S1_DIAG/tables,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/beauty_FeaturedMoE_N3_q6_diag_beauty_sep_0_diag_r05_s1_diag_20260421_000754_759787_pid1397386.json,False,archived diag rerun does not preserve phase1 tuned lambdas
foursquare,Foursquare,1,foursquare_top01_rfmoe,0.2700777777777777,0.2299382656307095,0.207,0.1722,0.1736,0.0006168179791080105,0.000697849257827613,0.00213773507653586,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/foursquare_FeaturedMoE_N3_q6_foursquare_consistency_separation_joint_r01_s1_20260420_183108_535130_pid1391790.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s2_foursquare_featured_moe_n3_r01_20260418_112650_188577_pid127656.json,-0.0014000000000000123,1,0.2300241820683608,0.1722,,,0.0,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/q6_diag/case_eval/Q6_DIAG_FOURSQUARE_SEP_0_DIAG_R01_S1_DIAG/tables,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/foursquare_FeaturedMoE_N3_q6_diag_foursquare_sep_0_diag_r01_s1_diag_20260421_000754_786245_pid1397390.json,False,archived diag rerun does not preserve phase1 tuned lambdas
retail_rocket,Retail Rocket,1,retail_rocket_top01_23090_results,0.4503601129104063,0.4432222222222222,0.3726,0.369,0.3742,0.0005553004503577588,0.0030968948109678196,0.0033679138911226715,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/retail_rocket_FeaturedMoE_N3_q6_retail_rocket_consistency_separation_joint_r01_s1_20260420_211322_940295_pid1393830.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_pg1_20260419_083920_955173_pid340636.json,-0.005199999999999982,1,0.4432345420323298,0.3691,,,0.0,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/q6_diag/case_eval/Q6_DIAG_RETAIL_ROCKET_SEP_0_DIAG_R01_S1_DIAG/tables,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/retail_rocket_FeaturedMoE_N3_q6_diag_retail_rocket_sep_0_diag_r01_s1_diag_20260421_001058_766267_pid1398378.json,False,archived diag rerun does not preserve phase1 tuned lambdas
movielens1m,ML-1M,3,movielens1m_top03_23090_results,0.145111111111111,0.0959395849323288,0.0957,0.0604,0.063,0.0008650139887972099,0.0001691353442210121,0.001391933997349862,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/movielens1m_FeaturedMoE_N3_q6_movielens1m_consistency_separation_joint_r03_s1_20260420_204749_753255_pid1393592.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/movielens1m_FeaturedMoE_N3_s1_movielens1m_featured_moe_n3_r01_20260419_051909_531266_pid295344.json,-0.002599999999999998,2,0.0965807796915618,0.0615,,,0.0,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/q6_diag/case_eval/Q6_DIAG_MOVIELENS1M_SEP_0_DIAG_R02_S1_DIAG/tables,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/movielens1m_FeaturedMoE_N3_q6_diag_movielens1m_sep_0_diag_r02_s1_diag_20260421_000917_142987_pid1397937.json,False,archived diag rerun does not preserve phase1 tuned lambdas
lastfm0.03,LastFM,4,lastfm0_03_top04_23090_results,0.3409222222222222,0.3399863248470175,0.3126,0.3083,0.3099,0.00040028894686100475,0.0011464101104434747,0.001427016651466373,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/lastfm0.03_FeaturedMoE_N3_q6_lastfm0_03_consistency_separation_joint_r04_s1_20260420_192635_358104_pid1392632.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/lastfm0.03_FeaturedMoE_N3_s3_lastfm0_03_topk_g3k2_c2_seed1_20260419_121747_135983_pid396501.json,-0.0015999999999999903,4,0.3400444444444444,0.3083,,,0.0,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/q6_diag/case_eval/Q6_DIAG_LASTFM0_03_SEP_0_DIAG_R04_S1_DIAG/tables,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/lastfm0.03_FeaturedMoE_N3_q6_diag_lastfm0_03_sep_0_diag_r04_s1_diag_20260421_000754_861428_pid1397392.json,False,archived diag rerun does not preserve phase1 tuned lambdas
