early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,30,0.0572,ok,0.0913,0.0582,1
True,27,0.0581,ok,0.0984,0.0667,2
True,22,0.0688,ok,0.1405,0.0792,3
True,54,0.0705,ok,0.1124,0.0663,4
True,31,0.0556,ok,0.0937,0.0605,5
True,54,0.0582,ok,0.1429,0.0619,6
True,26,0.0531,ok,0.1218,0.0503,7
True,53,0.07,ok,0.1265,0.0668,8
True,52,0.0583,ok,0.1452,0.0617,9
True,63,0.0577,ok,0.1429,0.0596,10
True,30,0.0566,ok,0.1171,0.0533,11
True,92,0.0574,ok,0.1429,0.0598,12
True,32,0.0618,ok,0.1405,0.0673,13
True,35,0.0615,ok,0.1311,0.0531,14
True,26,0.0635,ok,0.1452,0.0652,15
True,31,0.0659,ok,0.1265,0.0719,16
True,31,0.0658,ok,0.1194,0.071,17
True,26,0.0668,ok,0.1288,0.0721,18
True,92,0.0574,ok,0.1429,0.0598,19
True,63,0.0574,ok,0.1429,0.0598,20
