model,best_mrr20_group,best_mrr20_run,best_mrr20_trial,best_hr10_group,best_hr10_run,best_hr10_trial,test_mrr20_group,test_mrr20_run,test_mrr20_trial,test_hr10_group,test_hr10_run,test_hr10_trial,hit_best_mrr20,hit_best_hr10,hit_test_mrr20,hit_test_hr10,trial_idx,trials_progress,status,run_phase,group_key,experiment_note,trial_knobs,log_rel_path
gru4rec,0.3797,0.3720,0.3720,0.4338,0.4259,0.4259,0.3446,0.3389,0.3389,0.4033,0.3920,0.3920,Y,Y,Y,Y,2,2/10,success,P0_FULL_pair01_C4,gru4rec,C4 wide,drop=0.15 lr=0.000241 wd=0.0001,P0/gru4rec_044_c4_wide.log
gru4rec,0.3797,0.3743,0.3743,0.4338,0.4295,0.4295,0.3446,0.3438,0.3438,0.4033,0.3963,0.3963,Y,Y,Y,Y,7,7/10,success,P0_FULL_pair01_C4,gru4rec,C4 wide,drop=0.20 lr=0.00119 wd=0.0001,P0/gru4rec_044_c4_wide.log
sasrec,0.4008,0.4008,0.4008,0.4718,0.4718,0.4718,0.3801,0.3801,0.3801,0.4492,0.4492,0.4492,Y,Y,Y,Y,1,1/10,success,P0_A_pair01_C1,sasrec,C1 hi_bs_short,drop=0.15 lr=0.000988 wd=0,P0/sasrec_017_a_c1_hi_bs_short.log
sasrec,0.4008,0.4008,0.3964,0.4727,0.4727,0.4727,0.3801,0.3801,0.3758,0.4495,0.4495,0.4495,,Y,,Y,4,4/10,success,P0_A_pair01_C1,sasrec,C1 hi_bs_short,drop=0.05 lr=0.000173 wd=5e-05,P0/sasrec_017_a_c1_hi_bs_short.log
sasrec,0.4008,0.4008,0.3628,0.4782,0.4782,0.4782,0.3801,0.3801,0.3496,0.4576,0.4576,0.4576,,Y,,Y,5,5/10,success,P0_A_pair01_C1,sasrec,C1 hi_bs_short,drop=0.10 lr=0.000106 wd=1e-06,P0/sasrec_017_a_c1_hi_bs_short.log
sasrec,0.4008,0.4000,0.4000,0.4782,0.4727,0.4727,0.3801,0.3781,0.3781,0.4576,0.4504,0.4504,Y,Y,Y,Y,1,1/10,running,P0_A_pair01_C2,sasrec,C2 std_bs_mid,drop=0.20 lr=0.000633 wd=0,P0/sasrec_019_a_c2_std_bs_mid.log
sasrec,0.4008,0.4004,0.4004,0.4782,0.4727,0.4696,0.3801,0.3781,0.3761,0.4576,0.4504,0.4439,Y,,,,2,2/10,running,P0_A_pair01_C2,sasrec,C2 std_bs_mid,drop=0.10 lr=0.000603 wd=0.0001,P0/sasrec_019_a_c2_std_bs_mid.log
sasrec,0.4008,0.4004,0.3729,0.4782,0.4759,0.4759,0.3801,0.3781,0.3574,0.4576,0.4545,0.4545,,Y,,Y,3,3/10,running,P0_A_pair01_C2,sasrec,C2 std_bs_mid,drop=0.05 lr=6.76e-05 wd=0,P0/sasrec_019_a_c2_std_bs_mid.log
sasrec,0.4008,0.4008,0.4008,0.4782,0.4718,0.4718,0.3801,0.3801,0.3801,0.4576,0.4492,0.4492,Y,Y,Y,Y,1,1/10,success,P0_A_pair01_C1,sasrec,C1 hi_bs_short,drop=0.15 lr=0.000988 wd=0,P0/sasrec_022_a_c1_hi_bs_short.log
sasrec,0.4008,0.4008,0.3964,0.4782,0.4727,0.4727,0.3801,0.3801,0.3758,0.4576,0.4495,0.4495,,Y,,Y,4,4/10,success,P0_A_pair01_C1,sasrec,C1 hi_bs_short,drop=0.05 lr=0.000173 wd=5e-05,P0/sasrec_022_a_c1_hi_bs_short.log
sasrec,0.4008,0.4008,0.3628,0.4782,0.4782,0.4782,0.3801,0.3801,0.3496,0.4576,0.4576,0.4576,,Y,,Y,5,5/10,success,P0_A_pair01_C1,sasrec,C1 hi_bs_short,drop=0.10 lr=0.000106 wd=1e-06,P0/sasrec_022_a_c1_hi_bs_short.log
sasrec,0.4008,0.4000,0.4000,0.4782,0.4727,0.4727,0.3801,0.3781,0.3781,0.4576,0.4504,0.4504,Y,Y,Y,Y,1,1/10,success,P0_A_pair01_C2,sasrec,C2 std_bs_mid,drop=0.20 lr=0.000633 wd=0,P0/sasrec_023_a_c2_std_bs_mid.log
sasrec,0.4008,0.4004,0.4004,0.4782,0.4727,0.4696,0.3801,0.3781,0.3761,0.4576,0.4504,0.4439,Y,,,,2,2/10,success,P0_A_pair01_C2,sasrec,C2 std_bs_mid,drop=0.10 lr=0.000603 wd=0.0001,P0/sasrec_023_a_c2_std_bs_mid.log
sasrec,0.4008,0.4004,0.3729,0.4782,0.4759,0.4759,0.3801,0.3781,0.3574,0.4576,0.4545,0.4545,,Y,,Y,3,3/10,success,P0_A_pair01_C2,sasrec,C2 std_bs_mid,drop=0.05 lr=6.76e-05 wd=0,P0/sasrec_023_a_c2_std_bs_mid.log
sasrec,0.4008,0.4004,0.3642,0.4796,0.4796,0.4796,0.3801,0.3781,0.3507,0.4594,0.4594,0.4594,,Y,,Y,5,5/10,success,P0_A_pair01_C2,sasrec,C2 std_bs_mid,drop=0.15 lr=7.43e-05 wd=1e-06,P0/sasrec_023_a_c2_std_bs_mid.log
sasrec,0.4008,0.4005,0.4005,0.4796,0.4719,0.4719,0.3801,0.3781,0.3781,0.4594,0.4484,0.4484,Y,Y,Y,Y,1,1/10,success,P0_FULL_pair01_C3,sasrec,C3 long,drop=0.25 lr=0.000406 wd=0,P0/sasrec_043_c3_long.log
sasrec,0.4020,0.4020,0.4020,0.4796,0.4719,0.4696,0.3801,0.3783,0.3783,0.4594,0.4484,0.4456,Y,,Y,,2,2/10,success,P0_FULL_pair01_C3,sasrec,C3 long,drop=0.10 lr=0.000386 wd=0.0001,P0/sasrec_043_c3_long.log
sasrec,0.4020,0.4020,0.3464,0.4796,0.4760,0.4760,0.3801,0.3783,0.3342,0.4594,0.4549,0.4549,,Y,,Y,4,4/10,success,P0_FULL_pair01_C3,sasrec,C3 long,drop=0.15 lr=7.32e-05 wd=5e-05,P0/sasrec_043_c3_long.log
sigma,0.3057,0.3057,0.3057,0.3362,0.3362,0.3362,0.2879,0.2879,0.2879,0.3179,0.3179,0.3179,Y,Y,Y,Y,1,1/10,success,P0_FULL_pair04_C1,sigma,C1 hi_bs_short,drop=0.15 lr=0.000406 wd=0,P0/sigma_047_c1_hi_bs_short.log
sigma,0.4013,0.4013,0.4013,0.4459,0.4459,0.4459,0.3805,0.3805,0.3805,0.4242,0.4242,0.4242,Y,Y,Y,Y,2,2/10,success,P0_FULL_pair04_C1,sigma,C1 hi_bs_short,drop=0.05 lr=0.000386 wd=0.0001,P0/sigma_047_c1_hi_bs_short.log
sigma,0.4013,0.4013,0.3954,0.4544,0.4544,0.4544,0.3805,0.3805,0.3734,0.4314,0.4314,0.4314,,Y,,Y,7,7/10,success,P0_FULL_pair04_C1,sigma,C1 hi_bs_short,drop=0.10 lr=0.00198 wd=0.0001,P0/sigma_047_c1_hi_bs_short.log
srgnn,0.3518,0.3518,0.3518,0.4177,0.4177,0.4177,0.3287,0.3287,0.3287,0.3895,0.3895,0.3895,Y,Y,Y,Y,1,1/10,running,P0_FULL_pair04_C2,srgnn,C2 std_bs_mid,drop=0.20 lr=0.000406 wd=0,P0/srgnn_048_c2_std_bs_mid.log
