early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,66,0.0598,ok,0.1382,0.047,1
True,45,0.0702,ok,0.1101,0.0634,2
True,32,0.0666,ok,0.1241,0.0647,3
True,59,0.058,ok,0.1311,0.0452,4
True,44,0.0682,ok,0.1148,0.0667,5
True,61,0.0582,ok,0.1218,0.0451,6
True,56,0.0606,ok,0.1335,0.0493,7
True,48,0.0586,ok,0.1335,0.0511,8
True,56,0.0608,ok,0.1335,0.0493,9
True,35,0.0632,ok,0.1171,0.0568,10
True,25,0.0662,ok,0.1335,0.0509,11
True,44,0.0684,ok,0.1171,0.0662,12
True,32,0.0666,ok,0.1265,0.0623,13
True,58,0.0608,ok,0.1358,0.0546,14
True,45,0.0598,ok,0.1382,0.049,15
True,53,0.0685,ok,0.1054,0.0662,16
True,39,0.0577,ok,0.1382,0.048,17
True,50,0.0593,ok,0.1358,0.0475,18
True,81,0.0583,ok,0.1288,0.0441,19
True,39,0.0675,ok,0.1101,0.0562,20
