dataset,dataset_raw,model,metric,metric_value,run_group,run_axis,run_phase,timestamp,source_type,source_file,n_completed,n_trials,parent_result,best_params_json
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.094900,fmoe_v2,hparam,P2DB,2026-03-06T12:04:17.121448,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260306_084522_060_hparam_P2DB_G3_C1_parallel_L13_E128_R64_B6144.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v3,mrr@20,0.094900,fmoe_v3,hparam,P2ROUTER,2026-03-10T10:46:24.272164,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v3/hparam/P2ROUTER/ML1/FMoEv3/20260310_084713_330_hparam_P2ROUTER_C04_CRES.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.094800,fmoe_hgr,hparam,P3HGR,2026-03-09T21:10:07.743603,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P3HGR/ML1/FMoEHGR/20260309_175622_922_hparam_P3HGR_router16_C05_A0_M5_serial_hybrid.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.094800,fmoe_hgr,hparam,P3HGR,2026-03-10T00:29:25.480785,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P3HGR/ML1/FMoEHGR/20260309_211411_553_hparam_P3HGR_router16_C02_A0_M2_serial_hybrid.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.094700,fmoe_hgr,hparam,P3HGR,2026-03-09T18:13:04.204070,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P3HGR/ML1/FMoEHGR/20260309_150436_127_hparam_P3HGR_router16_C12_A1_M4_serial_hybrid.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.094600,fmoe_v2,hparam,P2DB,2026-03-06T07:03:47.702549,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260306_043744_323_hparam_P2DB_G4_C4_serial_L7_E160_R96_B8192.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.094600,fmoe_hgr,hparam,P1HGR,2026-03-09T00:34:31.076652,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P1HGR/ML1/FMoEHGR/20260308_224610_035_hparam_P1HGR_widewide_C64_serial_per_group.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.094600,fmoe_hgr,hparam,P3HGR,2026-03-09T21:59:17.227050,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P3HGR/ML1/FMoEHGR/20260309_183638_675_hparam_P3HGR_router16_C09_A1_M1_serial_hybrid.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.094500,fmoe_v2,hparam,P2DB,2026-03-06T07:03:47.614551,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260306_040745_321_hparam_P2DB_G1_C4_serial_L7_E192_R96_B4096.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.094500,fmoe_hgr,hparam,P1HGR,2026-03-09T02:53:45.072550,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P1HGR/ML1/FMoEHGR/20260309_010240_605_hparam_P1HGR_widewide_C04_serial_per_group.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.094300,fmoe_v2,hparam,P2DB,2026-03-06T01:43:54.166550,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260305_214957_307_hparam_P2DB_G7_C2_serial_L7_E160_R96_B6144.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.094200,fmoe_v2,hparam,P1S,2026-03-05T11:10:04.698323,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P1S/ML1/FMoEv2/20260305_094113_021_hparam_P1S_G5_C1_serial_L15.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.094100,fmoe_v2,hparam,P1S,2026-03-05T10:40:35.544571,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P1S/ML1/FMoEv2/20260305_094113_019_hparam_P1S_G3_C1_serial_L6.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.094100,fmoe_v2,hparam,P2DB,2026-03-06T12:59:58.983388,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260306_084522_056_hparam_P2DB_G0_C1_parallel_L13_E128_R64_B3072.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.094100,fmoe_hgr,hparam,P1HGR,2026-03-08T19:13:25.323529,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P1HGR/ML1/FMoEHGR/20260308_180107_255_hparam_P1HGR_widewide_C21_serial_per_group.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.094100,fmoe_hgr,hparam,P1HGR,2026-03-08T19:31:31.606263,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P1HGR/ML1/FMoEHGR/20260308_180458_516_hparam_P1HGR_widewide_C61_serial_per_group.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.094000,fmoe_v2,hparam,P1S,2026-03-05T10:24:50.481541,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P1S/ML1/FMoEv2/20260305_094113_020_hparam_P1S_G2_C1_serial_L4.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.094000,fmoe_v2,hparam,P2DB,2026-03-06T07:03:47.642550,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260306_052744_351_hparam_P2DB_G7_C4_serial_L7_E192_R96_B4096.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.094000,fmoe_hgr,hparam,P1HGR,2026-03-08T21:08:43.376121,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P1HGR/ML1/FMoEHGR/20260308_193133_131_hparam_P1HGR_widewide_C62_serial_per_group.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.094000,fmoe_hgr,hparam,P1HGR,2026-03-09T00:58:18.597322,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P1HGR/ML1/FMoEHGR/20260308_234910_502_hparam_P1HGR_widewide_C45_serial_per_group.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.093800,fmoe_hgr,hparam,P1HGR,2026-03-09T02:05:23.152379,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P1HGR/ML1/FMoEHGR/20260309_003432_572_hparam_P1HGR_widewide_C65_serial_per_group.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.093700,fmoe_hgr,hparam,P1HGR,2026-03-08T18:02:43.965661,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P1HGR/ML1/FMoEHGR/20260308_163524_474_hparam_P1HGR_widewide_C40_parallel_per_group.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.093700,fmoe_hgr,hparam,P1HGR,2026-03-08T20:51:34.217261,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P1HGR/ML1/FMoEHGR/20260308_191326_844_hparam_P1HGR_widewide_C22_serial_hybrid.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.093700,fmoe_hgr,hparam,P1HGR,2026-03-08T21:42:24.340405,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P1HGR/ML1/FMoEHGR/20260308_201123_929_hparam_P1HGR_widewide_C02_serial_per_group.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.093700,fmoe_hgr,hparam,P1HGR,2026-03-08T23:42:08.814450,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P1HGR/ML1/FMoEHGR/20260308_220709_043_hparam_P1HGR_widewide_C24_serial_hybrid.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.093700,fmoe_hgr,hparam,P15HGR,2026-03-09T11:35:16.230600,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P15HGR/ML1/FMoEHGR/20260309_100000_904_hparam_P15HGR_layout24_C14_L15A_R2_serial_hybrid.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.093500,fmoe_v2,hparam,P1S,2026-03-05T12:45:11.054421,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P1S/ML1/FMoEv2/20260305_114646_991_hparam_P1S_G0_C1_parallel_L10.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.093500,fmoe_hgr,hparam,P1HGR,2026-03-08T17:58:39.029168,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P1HGR/ML1/FMoEHGR/20260308_163524_467_hparam_P1HGR_widewide_C00_serial_per_group.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.093300,fmoe_v2,hparam,P2DB,2026-03-06T07:03:47.594551,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260306_065441_286_hparam_P2DB_G6_C1_parallel_L13_E128_R64_B3072.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.093300,fmoe_hgr,hparam,P1HGR,2026-03-08T18:01:05.743151,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P1HGR/ML1/FMoEHGR/20260308_163524_467_hparam_P1HGR_widewide_C20_serial_hybrid.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.093300,fmoe_hgr,hparam,P1HGR,2026-03-08T19:12:45.144549,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P1HGR/ML1/FMoEHGR/20260308_180245_425_hparam_P1HGR_widewide_C41_serial_per_group.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.093300,fmoe_hgr,hparam,P1HGR,2026-03-08T20:11:22.326993,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P1HGR/ML1/FMoEHGR/20260308_175840_611_hparam_P1HGR_widewide_C01_serial_hybrid.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.093300,fmoe_hgr,hparam,P1HGR,2026-03-08T20:45:34.004889,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P1HGR/ML1/FMoEHGR/20260308_191246_512_hparam_P1HGR_widewide_C42_parallel_per_group.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.093300,fmoe_hgr,hparam,P15HGR,2026-03-09T08:25:16.155028,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P15HGR/ML1/FMoEHGR/20260309_065040_930_hparam_P15HGR_layout24_C12_L15A_R0_serial_per_group.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.093200,fmoe_v2,hparam,P1S,2026-03-05T12:55:01.106073,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P1S/ML1/FMoEv2/20260305_114028_986_hparam_P1S_G2_C1_parallel_L14.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.093100,fmoe_v2,hparam,P1S,2026-03-05T13:11:39.211581,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P1S/ML1/FMoEv2/20260305_120616_001_hparam_P1S_G7_C1_parallel_L29.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGRv3,mrr@20,0.093000,fmoe_hgr_v3,hparam,R0HGRv3,2026-03-10T05:07:19.216384,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr_v3/hparam/R0HGRv3/ML1/FMoEHGRv3/router8_C00_A0_off_k1.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.092900,fmoe_v2,hparam,P2DB,2026-03-06T07:03:47.598551,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P2DB/ML1/FMoEv2/20260306_064139_023_hparam_P2DB_G5_C4_serial_L7_E224_R32_B6144.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.092600,fmoe_v2,hparam,P1S,2026-03-05T14:03:28.877660,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P1S/ML1/FMoEv2/20260305_131140_395_hparam_P1S_G7_C2_parallel_L10.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v3,mrr@20,0.092600,fmoe_v3,hparam,P2ROUTER,2026-03-10T07:21:43.140121,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v3/hparam/P2ROUTER/ML1/FMoEv3/20260310_052919_283_hparam_P2ROUTER_C01_HONLY.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.092400,fmoe_hgr,hparam,P1HGR,2026-03-08T18:04:57.227499,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P1HGR/ML1/FMoEHGR/20260308_163524_467_hparam_P1HGR_widewide_C60_serial_per_group.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.092300,fmoe_v2,hparam,P1S,2026-03-05T13:39:54.923202,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P1S/ML1/FMoEv2/20260305_124512_259_hparam_P1S_G0_C2_parallel_L11.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.092300,fmoe_hgr,hparam,P15HGR,2026-03-09T09:59:59.506871,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P15HGR/ML1/FMoEHGR/20260309_082517_563_hparam_P15HGR_layout24_C13_L15A_R1_serial_per_group.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.092200,fmoe_v2,hparam,P1S,2026-03-05T11:46:45.867989,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P1S/ML1/FMoEv2/20260305_104251_538_hparam_P1S_G0_C2_serial_L1.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.092200,fmoe_hgr,hparam,P1HGR,2026-03-09T00:54:56.816255,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P1HGR/ML1/FMoEHGR/20260308_234210_381_hparam_P1HGR_widewide_C25_serial_per_group.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGRv3,mrr@20,0.092200,fmoe_hgr_v3,hparam,R0HGRv3,2026-03-10T04:48:50.815409,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr_v3/hparam/R0HGRv3/ML1/FMoEHGRv3/router8_C06_A1_distill_k2.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.092000,fmoe_hgr,hparam,P1HGR,2026-03-09T05:47:51.430502,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P1HGR/ML1/FMoEHGR/20260309_041811_506_hparam_P1HGR_joint32_C16_A4_R0_serial_per_group.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.091900,fmoe_v2,hparam,P1S,2026-03-05T12:47:28.103601,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P1S/ML1/FMoEv2/20260305_115034_278_hparam_P1S_G3_C1_parallel_L21.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGRv3,mrr@20,0.091900,fmoe_hgr_v3,hparam,R0HGRv3,2026-03-10T04:31:29.248380,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr_v3/hparam/R0HGRv3/ML1/FMoEHGRv3/router8_C02_A0_distill_k2.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGRv3,mrr@20,0.091900,fmoe_hgr_v3,hparam,R1DHGRv3,2026-03-10T06:42:39.098170,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr_v3/hparam/R1DHGRv3/ML1/FMoEHGRv3/000_topk8_C00_A0_weak_k1.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.091800,fmoe_hgr,hparam,P1HGR,2026-03-09T02:08:09.512671,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P1HGR/ML1/FMoEHGR/20260309_005458_236_hparam_P1HGR_widewide_C26_serial_hybrid.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.091800,fmoe_hgr,hparam,P1HGR,2026-03-09T03:22:08.755568,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P1HGR/ML1/FMoEHGR/20260309_020524_521_hparam_P1HGR_widewide_C66_serial_per_group.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.091700,fmoe_hgr,hparam,P1HGR,2026-03-08T23:49:08.911727,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P1HGR/ML1/FMoEHGR/20260308_220033_594_hparam_P1HGR_widewide_C44_parallel_per_group.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.091500,fmoe_v2,hparam,P1S,2026-03-05T14:02:29.018965,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P1S/ML1/FMoEv2/20260305_132153_495_hparam_P1S_G4_C2_parallel_L24.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.091300,fmoe_v2,hparam,P1S,2026-03-05T14:52:41.266961,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P1S/ML1/FMoEv2/20260305_134810_681_hparam_P1S_G5_C2_parallel_L26.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.091300,fmoe_hgr,hparam,P1HGR,2026-03-08T22:46:08.488782,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P1HGR/ML1/FMoEHGR/20260308_210844_850_hparam_P1HGR_widewide_C63_parallel_hybrid.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.091300,fmoe_hgr,hparam,P1HGR,2026-03-09T06:05:34.505663,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P1HGR/ML1/FMoEHGR/20260309_041811_503_hparam_P1HGR_joint32_C24_A6_R0_serial_per_group.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v3,mrr@20,0.091300,fmoe_v3,hparam,P2ESLR,2026-03-10T10:42:38.340407,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v3/hparam/P2ESLR/ML1/FMoEv3/20260310_093607_467_hparam_P2ESLR_S1.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v2,mrr@20,0.091100,fmoe_v2,hparam,P1S,2026-03-05T13:23:00.203470,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v2/hparam/P1S/ML1/FMoEv2/20260305_115916_348_hparam_P1S_G1_C1_parallel_L12.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGRv3,mrr@20,0.090900,fmoe_hgr_v3,hparam,R1LHGRv3,2026-03-10T06:42:06.582983,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr_v3/hparam/R1LHGRv3/ML1/FMoEHGRv3/000_layout8_C00_L15_D0_off_r2.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_v3,mrr@20,0.090800,fmoe_v3,hparam,P2ROUTER,2026-03-10T08:47:11.899855,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_v3/hparam/P2ROUTER/ML1/FMoEv3/20260310_072144_538_hparam_P2ROUTER_C02_GINT.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.090700,fmoe_hgr,hparam,P1HGR,2026-03-09T01:02:39.317066,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P1HGR/ML1/FMoEHGR/20260308_214225_818_hparam_P1HGR_widewide_C03_parallel_hybrid.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.089800,fmoe_hgr,hparam,P15HGR,2026-03-09T11:38:34.357906,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P15HGR/ML1/FMoEHGR/20260309_095937_068_hparam_P15HGR_layout24_C02_L0A_R2_serial_hybrid.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.089600,fmoe_hgr,hparam,P1HGR,2026-03-09T02:08:37.692044,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P1HGR/ML1/FMoEHGR/20260309_005820_178_hparam_P1HGR_widewide_C46_parallel_per_group.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.089000,fmoe_hgr,hparam,P15HGR,2026-03-09T10:34:44.727430,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P15HGR/ML1/FMoEHGR/20260309_091823_765_hparam_P15HGR_layout24_C08_L5A_R2_serial_hybrid.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.088800,fmoe_hgr,hparam,P15HGR,2026-03-09T10:25:35.770929,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P15HGR/ML1/FMoEHGR/20260309_091206_351_hparam_P15HGR_layout24_C20_L10A_R2_serial_hybrid.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.088400,fmoe_hgr,hparam,P15HGR,2026-03-09T08:01:06.292651,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P15HGR/ML1/FMoEHGR/20260309_065040_928_hparam_P15HGR_layout24_C18_L10A_R0_serial_per_group.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.088100,fmoe_hgr,hparam,P15HGR,2026-03-09T08:04:39.391445,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P15HGR/ML1/FMoEHGR/20260309_065040_923_hparam_P15HGR_layout24_C06_L5A_R0_serial_per_group.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.087900,fmoe_hgr,hparam,P1HGR,2026-03-09T05:39:12.683903,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P1HGR/ML1/FMoEHGR/20260309_041811_515_hparam_P1HGR_joint32_C00_A0_R0_serial_per_group.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.087900,fmoe_hgr,hparam,P15HGR,2026-03-09T09:12:04.727740,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P15HGR/ML1/FMoEHGR/20260309_080107_672_hparam_P15HGR_layout24_C19_L10A_R1_serial_per_group.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.087800,fmoe_hgr,hparam,P15HGR,2026-03-09T08:24:53.515383,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P15HGR/ML1/FMoEHGR/20260309_065040_924_hparam_P15HGR_layout24_C00_L0A_R0_serial_per_group.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.087800,fmoe_hgr,hparam,P15HGR,2026-03-09T09:18:22.200329,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P15HGR/ML1/FMoEHGR/20260309_080440_906_hparam_P15HGR_layout24_C07_L5A_R1_serial_per_group.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.087700,fmoe_hgr,hparam,P15HGR,2026-03-09T09:59:35.715258,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P15HGR/ML1/FMoEHGR/20260309_082454_994_hparam_P15HGR_layout24_C01_L0A_R1_serial_per_group.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.087500,fmoe_hgr,hparam,P15HGR,2026-03-09T11:47:43.809367,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P15HGR/ML1/FMoEHGR/20260309_103446_390_hparam_P15HGR_layout24_C09_L11A_R0_serial_per_group.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.087000,fmoe_hgr,hparam,P1HGR,2026-03-09T06:26:35.195259,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P1HGR/ML1/FMoEHGR/20260309_052542_844_hparam_P1HGR_joint32_C09_A2_R1_serial_per_group.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.086600,fmoe_hgr,hparam,P1HGR,2026-03-08T22:00:31.994176,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P1HGR/ML1/FMoEHGR/20260308_204535_349_hparam_P1HGR_widewide_C43_parallel_hybrid.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.086500,fmoe_hgr,hparam,P1HGR,2026-03-08T22:07:07.538465,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P1HGR/ML1/FMoEHGR/20260308_205135_657_hparam_P1HGR_widewide_C23_parallel_hybrid.log,0,0,,
movielens1m,movielens1m,FeaturedMoE_HGR,mrr@20,0.086500,fmoe_hgr,hparam,P1HGR,2026-03-09T03:24:25.596884,log_fallback,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_hgr/hparam/P1HGR/ML1/FMoEHGR/20260309_020839_183_hparam_P1HGR_widewide_C47_parallel_hybrid.log,0,0,,
