early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_memory_js,macro_1.route_consistency_feature_group_knn_memory_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0611,ok,0.0887,0.0593,1
True,19,1.0,1.0,0.0,0.2698836511382189,0.0,2.1418059058834453,0.4250502586364746,0.28288590908050537,0.0,0.17865183640209592,1.074364912491102,2.907212139538148,0.7299062238866021,4.481104115479115,8.388970822988094,4.481104115479115,0.0,1.0,0.0029723308617733055,0.9970343263798115,0.004810056756696771,0.9952014930404908,0.004106935828623146,0.9959014860989436,0.0006988289380314374,0.9993014151860405,0.0007397880224635271,0.9992609530079504,0.0013047634107051832,0.998696087422988,0.0,0.0,6.119400508463008,4.481104115479115,0.5313360774968277,0.1635,ok,0.1743,0.1649,2
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0476,ok,0.0518,0.0461,3
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1598,ok,0.174,0.1602,4
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1565,ok,0.1729,0.1543,5
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0954,ok,0.1342,0.0919,6
True,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0472,ok,0.0513,0.0466,7
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1564,ok,0.1718,0.1582,8
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0484,ok,0.0537,0.0472,9
True,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1619,ok,0.1743,0.1638,10
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1364,ok,0.1667,0.1336,11
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1594,ok,0.1738,0.1622,12
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0615,ok,0.0895,0.0595,13
True,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1615,ok,0.1746,0.1642,14
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1373,ok,0.1669,0.1355,15
True,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1623,ok,0.1738,0.1646,16
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0611,ok,0.0846,0.0571,17
True,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1613,ok,0.1754,0.1642,18
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1604,ok,0.1735,0.1627,19
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0819,ok,0.1192,0.0795,20
