best_mrr20,epoch,epoch_time_sec,eval,lr,patience_used,train_loss,trial,valid_mrr20
0.3132,1,49.38081622123718,1,0.00056966,0,2148.9659242630005,1,0.3132
0.3609,3,48.26622271537781,1,0.00056966,0,1137.1674404144287,1,0.3609
0.3712,6,48.297823429107666,1,0.00056966,0,797.5069606304169,1,0.3712
0.3712,10,47.14935064315796,1,0.00056966,4,635.6003005504608,1,0.3577
0.3712,16,49.84418964385986,1,0.00056966,10,431.3176101446152,1,0.3278
