early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
False,40,0.0532,ok,0.0802,0.0336,1
True,24,0.0535,ok,0.0802,0.0347,2
True,33,0.0639,ok,0.1261,0.0529,3
True,33,0.0644,ok,0.1232,0.0512,4
True,29,0.0531,ok,0.0774,0.0336,5
True,24,0.0538,ok,0.0802,0.0347,6
True,29,0.053,ok,0.0774,0.0324,7
False,40,0.0533,ok,0.0774,0.0349,8
False,40,0.0563,ok,0.106,0.0468,9
False,40,0.0636,ok,0.1289,0.0534,10
True,20,0.0624,ok,0.1347,0.0561,11
True,29,0.0531,ok,0.0774,0.0336,12
True,19,0.0618,ok,0.1289,0.0548,13
True,33,0.0642,ok,0.1261,0.0544,14
True,19,0.0535,ok,0.0774,0.0346,15
