early_stopped,epochs_run,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.n_eff,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.stage_delta_norm,macro_1.top1_max_frac,micro_1.condition_norm,micro_1.cv_usage,micro_1.dead_expert_frac,micro_1.entropy_mean,micro_1.expert_similarity_max,micro_1.expert_similarity_mean,micro_1.n_eff,micro_1.route_jitter_adjacent,micro_1.route_jitter_session,micro_1.stage_delta_norm,micro_1.top1_max_frac,mid_1.condition_norm,mid_1.cv_usage,mid_1.dead_expert_frac,mid_1.entropy_mean,mid_1.expert_similarity_max,mid_1.expert_similarity_mean,mid_1.n_eff,mid_1.route_jitter_adjacent,mid_1.route_jitter_session,mid_1.stage_delta_norm,mid_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0798,ok,0.187,0.1609,1
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0503,ok,0.1143,0.0872,2
True,38,0.0,0.13480141642076773,0.0,2.2204777474483577,0.2793905436992645,-0.001123323105275631,11.785833157125325,0.0,0.0,2.717711457893835,0.21967169835804434,0.0,0.4685522625281732,0.0,1.9796687748340482,0.5898878574371338,-0.020266978070139885,9.839764111451768,0.664626141378088,0.4783894205608385,3.1934880107523336,0.19264956920757012,0.0,0.2765987260223954,0.0,2.063044311017368,0.43312567472457886,-0.03690820559859276,11.147163907360532,0.0,0.0,3.766628117830679,0.22069638250698598,0.0806,ok,0.1895,0.1614,3
True,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0804,ok,0.1889,0.1612,4
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0797,ok,0.1859,0.1608,5
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0796,ok,0.1853,0.1598,6
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0513,ok,0.117,0.0907,7
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.079,ok,0.1862,0.1589,8
True,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0799,ok,0.1867,0.1613,9
True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0802,ok,0.1873,0.1612,10
True,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0798,ok,0.1859,0.1601,11
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0794,ok,0.1856,0.1604,12
True,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0799,ok,0.1871,0.16,13
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,ok,0.1861,0.1604,14
True,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0801,ok,0.1875,0.1612,15
True,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,ok,0.1877,0.1609,16
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0796,ok,0.1849,0.1598,17
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0793,ok,0.1854,0.1603,18
True,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0803,ok,0.1885,0.1602,19
True,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0799,ok,0.1868,0.1613,20
