early_stopped,epochs_run,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.n_eff,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
False,100,,,,,,,,,,,,,,,,,0.3937,ok,0.4499,0.3727,1
True,99,,,,,,,,,,,,,,,,,0.3978,ok,0.4499,0.3763,2
True,76,,,,,,,,,,,,,,,,,0.3977,ok,0.4464,0.3767,3
True,40,0.0,0.078154494982422,0.0,1.2540643813240853,0.12170594185590744,-0.19630248844623566,0.0,0.07815450482924544,1.2540643813240853,3.975715202453883,0.43008648832751795,3.975715202453883,0.0,0.0,9.917436624016732,0.43008648832751795,0.4001,ok,0.4453,0.3794,4
