early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,17,0.2227,ok,0.2792,0.2257,1
True,17,0.2294,ok,0.2875,0.231,2
True,21,0.2337,ok,0.2875,0.2366,3
True,53,0.2377,ok,0.2917,0.2388,4
True,92,0.2379,ok,0.292,0.2401,5
True,17,0.2238,ok,0.279,0.2257,6
True,17,0.2208,ok,0.2813,0.2252,7
True,31,0.2363,ok,0.293,0.2374,8
True,18,0.2329,ok,0.2904,0.2325,9
True,39,0.2369,ok,0.292,0.2378,10
False,100,0.229,ok,0.2946,0.2339,11
True,17,0.23,ok,0.2845,0.2306,12
True,60,0.2382,ok,0.293,0.2389,13
True,17,0.2225,ok,0.2697,0.2246,14
True,17,0.2218,ok,0.2821,0.2256,15
True,27,0.237,ok,0.2941,0.2374,16
True,20,0.2326,ok,0.2901,0.236,17
True,31,0.2364,ok,0.2938,0.2364,18
True,17,0.2315,ok,0.2859,0.232,19
True,18,0.2264,ok,0.2779,0.2255,20
