early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
False,100,0.2664,ok,0.3311,0.269,1
False,100,0.2319,ok,0.2984,0.2283,2
False,100,0.2135,ok,0.2876,0.2108,3
False,100,0.2398,ok,0.3066,0.24,4
False,100,0.245,ok,0.3114,0.2488,5
False,100,0.2655,ok,0.3287,0.2668,6
False,100,0.2601,ok,0.3246,0.2605,7
False,100,0.2001,ok,0.274,0.1977,8
False,100,0.2612,ok,0.3249,0.2658,9
False,100,0.2326,ok,0.3039,0.2304,10
