avg_epoch_time_sec,early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_exposure_js,macro_1.route_consistency_feature_group_knn_exposure_score,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_memory_js,macro_1.route_consistency_feature_group_knn_memory_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_eval_targets_per_sec,test_eval_time_sec,test_hr@10,test_mrr@20,trial
7.091864404678344,True,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1995,ok,15394.91596345027,0.23131012916564941,0.3149,0.1639,1
6.546406462788582,True,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2019,ok,16004.55680652873,0.22249913215637207,0.3153,0.1624,2
14.689201885799193,True,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2002,ok,18545.317509629065,0.1920161247253418,0.3118,0.1646,3
18.272142473856608,True,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.198,ok,15663.518295880229,0.22734355926513672,0.3145,0.1675,4
16.168453716096423,True,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2016,ok,16527.29690874969,0.21546173095703125,0.3145,0.1644,5
19.297199487686157,True,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,ok,16555.875887876988,0.2150897979736328,0.3225,0.1661,6
17.316056175231935,True,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2026,ok,15549.04654745942,0.2290172576904297,0.3141,0.1649,7
20.64701839855739,True,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2013,ok,15461.755382814126,0.23031020164489746,0.3157,0.1655,8
17.302444789720617,True,69,1.0,1.0,0.0,0.3631517310666637,0.0,2.3505899359700324,0.36679545044898987,0.14667248725891113,0.0,0.36189195181146006,1.2737467008368542,3.5368000498354157,0.7778552138688039,4.072910301884838,10.601838536210607,4.072910301884838,0.009878408773865236,0.9901702224413441,0.028425383653406345,0.9719748166502202,0.023402238280626333,0.9768994656803058,0.02707992591636677,0.9732834478440591,0.028225234778866983,0.9721693757855999,0.004907693365139712,0.9951043296854203,0.0035136482541780383,0.9964970746100067,0.0076650381417473325,0.9923642633496307,0.0,0.0,7.677717222452361,4.072910301884838,0.4624096175625054,0.203,ok,16877.02790894761,0.2109968662261963,0.3169,0.1667,9
18.200352201461794,True,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2013,ok,17894.41867854203,0.19900059700012207,0.3193,0.1672,10
18.307994407766007,True,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2004,ok,16154.795894218809,0.2204298973083496,0.3145,0.1666,11
18.198240423202513,True,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2007,ok,16320.96237393964,0.2181856632232666,0.3145,0.166,12
