early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_memory_js,macro_1.route_consistency_feature_group_knn_memory_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2293,ok,0.2965,0.235,1
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2291,ok,0.2829,0.2332,2
True,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2149,ok,0.2577,0.2168,3
True,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.215,ok,0.2694,0.2183,4
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2139,ok,0.2633,0.2138,5
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.229,ok,0.2845,0.2335,6
True,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2317,ok,0.2938,0.2375,7
True,35,1.0,1.0,0.0,0.16464793559426116,0.0,2.1241522881830117,0.39824098348617554,0.23012715578079224,0.0,0.06455340801965306,1.061105865452902,2.9875508150440133,0.44399251081412616,5.354032686686154,8.762459998810499,5.354032686686154,0.0,1.0,0.011222550102137243,0.988878854686917,0.02160883367996155,0.9786229645346303,0.012058816626450182,0.9880135995261211,0.0025620877410134453,0.997441191604528,0.002503565599798195,0.9975005740033284,0.005070442282833573,0.9949423907108254,0.0,0.0,7.70807616927983,5.354032686686154,0.4252480254804485,0.2336,ok,0.288,0.2388,8
True,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2329,ok,0.2904,0.2376,9
True,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2329,ok,0.2899,0.2375,10
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2288,ok,0.2869,0.2345,11
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2289,ok,0.2843,0.2338,12
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.218,ok,0.279,0.2184,13
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2129,ok,0.2635,0.2136,14
True,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2326,ok,0.2861,0.2381,15
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.226,ok,0.2856,0.2271,16
True,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2271,ok,0.2829,0.229,17
False,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2333,ok,0.2909,0.238,18
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2148,ok,0.2689,0.2178,19
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2166,ok,0.2779,0.2238,20
