global_best_valid_mrr20,run_best_valid_mrr20,run_phase,exp_brief,stage,trigger,dataset,seed_id,gpu_id,status,test_mrr20,n_completed,interrupted,special_ok,diag_ok,result_path,timestamp_utc,architecture_id,architecture_name,tuning_stage,family_id,family_group,variant_id,capacity_anchor,search_algo,setting_tier,setting_id,setting_key,setting_group,setting_detail,base_dataset,base_rank,base_key,base_run_phase,base_result_json,base_source,base_test_mrr20,base_valid_mrr20,base_setting_id,base_capacity_anchor,source_feature_mode,runtime_feature_mode,runtime_eval_mode,lr_mode,queue_stage_order
0.067600,0.067600,P4A_BEAUTY_B01_B25_LR_H8_SEEN_ANCHOR_RC_01_S4,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,trial_new_best,beauty,4,0,running,0.043200,,,,,,2026-04-17T01:55:30.323333Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,B01_B25_lr_h8_seen_anchor__RC-01,routing_control,RC-01,H8,random,essential,RC-01,SHARED_FFN,routing_control,Dense FFN only without routing or feature injection.,beauty,1,beauty:B25_lr_h8_seen_anchor,P4XD_XD_BEAUTY_B25_LR_H8_SEEN_ANCHOR_S1,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4xd_xd_beauty_b25_lr_h8_seen_anchor_s1_20260416_030201_046233_pid244350.json,command_log,0.0822,0.0865,B25_lr_h8_seen_anchor,H8,full_v3,full_v4,session_fixed,band9,
0.094500,0.094500,P4A_BEAUTY_B01_B25_LR_H8_SEEN_ANCHOR_RC_03_S3,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,trial_new_best,beauty,3,6,running,0.081900,,,,,,2026-04-17T01:55:36.332115Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,B01_B25_lr_h8_seen_anchor__RC-03,routing_control,RC-03,H8,random,essential,RC-03,ROUTER_SOURCE_BOTH,routing_control,Use hidden plus behavior routing at every stage.,beauty,1,beauty:B25_lr_h8_seen_anchor,P4XD_XD_BEAUTY_B25_LR_H8_SEEN_ANCHOR_S1,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4xd_xd_beauty_b25_lr_h8_seen_anchor_s1_20260416_030201_046233_pid244350.json,command_log,0.0822,0.0865,B25_lr_h8_seen_anchor,H8,full_v3,full_v4,session_fixed,band9,
0.095100,0.095100,P4A_BEAUTY_B01_B25_LR_H8_SEEN_ANCHOR_RC_03_S4,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,trial_new_best,beauty,4,7,running,0.080200,,,,,,2026-04-17T01:56:21.392232Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,B01_B25_lr_h8_seen_anchor__RC-03,routing_control,RC-03,H8,random,essential,RC-03,ROUTER_SOURCE_BOTH,routing_control,Use hidden plus behavior routing at every stage.,beauty,1,beauty:B25_lr_h8_seen_anchor,P4XD_XD_BEAUTY_B25_LR_H8_SEEN_ANCHOR_S1,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4xd_xd_beauty_b25_lr_h8_seen_anchor_s1_20260416_030201_046233_pid244350.json,command_log,0.0822,0.0865,B25_lr_h8_seen_anchor,H8,full_v3,full_v4,session_fixed,band9,
0.095500,0.095500,P4A_BEAUTY_B01_B25_LR_H8_SEEN_ANCHOR_RC_02_S4,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,trial_new_best,beauty,4,2,running,0.080300,,,,,,2026-04-17T01:56:30.403605Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,B01_B25_lr_h8_seen_anchor__RC-02,routing_control,RC-02,H8,random,essential,RC-02,ROUTER_SOURCE_HIDDEN,routing_control,Use hidden-state-only routing at every stage.,beauty,1,beauty:B25_lr_h8_seen_anchor,P4XD_XD_BEAUTY_B25_LR_H8_SEEN_ANCHOR_S1,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4xd_xd_beauty_b25_lr_h8_seen_anchor_s1_20260416_030201_046233_pid244350.json,command_log,0.0822,0.0865,B25_lr_h8_seen_anchor,H8,full_v3,full_v4,session_fixed,band9,
0.095500,0.075900,P4A_BEAUTY_B01_B25_LR_H8_SEEN_ANCHOR_RC_01_S4,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,run_complete,beauty,4,0,run_complete,0.043700,9,False,True,True,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4a_beauty_b01_b25_lr_h8_seen_anchor_rc_01_s4_20260417_015500_967141_pid1422413.json,2026-04-17T01:58:29.982367Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,B01_B25_lr_h8_seen_anchor__RC-01,routing_control,RC-01,H8,random,essential,RC-01,SHARED_FFN,routing_control,Dense FFN only without routing or feature injection.,beauty,1,beauty:B25_lr_h8_seen_anchor,P4XD_XD_BEAUTY_B25_LR_H8_SEEN_ANCHOR_S1,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4xd_xd_beauty_b25_lr_h8_seen_anchor_s1_20260416_030201_046233_pid244350.json,command_log,0.0822,0.0865,B25_lr_h8_seen_anchor,H8,full_v3,full_v4,session_fixed,band9,
0.095500,0.095500,P4A_BEAUTY_B01_B25_LR_H8_SEEN_ANCHOR_RC_03_S3,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,run_complete,beauty,3,6,run_complete,0.080300,9,False,True,True,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4a_beauty_b01_b25_lr_h8_seen_anchor_rc_03_s3_20260417_015500_870942_pid1422419.json,2026-04-17T02:00:38.567539Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,B01_B25_lr_h8_seen_anchor__RC-03,routing_control,RC-03,H8,random,essential,RC-03,ROUTER_SOURCE_BOTH,routing_control,Use hidden plus behavior routing at every stage.,beauty,1,beauty:B25_lr_h8_seen_anchor,P4XD_XD_BEAUTY_B25_LR_H8_SEEN_ANCHOR_S1,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4xd_xd_beauty_b25_lr_h8_seen_anchor_s1_20260416_030201_046233_pid244350.json,command_log,0.0822,0.0865,B25_lr_h8_seen_anchor,H8,full_v3,full_v4,session_fixed,band9,
0.095500,0.095500,P4A_BEAUTY_B01_B25_LR_H8_SEEN_ANCHOR_RC_03_S4,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,run_complete,beauty,4,7,run_complete,0.080300,9,False,True,True,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4a_beauty_b01_b25_lr_h8_seen_anchor_rc_03_s4_20260417_015501_018593_pid1422420.json,2026-04-17T02:00:39.703246Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,B01_B25_lr_h8_seen_anchor__RC-03,routing_control,RC-03,H8,random,essential,RC-03,ROUTER_SOURCE_BOTH,routing_control,Use hidden plus behavior routing at every stage.,beauty,1,beauty:B25_lr_h8_seen_anchor,P4XD_XD_BEAUTY_B25_LR_H8_SEEN_ANCHOR_S1,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4xd_xd_beauty_b25_lr_h8_seen_anchor_s1_20260416_030201_046233_pid244350.json,command_log,0.0822,0.0865,B25_lr_h8_seen_anchor,H8,full_v3,full_v4,session_fixed,band9,
0.095500,0.095500,P4A_BEAUTY_B01_B25_LR_H8_SEEN_ANCHOR_RC_03_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,run_complete,beauty,1,4,run_complete,0.080300,9,False,True,True,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4a_beauty_b01_b25_lr_h8_seen_anchor_rc_03_s1_20260417_015500_914536_pid1422417.json,2026-04-17T02:00:43.847365Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,B01_B25_lr_h8_seen_anchor__RC-03,routing_control,RC-03,H8,random,essential,RC-03,ROUTER_SOURCE_BOTH,routing_control,Use hidden plus behavior routing at every stage.,beauty,1,beauty:B25_lr_h8_seen_anchor,P4XD_XD_BEAUTY_B25_LR_H8_SEEN_ANCHOR_S1,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4xd_xd_beauty_b25_lr_h8_seen_anchor_s1_20260416_030201_046233_pid244350.json,command_log,0.0822,0.0865,B25_lr_h8_seen_anchor,H8,full_v3,full_v4,session_fixed,band9,
0.095500,0.095500,P4A_BEAUTY_B01_B25_LR_H8_SEEN_ANCHOR_RC_03_S2,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,run_complete,beauty,2,5,run_complete,0.080300,9,False,True,True,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4a_beauty_b01_b25_lr_h8_seen_anchor_rc_03_s2_20260417_015500_951363_pid1422418.json,2026-04-17T02:00:44.992482Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,B01_B25_lr_h8_seen_anchor__RC-03,routing_control,RC-03,H8,random,essential,RC-03,ROUTER_SOURCE_BOTH,routing_control,Use hidden plus behavior routing at every stage.,beauty,1,beauty:B25_lr_h8_seen_anchor,P4XD_XD_BEAUTY_B25_LR_H8_SEEN_ANCHOR_S1,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4xd_xd_beauty_b25_lr_h8_seen_anchor_s1_20260416_030201_046233_pid244350.json,command_log,0.0822,0.0865,B25_lr_h8_seen_anchor,H8,full_v3,full_v4,session_fixed,band9,
0.095500,0.095500,P4A_BEAUTY_B01_B25_LR_H8_SEEN_ANCHOR_RC_02_S4,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,run_complete,beauty,4,2,run_complete,0.080300,8,False,True,True,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4a_beauty_b01_b25_lr_h8_seen_anchor_rc_02_s4_20260417_015500_856701_pid1422415.json,2026-04-17T02:01:04.193262Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,B01_B25_lr_h8_seen_anchor__RC-02,routing_control,RC-02,H8,random,essential,RC-02,ROUTER_SOURCE_HIDDEN,routing_control,Use hidden-state-only routing at every stage.,beauty,1,beauty:B25_lr_h8_seen_anchor,P4XD_XD_BEAUTY_B25_LR_H8_SEEN_ANCHOR_S1,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4xd_xd_beauty_b25_lr_h8_seen_anchor_s1_20260416_030201_046233_pid244350.json,command_log,0.0822,0.0865,B25_lr_h8_seen_anchor,H8,full_v3,full_v4,session_fixed,band9,
