early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0246,ok,0.0175,0.0029,1
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0526,ok,0.0439,0.0274,2
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0503,ok,0.0614,0.0395,3
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0502,ok,0.0614,0.0395,4
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0277,ok,0.0263,0.0113,5
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,ok,0.0263,0.0105,6
True,27,1.0,1.0,0.0,0.0468769208527529,0.0,1.7902444132693527,0.10657495260238647,-0.02567685768008232,0.0,0.01262343353426396,0.6929419812817259,1.9996812851574117,1.0,2.886542018113938,5.986844064382099,2.886542018113938,0.0,1.0,0.0,1.0,0.0,1.0,1.569653951884371e-05,0.9999843035836712,1.7145131941291347e-05,0.9999828550462091,3.352202887160588e-05,0.9999664785329854,0.0,0.0,7.429465396847345,2.886542018113938,0.9553299492385787,0.0618,ok,0.0702,0.0439,7
True,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0406,ok,0.0439,0.0239,8
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0502,ok,0.0614,0.0395,9
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0469,ok,0.0614,0.0295,10
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0468,ok,0.0614,0.0325,11
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0244,ok,0.0175,0.0038,12
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0503,ok,0.0614,0.0402,13
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0486,ok,0.0614,0.0332,14
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0507,ok,0.0439,0.0275,15
True,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0289,ok,0.0175,0.0073,16
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0469,ok,0.0614,0.0236,17
True,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0606,ok,0.0614,0.0384,18
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0501,ok,0.0614,0.039,19
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0487,ok,0.0614,0.0332,20
