global_best_valid_mrr20,run_best_valid_mrr20,run_phase,exp_brief,stage,trigger,dataset,seed_id,gpu_id,status,test_mrr20,n_completed,interrupted,special_ok,diag_ok,result_path,timestamp_utc,phase_id,axis_id,axis_desc,setting_id,setting_key,setting_desc,setting_group,setting_detail,run_id
0.172400,0.170600,P17AS_13_S3,ABLS-13_FEATURE_DROP_CATEGORY | Drop category-derived features,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,3,1,run_complete,0.168600,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_13_s3_20260414_043329_247992_pid913990.json,2026-04-14T04:54:15.985132Z,P17AS,AS,kuairec_a12_ablation12_specify,13,ABLS-13_FEATURE_DROP_CATEGORY,FEATURE_DROP_CATEGORY,feature_drop,Drop category-derived features,13_S3
0.172400,0.171300,P17AS_14_S3,ABLS-14_FEATURE_DROP_TIMESTAMP | Drop timestamp-derived features,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,3,7,run_complete,0.168800,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_14_s3_20260414_043544_873277_pid914639.json,2026-04-14T04:56:41.318869Z,P17AS,AS,kuairec_a12_ablation12_specify,14,ABLS-14_FEATURE_DROP_TIMESTAMP,FEATURE_DROP_TIMESTAMP,feature_drop,Drop timestamp-derived features,14_S3
0.172400,0.171200,P17AS_14_S1,ABLS-14_FEATURE_DROP_TIMESTAMP | Drop timestamp-derived features,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,1,5,run_complete,0.169000,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_14_s1_20260414_043500_563189_pid914394.json,2026-04-14T04:57:09.505248Z,P17AS,AS,kuairec_a12_ablation12_specify,14,ABLS-14_FEATURE_DROP_TIMESTAMP,FEATURE_DROP_TIMESTAMP,feature_drop,Drop timestamp-derived features,14_S1
0.172400,0.171200,P17AS_14_S2,ABLS-14_FEATURE_DROP_TIMESTAMP | Drop timestamp-derived features,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,2,0,run_complete,0.169100,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_14_s2_20260414_043513_725216_pid914482.json,2026-04-14T04:58:52.767367Z,P17AS,AS,kuairec_a12_ablation12_specify,14,ABLS-14_FEATURE_DROP_TIMESTAMP,FEATURE_DROP_TIMESTAMP,feature_drop,Drop timestamp-derived features,14_S2
0.172400,0.171500,P17AS_15_S1,ABLS-15_FEATURE_DROP_CATEGORY_TIMESTAMP | Drop category + timestamp-derived features,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,1,4,run_complete,0.169700,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_15_s1_20260414_044628_811335_pid915934.json,2026-04-14T05:02:57.207961Z,P17AS,AS,kuairec_a12_ablation12_specify,15,ABLS-15_FEATURE_DROP_CATEGORY_TIMESTAMP,FEATURE_DROP_CATEGORY_TIMESTAMP,feature_drop,Drop category + timestamp-derived features,15_S1
0.172400,0.171500,P17AS_15_S2,ABLS-15_FEATURE_DROP_CATEGORY_TIMESTAMP | Drop category + timestamp-derived features,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,2,6,run_complete,0.169700,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_15_s2_20260414_045024_268862_pid916300.json,2026-04-14T05:07:22.717783Z,P17AS,AS,kuairec_a12_ablation12_specify,15,ABLS-15_FEATURE_DROP_CATEGORY_TIMESTAMP,FEATURE_DROP_CATEGORY_TIMESTAMP,feature_drop,Drop category + timestamp-derived features,15_S2
0.172400,0.171100,P17AS_15_S3,ABLS-15_FEATURE_DROP_CATEGORY_TIMESTAMP | Drop category + timestamp-derived features,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,3,1,run_complete,0.169300,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_15_s3_20260414_045422_636616_pid916664.json,2026-04-14T05:08:44.978166Z,P17AS,AS,kuairec_a12_ablation12_specify,15,ABLS-15_FEATURE_DROP_CATEGORY_TIMESTAMP,FEATURE_DROP_CATEGORY_TIMESTAMP,feature_drop,Drop category + timestamp-derived features,15_S3
0.172400,0.170900,P17AS_16_S1,ABLS-16_FEATURE_ONLY_CATEGORY | Use category-focused family only (Focus),wide,run_complete,KuaiRecLargeStrictPosV2_0.2,1,7,run_complete,0.168900,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_16_s1_20260414_045647_936999_pid916869.json,2026-04-14T05:12:16.407984Z,P17AS,AS,kuairec_a12_ablation12_specify,16,ABLS-16_FEATURE_ONLY_CATEGORY,FEATURE_ONLY_CATEGORY,feature_drop,Use category-focused family only (Focus),16_S1
0.172400,0.170900,P17AS_16_S3,ABLS-16_FEATURE_ONLY_CATEGORY | Use category-focused family only (Focus),wide,run_complete,KuaiRecLargeStrictPosV2_0.2,3,0,run_complete,0.168400,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_16_s3_20260414_045859_460759_pid917206.json,2026-04-14T05:12:17.537770Z,P17AS,AS,kuairec_a12_ablation12_specify,16,ABLS-16_FEATURE_ONLY_CATEGORY,FEATURE_ONLY_CATEGORY,feature_drop,Use category-focused family only (Focus),16_S3
0.172400,0.170900,P17AS_16_S2,ABLS-16_FEATURE_ONLY_CATEGORY | Use category-focused family only (Focus),wide,run_complete,KuaiRecLargeStrictPosV2_0.2,2,5,run_complete,0.168900,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_16_s2_20260414_045716_175742_pid916936.json,2026-04-14T05:15:27.918094Z,P17AS,AS,kuairec_a12_ablation12_specify,16,ABLS-16_FEATURE_ONLY_CATEGORY,FEATURE_ONLY_CATEGORY,feature_drop,Use category-focused family only (Focus),16_S2
0.172400,0.168600,P17AS_17_S1,ABLS-17_FEATURE_ONLY_TIME | Use time-focused family only (Tempo),wide,run_complete,KuaiRecLargeStrictPosV2_0.2,1,4,run_complete,0.167300,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_17_s1_20260414_050303_978428_pid918690.json,2026-04-14T05:18:26.276254Z,P17AS,AS,kuairec_a12_ablation12_specify,17,ABLS-17_FEATURE_ONLY_TIME,FEATURE_ONLY_TIME,feature_drop,Use time-focused family only (Tempo),17_S1
0.172400,0.169000,P17AS_17_S2,ABLS-17_FEATURE_ONLY_TIME | Use time-focused family only (Tempo),wide,run_complete,KuaiRecLargeStrictPosV2_0.2,2,6,run_complete,0.167700,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_17_s2_20260414_050729_426867_pid919942.json,2026-04-14T05:22:24.731714Z,P17AS,AS,kuairec_a12_ablation12_specify,17,ABLS-17_FEATURE_ONLY_TIME,FEATURE_ONLY_TIME,feature_drop,Use time-focused family only (Tempo),17_S2
0.172400,0.169600,P17AS_18_S1,ABLS-18_FEATURE_ONLY_CATEGORY_TIME | Use Focus+Tempo only,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,1,0,run_complete,0.168400,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_18_s1_20260414_051224_280808_pid920717.json,2026-04-14T05:24:35.038375Z,P17AS,AS,kuairec_a12_ablation12_specify,18,ABLS-18_FEATURE_ONLY_CATEGORY_TIME,FEATURE_ONLY_CATEGORY_TIME,feature_drop,Use Focus+Tempo only,18_S1
0.172400,0.168900,P17AS_17_S3,ABLS-17_FEATURE_ONLY_TIME | Use time-focused family only (Tempo),wide,run_complete,KuaiRecLargeStrictPosV2_0.2,3,1,run_complete,0.167300,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_17_s3_20260414_050851_776962_pid920316.json,2026-04-14T05:24:54.274808Z,P17AS,AS,kuairec_a12_ablation12_specify,17,ABLS-17_FEATURE_ONLY_TIME,FEATURE_ONLY_TIME,feature_drop,Use time-focused family only (Tempo),17_S3
0.172400,0.169600,P17AS_18_S2,ABLS-18_FEATURE_ONLY_CATEGORY_TIME | Use Focus+Tempo only,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,2,7,run_complete,0.168400,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_18_s2_20260414_051224_238611_pid920718.json,2026-04-14T05:26:22.505034Z,P17AS,AS,kuairec_a12_ablation12_specify,18,ABLS-18_FEATURE_ONLY_CATEGORY_TIME,FEATURE_ONLY_CATEGORY_TIME,feature_drop,Use Focus+Tempo only,18_S2
0.172400,0.169600,P17AS_18_S3,ABLS-18_FEATURE_ONLY_CATEGORY_TIME | Use Focus+Tempo only,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,3,5,run_complete,0.168400,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_18_s3_20260414_051534_572370_pid922433.json,2026-04-14T05:27:38.737586Z,P17AS,AS,kuairec_a12_ablation12_specify,18,ABLS-18_FEATURE_ONLY_CATEGORY_TIME,FEATURE_ONLY_CATEGORY_TIME,feature_drop,Use Focus+Tempo only,18_S3
0.172400,0.170600,P17AS_19_S1,ABLS-19_FEATURE_ONLY_MEMORY | Use Memory only,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,1,4,run_complete,0.169100,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_19_s1_20260414_051832_961801_pid922923.json,2026-04-14T05:34:34.396745Z,P17AS,AS,kuairec_a12_ablation12_specify,19,ABLS-19_FEATURE_ONLY_MEMORY,FEATURE_ONLY_MEMORY,feature_drop,Use Memory only,19_S1
0.172400,0.164900,P17AS_20_S2,ABLS-20_FEATURE_ONLY_EXPOSURE | Use Exposure only,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,2,7,run_complete,0.164400,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_20_s2_20260414_052629_149159_pid925122.json,2026-04-14T05:35:05.590242Z,P17AS,AS,kuairec_a12_ablation12_specify,20,ABLS-20_FEATURE_ONLY_EXPOSURE,FEATURE_ONLY_EXPOSURE,feature_drop,Use Exposure only,20_S2
0.172400,0.164700,P17AS_20_S1,ABLS-20_FEATURE_ONLY_EXPOSURE | Use Exposure only,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,1,1,run_complete,0.164100,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_20_s1_20260414_052500_951536_pid924652.json,2026-04-14T05:35:12.754358Z,P17AS,AS,kuairec_a12_ablation12_specify,20,ABLS-20_FEATURE_ONLY_EXPOSURE,FEATURE_ONLY_EXPOSURE,feature_drop,Use Exposure only,20_S1
0.172400,0.164900,P17AS_20_S3,ABLS-20_FEATURE_ONLY_EXPOSURE | Use Exposure only,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,3,5,run_complete,0.164600,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_20_s3_20260414_052745_457006_pid925470.json,2026-04-14T05:36:34.996988Z,P17AS,AS,kuairec_a12_ablation12_specify,20,ABLS-20_FEATURE_ONLY_EXPOSURE,FEATURE_ONLY_EXPOSURE,feature_drop,Use Exposure only,20_S3
0.172400,0.170500,P17AS_19_S3,ABLS-19_FEATURE_ONLY_MEMORY | Use Memory only,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,3,0,run_complete,0.168700,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_19_s3_20260414_052441_836930_pid924528.json,2026-04-14T05:41:12.495368Z,P17AS,AS,kuairec_a12_ablation12_specify,19,ABLS-19_FEATURE_ONLY_MEMORY,FEATURE_ONLY_MEMORY,feature_drop,Use Memory only,19_S3
0.172400,0.170500,P17AS_19_S2,ABLS-19_FEATURE_ONLY_MEMORY | Use Memory only,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,2,6,run_complete,0.168800,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_19_s2_20260414_052231_400475_pid924004.json,2026-04-14T05:41:31.703765Z,P17AS,AS,kuairec_a12_ablation12_specify,19,ABLS-19_FEATURE_ONLY_MEMORY,FEATURE_ONLY_MEMORY,feature_drop,Use Memory only,19_S2
0.172400,0.167800,P17AS_22_S1,ABLS-22_DENSE_GATED_BIAS_MACRO_MID | Dense macro+mid with gated_bias,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,1,5,run_complete,0.166800,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_22_s1_20260414_053641_633947_pid927163.json,2026-04-14T05:43:39.028648Z,P17AS,AS,kuairec_a12_ablation12_specify,22,ABLS-22_DENSE_GATED_BIAS_MACRO_MID,DENSE_GATED_BIAS_MACRO_MID,dense_bias,Dense macro+mid with gated_bias,22_S1
0.172400,0.167900,P17AS_22_S2,ABLS-22_DENSE_GATED_BIAS_MACRO_MID | Dense macro+mid with gated_bias,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,2,0,run_complete,0.167200,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_22_s2_20260414_054119_119771_pid927609.json,2026-04-14T05:48:04.533784Z,P17AS,AS,kuairec_a12_ablation12_specify,22,ABLS-22_DENSE_GATED_BIAS_MACRO_MID,DENSE_GATED_BIAS_MACRO_MID,dense_bias,Dense macro+mid with gated_bias,22_S2
0.172400,0.167000,P17AS_22_S3,ABLS-22_DENSE_GATED_BIAS_MACRO_MID | Dense macro+mid with gated_bias,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,3,6,run_complete,0.166200,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_22_s3_20260414_054138_348252_pid927658.json,2026-04-14T05:48:53.761478Z,P17AS,AS,kuairec_a12_ablation12_specify,22,ABLS-22_DENSE_GATED_BIAS_MACRO_MID,DENSE_GATED_BIAS_MACRO_MID,dense_bias,Dense macro+mid with gated_bias,22_S3
0.172400,0.163300,P17AS_23_S1,ABLS-23_DENSE_GATED_BIAS_FULL | Dense macro+mid+micro with gated_bias,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,1,5,run_complete,0.164000,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_23_s1_20260414_054345_727704_pid927873.json,2026-04-14T05:54:25.317996Z,P17AS,AS,kuairec_a12_ablation12_specify,23,ABLS-23_DENSE_GATED_BIAS_FULL,DENSE_GATED_BIAS_FULL,dense_bias,Dense macro+mid+micro with gated_bias,23_S1
0.172400,0.163700,P17AS_23_S2,ABLS-23_DENSE_GATED_BIAS_FULL | Dense macro+mid+micro with gated_bias,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,2,0,run_complete,0.164000,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_23_s2_20260414_054811_213434_pid928297.json,2026-04-14T05:54:50.552474Z,P17AS,AS,kuairec_a12_ablation12_specify,23,ABLS-23_DENSE_GATED_BIAS_FULL,DENSE_GATED_BIAS_FULL,dense_bias,Dense macro+mid+micro with gated_bias,23_S2
0.172400,0.164000,P17AS_23_S3,ABLS-23_DENSE_GATED_BIAS_FULL | Dense macro+mid+micro with gated_bias,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,3,6,run_complete,0.164700,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_23_s3_20260414_054900_521987_pid928365.json,2026-04-14T05:57:15.913306Z,P17AS,AS,kuairec_a12_ablation12_specify,23,ABLS-23_DENSE_GATED_BIAS_FULL,DENSE_GATED_BIAS_FULL,dense_bias,Dense macro+mid+micro with gated_bias,23_S3
0.172400,0.172000,P17AS_21_S1,ABLS-21_FEATURE_NO_TEMPO | Use all except Tempo,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,1,4,run_complete,0.168600,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_21_s1_20260414_053441_052748_pid926789.json,2026-04-14T05:58:44.217628Z,P17AS,AS,kuairec_a12_ablation12_specify,21,ABLS-21_FEATURE_NO_TEMPO,FEATURE_NO_TEMPO,feature_drop,Use all except Tempo,21_S1
0.172400,0.172000,P17AS_21_S2,ABLS-21_FEATURE_NO_TEMPO | Use all except Tempo,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,2,7,run_complete,0.168600,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_21_s2_20260414_053512_214222_pid926931.json,2026-04-14T05:58:54.423606Z,P17AS,AS,kuairec_a12_ablation12_specify,21,ABLS-21_FEATURE_NO_TEMPO,FEATURE_NO_TEMPO,feature_drop,Use all except Tempo,21_S2
0.172400,0.163700,P17AS_24_S1,ABLS-24_DENSE_GROUP_GATED_MACRO_MID | Dense macro+mid with group_gated_bias,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,1,5,run_complete,0.162100,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_24_s1_20260414_055431_984801_pid929681.json,2026-04-14T06:01:28.798295Z,P17AS,AS,kuairec_a12_ablation12_specify,24,ABLS-24_DENSE_GROUP_GATED_MACRO_MID,DENSE_GROUP_GATED_MACRO_MID,dense_bias,Dense macro+mid with group_gated_bias,24_S1
0.172400,0.164000,P17AS_24_S2,ABLS-24_DENSE_GROUP_GATED_MACRO_MID | Dense macro+mid with group_gated_bias,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,2,0,run_complete,0.161500,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_24_s2_20260414_055457_185532_pid929806.json,2026-04-14T06:02:45.061004Z,P17AS,AS,kuairec_a12_ablation12_specify,24,ABLS-24_DENSE_GROUP_GATED_MACRO_MID,DENSE_GROUP_GATED_MACRO_MID,dense_bias,Dense macro+mid with group_gated_bias,24_S2
0.172400,0.162400,P17AS_24_S3,ABLS-24_DENSE_GROUP_GATED_MACRO_MID | Dense macro+mid with group_gated_bias,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,3,6,run_complete,0.160400,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_24_s3_20260414_055722_745912_pid930575.json,2026-04-14T06:03:31.306996Z,P17AS,AS,kuairec_a12_ablation12_specify,24,ABLS-24_DENSE_GROUP_GATED_MACRO_MID,DENSE_GROUP_GATED_MACRO_MID,dense_bias,Dense macro+mid with group_gated_bias,24_S3
0.172400,0.172100,P17AS_21_S3,ABLS-21_FEATURE_NO_TEMPO | Use all except Tempo,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,3,1,run_complete,0.169800,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_21_s3_20260414_053519_443750_pid926971.json,2026-04-14T06:03:56.534766Z,P17AS,AS,kuairec_a12_ablation12_specify,21,ABLS-21_FEATURE_NO_TEMPO,FEATURE_NO_TEMPO,feature_drop,Use all except Tempo,21_S3
0.172400,0.157700,P17AS_25_S2,ABLS-25_DENSE_GROUP_GATED_FULL | Dense full with group_gated_bias,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,2,7,run_complete,0.158500,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_25_s2_20260414_055901_275312_pid930997.json,2026-04-14T06:07:12.959823Z,P17AS,AS,kuairec_a12_ablation12_specify,25,ABLS-25_DENSE_GROUP_GATED_FULL,DENSE_GROUP_GATED_FULL,dense_bias,Dense full with group_gated_bias,25_S2
0.172400,0.157900,P17AS_25_S1,ABLS-25_DENSE_GROUP_GATED_FULL | Dense full with group_gated_bias,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,1,4,run_complete,0.159300,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_25_s1_20260414_055850_892967_pid930928.json,2026-04-14T06:07:26.168614Z,P17AS,AS,kuairec_a12_ablation12_specify,25,ABLS-25_DENSE_GROUP_GATED_FULL,DENSE_GROUP_GATED_FULL,dense_bias,Dense full with group_gated_bias,25_S1
0.172400,0.157900,P17AS_25_S3,ABLS-25_DENSE_GROUP_GATED_FULL | Dense full with group_gated_bias,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,3,5,run_complete,0.158700,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_25_s3_20260414_060135_658550_pid931786.json,2026-04-14T06:08:57.472173Z,P17AS,AS,kuairec_a12_ablation12_specify,25,ABLS-25_DENSE_GROUP_GATED_FULL,DENSE_GROUP_GATED_FULL,dense_bias,Dense full with group_gated_bias,25_S3
0.172400,0.158600,P17AS_26_S1,ABLS-26_DENSE_NO_INJECTION_FULL | Dense full without feature injection,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,1,0,run_complete,0.159100,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_26_s1_20260414_060251_800570_pid932158.json,2026-04-14T06:10:40.739257Z,P17AS,AS,kuairec_a12_ablation12_specify,26,ABLS-26_DENSE_NO_INJECTION_FULL,DENSE_NO_INJECTION_FULL,dense_bias,Dense full without feature injection,26_S1
0.172400,0.156400,P17AS_26_S2,ABLS-26_DENSE_NO_INJECTION_FULL | Dense full without feature injection,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,2,6,run_complete,0.157400,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_26_s2_20260414_060338_007103_pid932434.json,2026-04-14T06:11:11.957656Z,P17AS,AS,kuairec_a12_ablation12_specify,26,ABLS-26_DENSE_NO_INJECTION_FULL,DENSE_NO_INJECTION_FULL,dense_bias,Dense full without feature injection,26_S2
0.172400,0.156800,P17AS_26_S3,ABLS-26_DENSE_NO_INJECTION_FULL | Dense full without feature injection,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,3,1,run_complete,0.158200,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_26_s3_20260414_060403_235622_pid932562.json,2026-04-14T06:11:31.156664Z,P17AS,AS,kuairec_a12_ablation12_specify,26,ABLS-26_DENSE_NO_INJECTION_FULL,DENSE_NO_INJECTION_FULL,dense_bias,Dense full without feature injection,26_S3
0.172400,0.163200,P17AS_27_S1,ABLS-27_DENSE_NO_INJECTION_MACRO_MID | Dense macro+mid without feature injection,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,1,7,run_complete,0.161200,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_27_s1_20260414_060719_662155_pid933038.json,2026-04-14T06:13:56.521939Z,P17AS,AS,kuairec_a12_ablation12_specify,27,ABLS-27_DENSE_NO_INJECTION_MACRO_MID,DENSE_NO_INJECTION_MACRO_MID,dense_bias,Dense macro+mid without feature injection,27_S1
0.172400,0.162800,P17AS_27_S2,ABLS-27_DENSE_NO_INJECTION_MACRO_MID | Dense macro+mid without feature injection,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,2,4,run_complete,0.161700,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_27_s2_20260414_060732_879059_pid933084.json,2026-04-14T06:14:30.745678Z,P17AS,AS,kuairec_a12_ablation12_specify,27,ABLS-27_DENSE_NO_INJECTION_MACRO_MID,DENSE_NO_INJECTION_MACRO_MID,dense_bias,Dense macro+mid without feature injection,27_S2
0.172400,0.163200,P17AS_27_S3,ABLS-27_DENSE_NO_INJECTION_MACRO_MID | Dense macro+mid without feature injection,wide,run_complete,KuaiRecLargeStrictPosV2_0.2,3,5,run_complete,0.161100,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p17as_27_s3_20260414_060904_140161_pid933226.json,2026-04-14T06:16:23.056448Z,P17AS,AS,kuairec_a12_ablation12_specify,27,ABLS-27_DENSE_NO_INJECTION_MACRO_MID,DENSE_NO_INJECTION_MACRO_MID,dense_bias,Dense macro+mid without feature injection,27_S3
