question,stage,dataset,model,family,panel_family,variant_group,variant_label,variant_order,job_id,parent_job_id,run_phase,setting_key,setting_label,base_rank,base_tag,seed_id,runtime_seed,gpu_id,status,selection_rule,valid_score,test_score,best_valid_mrr20,test_mrr20,checkpoint_file,result_path,base_result_json,log_path,elapsed_sec,error,timestamp_utc
sparse,sparse,beauty,featured_moe_n3,route,sparse,sparse,Dense full mixture,1,SPARSE_BEAUTY_DENSE_GLOBAL_R01_S1,,SPARSE_BEAUTY_DENSE_GLOBAL_R01_S1,dense_global,Dense (k=0),1,beauty_top01_rfmoe,1,960001,dry-run,planned,overall_seen_target,,,,,,,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/beauty/FMoEN3/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/sparse/beauty/featured_moe_n3/route/SPARSE_BEAUTY_DENSE_GLOBAL_R01_S1.log,0.0,,2026-04-19T18:10:44.199821Z
sparse,sparse,beauty,featured_moe_n3,route,sparse,sparse,Flat sparse top-8,3,SPARSE_BEAUTY_GLOBAL_TOP8_R01_S1,,SPARSE_BEAUTY_GLOBAL_TOP8_R01_S1,global_top8,Global Top-8,1,beauty_top01_rfmoe,1,960002,dry-run,planned,overall_seen_target,,,,,,,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/beauty/FMoEN3/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/sparse/beauty/featured_moe_n3/route/SPARSE_BEAUTY_GLOBAL_TOP8_R01_S1.log,0.0,,2026-04-19T18:10:44.200103Z
sparse,sparse,beauty,featured_moe_n3,route,sparse,sparse,Flat sparse top-6,4,SPARSE_BEAUTY_GLOBAL_TOP4_R01_S1,,SPARSE_BEAUTY_GLOBAL_TOP4_R01_S1,global_top4,Global Top-4,1,beauty_top01_rfmoe,1,960003,dry-run,planned,overall_seen_target,,,,,,,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/beauty/FMoEN3/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/sparse/beauty/featured_moe_n3/route/SPARSE_BEAUTY_GLOBAL_TOP4_R01_S1.log,0.0,,2026-04-19T18:10:44.200259Z
sparse,sparse,beauty,featured_moe_n3,route,sparse,sparse,Flat sparse top-2,7,SPARSE_BEAUTY_GLOBAL_TOP2_R01_S1,,SPARSE_BEAUTY_GLOBAL_TOP2_R01_S1,global_top2,Global Top-2,1,beauty_top01_rfmoe,1,960004,dry-run,planned,overall_seen_target,,,,,,,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/beauty/FMoEN3/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/sparse/beauty/featured_moe_n3/route/SPARSE_BEAUTY_GLOBAL_TOP2_R01_S1.log,0.0,,2026-04-19T18:10:44.200412Z
sparse,sparse,beauty,featured_moe_n3,route,sparse,sparse,Dense per group,2,SPARSE_BEAUTY_GROUP_DENSE_R01_S1,,SPARSE_BEAUTY_GROUP_DENSE_R01_S1,group_dense,Dense per Group,1,beauty_top01_rfmoe,1,960005,dry-run,planned,overall_seen_target,,,,,,,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/beauty/FMoEN3/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/sparse/beauty/featured_moe_n3/route/SPARSE_BEAUTY_GROUP_DENSE_R01_S1.log,0.0,,2026-04-19T18:10:44.200547Z
sparse,sparse,beauty,featured_moe_n3,route,sparse,sparse,Top-3gr Top-2ex — main,5,SPARSE_BEAUTY_GROUP_TOP2_R01_S1,,SPARSE_BEAUTY_GROUP_TOP2_R01_S1,group_top2,Group Top-2,1,beauty_top01_rfmoe,1,960006,dry-run,planned,overall_seen_target,,,,,,,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/beauty/FMoEN3/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/sparse/beauty/featured_moe_n3/route/SPARSE_BEAUTY_GROUP_TOP2_R01_S1.log,0.0,,2026-04-19T18:10:44.200677Z
sparse,sparse,beauty,featured_moe_n3,route,sparse,sparse,Top-2gr Top-1ex (2 act.),6,SPARSE_BEAUTY_GROUP_TOP1_R01_S1,,SPARSE_BEAUTY_GROUP_TOP1_R01_S1,group_top1,Group Top-1,1,beauty_top01_rfmoe,1,960007,dry-run,planned,overall_seen_target,,,,,,,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/beauty/FMoEN3/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/sparse/beauty/featured_moe_n3/route/SPARSE_BEAUTY_GROUP_TOP1_R01_S1.log,0.0,,2026-04-19T18:10:44.200817Z
sparse,sparse,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,sparse,sparse,Flat sparse top-8,3,SPARSE_KUAIRECLARGESTRICTPOSV2_0_2_GLOBAL_TOP8_R01_S1,,SPARSE_KUAIRECLARGESTRICTPOSV2_0_2_GLOBAL_TOP8_R01_S1,global_top8,Global Top-8,1,kuaireclargestrictposv2_0_2_top01_rfmoe,1,960002,1,fail,overall_seen_target,0.0,0.0,0.0,0.0,,,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s2_kuaireclargestrictposv2_0_2_featured_moe_n3_r13_20260418_114025_729906_pid130220.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/sparse/kuaireclargestrictposv2_0_2/featured_moe_n3/route/SPARSE_KUAIRECLARGESTRICTPOSV2_0_2_GLOBAL_TOP8_R01_S1.log,5.430867910385132,rc=1 tail=[RUN_STATUS] END status=normal pid=1099191 start=2026-04-20T01:01:58 end=2026-04-20T01:01:58,2026-04-20T01:01:59.542477Z
sparse,sparse,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,sparse,sparse,Dense per group,2,SPARSE_KUAIRECLARGESTRICTPOSV2_0_2_GROUP_DENSE_R01_S1,,SPARSE_KUAIRECLARGESTRICTPOSV2_0_2_GROUP_DENSE_R01_S1,group_dense,Dense per Group,1,kuaireclargestrictposv2_0_2_top01_rfmoe,1,960005,4,fail,overall_seen_target,0.0,0.0,0.0,0.0,,,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s2_kuaireclargestrictposv2_0_2_featured_moe_n3_r13_20260418_114025_729906_pid130220.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/sparse/kuaireclargestrictposv2_0_2/featured_moe_n3/route/SPARSE_KUAIRECLARGESTRICTPOSV2_0_2_GROUP_DENSE_R01_S1.log,5.623317003250122,rc=1 tail=[RUN_STATUS] END status=normal pid=1099192 start=2026-04-20T01:01:58 end=2026-04-20T01:01:58,2026-04-20T01:01:59.742903Z
sparse,sparse,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,sparse,sparse,Dense full mixture,1,SPARSE_KUAIRECLARGESTRICTPOSV2_0_2_DENSE_GLOBAL_R01_S1,,SPARSE_KUAIRECLARGESTRICTPOSV2_0_2_DENSE_GLOBAL_R01_S1,dense_global,Dense (k=0),1,kuaireclargestrictposv2_0_2_top01_rfmoe,1,960001,0,fail,overall_seen_target,0.0,0.0,0.0,0.0,,,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s2_kuaireclargestrictposv2_0_2_featured_moe_n3_r13_20260418_114025_729906_pid130220.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/sparse/kuaireclargestrictposv2_0_2/featured_moe_n3/route/SPARSE_KUAIRECLARGESTRICTPOSV2_0_2_DENSE_GLOBAL_R01_S1.log,5.827086925506592,rc=1 tail=[RUN_STATUS] END status=normal pid=1099186 start=2026-04-20T01:01:58 end=2026-04-20T01:01:58,2026-04-20T01:01:59.932595Z
