early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
False,45,0.0561,ok,0.1175,0.054,1
True,26,0.0549,ok,0.106,0.0386,2
True,15,0.0646,ok,0.0946,0.0391,3
True,19,0.0713,ok,0.106,0.0561,4
True,40,0.0603,ok,0.0974,0.0468,5
True,34,0.0935,ok,0.0974,0.0487,6
False,45,0.0622,ok,0.1289,0.0556,7
True,40,0.0685,ok,0.1146,0.0461,8
True,31,0.0608,ok,0.1318,0.0633,9
True,35,0.0532,ok,0.1032,0.0355,10
True,36,0.0644,ok,0.1203,0.0565,11
True,21,0.0892,ok,0.1232,0.0518,12
True,12,0.0708,ok,0.0888,0.035,13
True,32,0.0585,ok,0.1261,0.064,14
True,24,0.0902,ok,0.0831,0.0387,15
True,22,0.0694,ok,0.1117,0.0485,16
False,45,0.0317,ok,0.1003,0.038,17
True,30,0.0596,ok,0.1089,0.038,18
True,21,0.0811,ok,0.1032,0.0473,19
True,39,0.0832,ok,0.1203,0.0635,20
True,27,0.0908,ok,0.0888,0.0376,21
True,27,0.0932,ok,0.086,0.0326,22
False,45,0.0683,ok,0.1146,0.0534,23
True,31,0.0928,ok,0.0831,0.0337,24
True,19,0.0625,ok,0.1089,0.0598,25
True,31,0.0936,ok,0.086,0.033,26
True,27,0.094,ok,0.0917,0.0458,27
False,45,0.0418,ok,0.106,0.0485,28
False,45,0.0846,ok,0.1232,0.0598,29
True,37,0.093,ok,0.0745,0.0362,30
True,30,0.0929,ok,0.1089,0.0527,31
True,44,0.033,ok,0.0831,0.0338,32
True,44,0.0873,ok,0.1232,0.0686,33
True,24,0.0842,ok,0.106,0.0483,34
True,29,0.0931,ok,0.1117,0.0523,35
True,31,0.0935,ok,0.1032,0.0336,36
True,21,0.0858,ok,0.1032,0.0373,37
True,27,0.088,ok,0.1261,0.0629,38
False,45,0.0462,ok,0.1203,0.0546,39
True,27,0.0714,ok,0.1003,0.0383,40
