early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,15,0.0805,ok,0.1865,0.161,1
True,29,0.0806,ok,0.1879,0.1613,2
True,15,0.0801,ok,0.1879,0.1609,3
True,51,0.0805,ok,0.188,0.1612,4
True,25,0.0807,ok,0.188,0.1611,5
True,22,0.0805,ok,0.1885,0.1613,6
True,15,0.0797,ok,0.1863,0.1607,7
True,25,0.0806,ok,0.188,0.1611,8
True,14,0.0799,ok,0.1872,0.1607,9
True,15,0.08,ok,0.1876,0.1608,10
True,16,0.0802,ok,0.188,0.1612,11
True,15,0.0809,ok,0.1873,0.1615,12
True,15,0.08,ok,0.1867,0.1609,13
True,15,0.0808,ok,0.187,0.161,14
True,25,0.0807,ok,0.1876,0.1611,15
True,14,0.08,ok,0.1863,0.1605,16
True,15,0.0809,ok,0.1853,0.1608,17
True,16,0.0802,ok,0.1884,0.1613,18
True,16,0.0803,ok,0.1882,0.1613,19
True,15,0.0798,ok,0.1853,0.1606,20
