early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,5,0.0973,ok,0.0789,0.0789,1
True,5,0.0973,ok,0.0789,0.0789,2
True,5,0.0973,ok,0.0789,0.0789,3
True,5,0.0973,ok,0.0789,0.0808,4
True,12,0.1056,ok,0.0789,0.0796,5
,,0.0,fail,,,6
True,5,0.0973,ok,0.0789,0.0789,7
True,5,0.0973,ok,0.0789,0.0795,8
True,5,0.0973,ok,0.0877,0.0807,9
True,5,0.0973,ok,0.0877,0.0798,10
True,5,0.0973,ok,0.0877,0.0802,11
True,5,0.0973,ok,0.0789,0.0789,12
True,28,0.1232,ok,0.0965,0.0851,13
True,5,0.0973,ok,0.0789,0.0719,14
True,5,0.0973,ok,0.0877,0.0799,15
,,0.0,fail,,,16
True,5,0.0973,ok,0.0789,0.0789,17
True,5,0.0973,ok,0.0789,0.0789,18
True,6,0.0978,ok,0.0789,0.0789,19
True,5,0.0938,ok,0.0789,0.0789,20
