early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,54,0.0584,ok,0.1452,0.0622,1
True,14,0.0481,ok,0.0984,0.0511,2
True,29,0.0591,ok,0.1218,0.0516,3
True,81,0.0717,ok,0.1171,0.0655,4
True,18,0.0497,ok,0.1311,0.055,5
True,33,0.0615,ok,0.1288,0.0559,6
True,46,0.0645,ok,0.1077,0.0625,7
True,51,0.062,ok,0.1358,0.0629,8
True,21,0.0549,ok,0.1148,0.0571,9
True,23,0.0489,ok,0.0984,0.0536,10
True,29,0.0596,ok,0.1171,0.0514,11
True,46,0.0681,ok,0.1194,0.0654,12
True,22,0.0473,ok,0.0937,0.052,13
True,34,0.0669,ok,0.1311,0.0702,14
True,26,0.0544,ok,0.1171,0.0525,15
True,21,0.07,ok,0.1335,0.0727,16
True,46,0.0656,ok,0.1124,0.0624,17
True,81,0.0716,ok,0.1148,0.0653,18
True,22,0.0708,ok,0.1382,0.0778,19
True,34,0.06,ok,0.1452,0.0627,20
