avg_epoch_time_sec,early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_eval_targets_per_sec,test_eval_time_sec,test_hr@10,test_mrr@20,trial
1.6706827878952026,True,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1303,ok,15624.978903056892,0.3116164207458496,0.2267,0.1114,1
1.6384487901415143,True,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1297,ok,14157.274158864317,0.34392213821411133,0.2171,0.1092,2
1.6577565350183627,True,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1296,ok,15525.87333780867,0.31360554695129395,0.2278,0.1111,3
1.6272845640778542,True,64,1.0,1.0,0.0,0.09843052923679352,0.0,1.7091010435006535,0.25904151797294617,0.033557403832674026,0.0,0.04437451503339747,0.6123245931101844,1.996069541372729,0.5715322902675427,4.05077066004313,7.9232348219255,4.05077066004313,0.0,1.0,0.035064524903045735,0.9661367512139645,0.07012904980609147,0.9322735024279291,0.014497535628786713,0.9856070476310254,0.04791075807744949,0.9532218838218189,0.06169358443665441,0.9401709256628668,0.6030514154687362,0.43216054272739257,5.650458978357979,4.05077066004313,0.17152502994881474,0.1304,ok,14334.362684452019,0.3396732807159424,0.2206,0.1116,4
1.6224063402268945,True,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1299,ok,14295.740815460798,0.3405909538269043,0.2258,0.1105,5
