global_best_valid_mrr20,run_best_valid_mrr20,run_phase,exp_brief,stage,trigger,dataset,seed_id,gpu_id,status,test_mrr20,n_completed,interrupted,special_ok,diag_ok,result_path,timestamp_utc,architecture_id,architecture_name,tuning_stage,family_id,family_group,variant_id,capacity_anchor,selected_from_stage,selection_score,search_algo,source_family_id,stage_group
0.235800,0.235800,P16A_STAGE1_LASTFM0_03_LFM_H3_FEATURE_LIGHT_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,trial_new_best,lastfm0.03,1,4,running,0.236400,,,,,,2026-04-13T08:49:17.598623Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,LFM_H3_feature_light,feature_light,family_sweep,H3,manual_family_bank,,random,LFM_H3_feature_light,weak
0.238400,0.238400,P16A_STAGE1_LASTFM0_03_LFM_H11_BALANCED_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,trial_new_best,lastfm0.03,1,7,running,0.240000,,,,,,2026-04-13T08:52:47.854628Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,LFM_H11_balanced,balanced,family_sweep,H11,manual_family_bank,,random,LFM_H11_balanced,weak
0.238800,0.238800,P16A_STAGE1_LASTFM0_03_LFM_H7_FEATURE_LIGHT_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,trial_new_best,lastfm0.03,1,6,running,0.239900,,,,,,2026-04-13T09:04:11.811781Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,LFM_H7_feature_light,feature_light,family_sweep,H7,manual_family_bank,,random,LFM_H7_feature_light,weak
0.239400,0.239400,P16A_STAGE1_LASTFM0_03_LFM_H11_BALANCED_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,trial_new_best,lastfm0.03,1,7,running,0.239600,,,,,,2026-04-13T09:50:06.108462Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,LFM_H11_balanced,balanced,family_sweep,H11,manual_family_bank,,random,LFM_H11_balanced,weak
0.241400,0.241400,P16A_STAGE1_LASTFM0_03_LFM_H11_BALANCED_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,trial_new_best,lastfm0.03,1,7,running,0.242100,,,,,,2026-04-13T10:15:34.959752Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,LFM_H11_balanced,balanced,family_sweep,H11,manual_family_bank,,random,LFM_H11_balanced,weak
0.241400,0.241400,P16A_STAGE1_LASTFM0_03_LFM_H11_BALANCED_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,run_complete,lastfm0.03,1,7,run_complete_no_result,0.242100,,,False,False,,2026-04-13T11:04:52.684662Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,LFM_H11_balanced,balanced,family_sweep,H11,manual_family_bank,,random,LFM_H11_balanced,weak
0.241400,0.239100,P16A_STAGE1_LASTFM0_03_LFM_H3_FEATURE_LIGHT_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,run_complete,lastfm0.03,1,4,run_complete_no_result,0.237800,,,False,False,,2026-04-13T11:45:09.763389Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,LFM_H3_feature_light,feature_light,family_sweep,H3,manual_family_bank,,random,LFM_H3_feature_light,weak
0.241400,0.239000,P16A_STAGE1_LASTFM0_03_LFM_H7_FEATURE_LIGHT_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,run_complete,lastfm0.03,1,6,run_complete_no_result,0.237500,,,False,False,,2026-04-13T11:48:39.209897Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,LFM_H7_feature_light,feature_light,family_sweep,H7,manual_family_bank,,random,LFM_H7_feature_light,weak
0.241400,0.237700,P16A_STAGE1_LASTFM0_03_LFM_H15_MEDIUM_CONTEXT_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,run_complete,lastfm0.03,1,5,run_complete_no_result,0.237600,,,False,False,,2026-04-13T12:24:50.706046Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,LFM_H15_medium_context,medium_context,family_sweep,H15,manual_family_bank,,random,LFM_H15_medium_context,weak
