early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,17,0.0162,ok,0.0086,0.0095,1
True,15,0.0102,ok,0.0201,0.0038,2
True,13,0.0131,ok,0.0229,0.0072,3
True,13,0.0096,ok,0.0086,0.0038,4
True,12,0.013,ok,0.0229,0.0068,5
True,15,0.0111,ok,0.0086,0.0043,6
True,19,0.0163,ok,0.0086,0.0094,7
True,12,0.0124,ok,0.0258,0.0054,8
True,17,0.0106,ok,0.0086,0.0038,9
True,11,0.0116,ok,0.0201,0.0057,10
True,24,0.0159,ok,0.0086,0.0099,11
True,19,0.0101,ok,0.0201,0.0042,12
True,13,0.0116,ok,0.0086,0.0044,13
True,22,0.0106,ok,0.0086,0.0038,14
True,21,0.0109,ok,0.0086,0.004,15
True,19,0.0129,ok,0.0086,0.0052,16
True,13,0.0108,ok,0.0086,0.0039,17
True,15,0.0109,ok,0.0086,0.0055,18
True,11,0.0111,ok,0.0086,0.0041,19
True,27,0.011,ok,0.0086,0.004,20
True,18,0.0163,ok,0.0086,0.0096,21
True,14,0.0167,ok,0.0086,0.0101,22
True,14,0.0167,ok,0.0086,0.0101,23
True,14,0.0167,ok,0.0086,0.0101,24
True,14,0.0167,ok,0.0086,0.0101,25
True,14,0.0167,ok,0.0086,0.0101,26
True,14,0.0167,ok,0.0086,0.0101,27
True,7,0.0029,ok,0.0057,0.0022,28
True,14,0.0167,ok,0.0086,0.0101,29
True,14,0.0167,ok,0.0086,0.0101,30
True,6,0.0032,ok,0.0029,0.002,31
True,7,0.0029,ok,0.0057,0.0022,32
True,22,0.0096,ok,0.0086,0.0038,33
True,16,0.01,ok,0.0258,0.0047,34
True,15,0.0131,ok,0.0229,0.0077,35
True,12,0.0163,ok,0.0086,0.0098,36
True,17,0.0161,ok,0.0086,0.0095,37
True,14,0.0161,ok,0.0229,0.0111,38
True,26,0.0161,ok,0.0115,0.0098,39
True,9,0.0146,ok,0.0086,0.0088,40
True,19,0.0106,ok,0.0258,0.0053,41
True,15,0.0131,ok,0.0229,0.0077,42
True,12,0.0159,ok,0.0201,0.0103,43
True,10,0.0185,ok,0.0201,0.0118,44
True,10,0.0187,ok,0.0201,0.0118,45
True,22,0.0106,ok,0.0086,0.004,46
True,26,0.0093,ok,0.0086,0.0031,47
True,20,0.0108,ok,0.0086,0.0039,48
