dataset,model,combo_id,combo_kind,priority,est_runtime_sec,runtime_class,max_evals,epochs,patience,seed,run_phase,space_yaml,base_params_json,search_json
foursquare,difsr,K1,stable_gate_mid,critical,342.9,fast,15,100,10,2026042901,BASELINE2_ADDTUNE5_FOURSQUARE_DIFSR_K1,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING5/spaces/foursquare_difsr_K1.yaml,"{""attribute_hidden_size"": 192, ""dropout"": 0.15, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.21, ""max_len"": 16, ""n_heads"": 4, ""n_layers"": 2, ""num_heads"": 4, ""num_layers"": 2, ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}","{""learning_rate"": [0.0015, 0.005]}"
foursquare,difsr,K2,stable_concat_mid,critical,342.9,fast,15,100,10,2026042902,BASELINE2_ADDTUNE5_FOURSQUARE_DIFSR_K2,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING5/spaces/foursquare_difsr_K2.yaml,"{""attribute_hidden_size"": 208, ""dropout"": 0.15, ""embedding_size"": 160, ""fusion_type"": ""concat"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.21, ""max_len"": 16, ""n_heads"": 4, ""n_layers"": 2, ""num_heads"": 4, ""num_layers"": 2, ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}","{""learning_rate"": [0.0015, 0.005]}"
foursquare,difsr,K3,stable_gate_long,critical,342.9,fast,15,100,10,2026042903,BASELINE2_ADDTUNE5_FOURSQUARE_DIFSR_K3,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING5/spaces/foursquare_difsr_K3.yaml,"{""attribute_hidden_size"": 256, ""dropout"": 0.15, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.24, ""max_len"": 20, ""n_heads"": 4, ""n_layers"": 2, ""num_heads"": 4, ""num_layers"": 2, ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}","{""learning_rate"": [0.0025, 0.007]}"
foursquare,difsr,K4,aggr_gate_high_wide,critical,342.9,fast,15,100,10,2026042904,BASELINE2_ADDTUNE5_FOURSQUARE_DIFSR_K4,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING5/spaces/foursquare_difsr_K4.yaml,"{""attribute_hidden_size"": 256, ""dropout"": 0.15, ""embedding_size"": 192, ""fusion_type"": ""gate"", ""hidden_size"": 192, ""inner_size"": 384, ""lambda_attr"": 0.24, ""max_len"": 20, ""n_heads"": 4, ""n_layers"": 3, ""num_heads"": 4, ""num_layers"": 3, ""use_attribute_predictor"": true, ""weight_decay"": 0.00019}","{""fusion_type"": [""gate"", ""concat""], ""learning_rate"": [0.006, 0.018]}"
foursquare,difsr,K5,aggr_concat_long,critical,342.9,fast,15,100,10,2026042905,BASELINE2_ADDTUNE5_FOURSQUARE_DIFSR_K5,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING5/spaces/foursquare_difsr_K5.yaml,"{""attribute_hidden_size"": 224, ""dropout"": 0.15, ""embedding_size"": 160, ""fusion_type"": ""concat"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.26, ""max_len"": 24, ""n_heads"": 4, ""n_layers"": 3, ""num_heads"": 4, ""num_layers"": 3, ""use_attribute_predictor"": true, ""weight_decay"": 0.000184}","{""fusion_type"": [""gate"", ""concat""], ""learning_rate"": [0.003, 0.024]}"
foursquare,bsarec,K1,stable_alpha_hi_mid,critical,758.2,medium,14,100,10,2026042701,BASELINE2_ADDTUNE5_FOURSQUARE_BSAREC_K1,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING5/spaces/foursquare_bsarec_K1.yaml,"{""bsarec_alpha"": 0.78, ""bsarec_c"": 2, ""dropout"": 0.15, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 16, ""n_heads"": 4, ""n_layers"": 2, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.0002}","{""learning_rate"": [0.0001, 0.001]}"
foursquare,bsarec,K2,stable_alpha_mid_short,critical,758.2,medium,14,100,10,2026042702,BASELINE2_ADDTUNE5_FOURSQUARE_BSAREC_K2,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING5/spaces/foursquare_bsarec_K2.yaml,"{""bsarec_alpha"": 0.55, ""bsarec_c"": 3, ""dropout"": 0.15, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 12, ""n_heads"": 4, ""n_layers"": 1, ""num_heads"": 4, ""num_layers"": 1, ""weight_decay"": 0.0002}","{""learning_rate"": [0.0001, 0.001]}"
foursquare,bsarec,K3,stable_alpha_hi_long,critical,758.2,medium,14,100,10,2026042703,BASELINE2_ADDTUNE5_FOURSQUARE_BSAREC_K3,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING5/spaces/foursquare_bsarec_K3.yaml,"{""bsarec_alpha"": 0.78, ""bsarec_c"": 2, ""dropout"": 0.15, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 20, ""n_heads"": 4, ""n_layers"": 1, ""num_heads"": 4, ""num_layers"": 1, ""weight_decay"": 0.0002}","{""learning_rate"": [0.00015, 0.0015]}"
foursquare,bsarec,K4,aggr_alpha_peak_mid,critical,758.2,medium,14,100,10,2026042704,BASELINE2_ADDTUNE5_FOURSQUARE_BSAREC_K4,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING5/spaces/foursquare_bsarec_K4.yaml,"{""bsarec_alpha"": 0.9, ""bsarec_c"": 1, ""dropout"": 0.14, ""embedding_size"": 192, ""hidden_size"": 192, ""inner_size"": 384, ""max_len"": 18, ""n_heads"": 4, ""n_layers"": 3, ""num_heads"": 4, ""num_layers"": 3, ""weight_decay"": 0.00018}","{""bsarec_alpha"": [0.8, 0.9, 0.95], ""learning_rate"": [0.0004, 0.009]}"
foursquare,bsarec,K5,aggr_alpha_peak_long,critical,758.2,medium,14,100,10,2026042705,BASELINE2_ADDTUNE5_FOURSQUARE_BSAREC_K5,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING5/spaces/foursquare_bsarec_K5.yaml,"{""bsarec_alpha"": 0.9, ""bsarec_c"": 1, ""dropout"": 0.14, ""embedding_size"": 192, ""hidden_size"": 192, ""inner_size"": 384, ""max_len"": 24, ""n_heads"": 4, ""n_layers"": 3, ""num_heads"": 4, ""num_layers"": 3, ""weight_decay"": 0.000176}","{""bsarec_alpha"": [0.8, 0.9, 0.95], ""learning_rate"": [5e-05, 0.012]}"
