dataset,model,combo_id,combo_kind,priority,run_phase,gpu_id,status,best_valid_mrr20,test_mrr20,valid_unseen_mrr20,test_unseen_mrr20,test_main_seen_count,test_main_unseen_count,est_runtime_sec,elapsed_sec,max_evals,epochs,patience,seed,result_path,log_path,space_yaml,error,timestamp_utc,base_params_json
foursquare,difsr,K4,aggr_gate_high_wide,critical,BASELINE2_ADDTUNE5_FOURSQUARE_DIFSR_K4,3,ok,0.2004,0.1711,0.0,0.0,2502,1059,342.9,1106.903,15,100,7,2026042904,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_DIFSR_baseline2_addtune5_foursquare_difsr_k4_20260416_163330_590125_pid393558.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING5/session_logs/BASELINE2_ADDTUNE5_FOURSQUARE_DIFSR_K4.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING5/spaces/foursquare_difsr_K4.yaml,,2026-04-16T16:51:55.575531+00:00,"{""attribute_hidden_size"": 256, ""dropout"": 0.15, ""embedding_size"": 192, ""fusion_type"": ""gate"", ""hidden_size"": 192, ""inner_size"": 384, ""lambda_attr"": 0.24, ""max_len"": 20, ""n_heads"": 4, ""n_layers"": 3, ""num_heads"": 4, ""num_layers"": 3, ""use_attribute_predictor"": true, ""weight_decay"": 0.00019}"
foursquare,bsarec,K2,stable_alpha_mid_short,critical,BASELINE2_ADDTUNE5_FOURSQUARE_BSAREC_K2,6,ok,0.1592,0.1325,0.0,0.0,2502,1059,758.2,1263.28,14,100,7,2026042702,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_BSARec_baseline2_addtune5_foursquare_bsarec_k2_20260416_163330_567157_pid393560.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING5/session_logs/BASELINE2_ADDTUNE5_FOURSQUARE_BSAREC_K2.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING5/spaces/foursquare_bsarec_K2.yaml,,2026-04-16T16:54:31.879277+00:00,"{""bsarec_alpha"": 0.55, ""bsarec_c"": 3, ""dropout"": 0.15, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 12, ""n_heads"": 4, ""n_layers"": 1, ""num_heads"": 4, ""num_layers"": 1, ""weight_decay"": 0.0002}"
foursquare,difsr,K3,stable_gate_long,critical,BASELINE2_ADDTUNE5_FOURSQUARE_DIFSR_K3,2,ok,0.2066,0.1714,0.0,0.0,2502,1059,342.9,1384.637,15,100,7,2026042903,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_DIFSR_baseline2_addtune5_foursquare_difsr_k3_20260416_163330_459085_pid393552.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING5/session_logs/BASELINE2_ADDTUNE5_FOURSQUARE_DIFSR_K3.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING5/spaces/foursquare_difsr_K3.yaml,,2026-04-16T16:56:33.204810+00:00,"{""attribute_hidden_size"": 256, ""dropout"": 0.15, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.24, ""max_len"": 20, ""n_heads"": 4, ""n_layers"": 2, ""num_heads"": 4, ""num_layers"": 2, ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}"
foursquare,bsarec,K3,stable_alpha_hi_long,critical,BASELINE2_ADDTUNE5_FOURSQUARE_BSAREC_K3,7,ok,0.169,0.1384,0.0,0.0,2502,1059,758.2,1492.097,14,100,7,2026042703,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_BSARec_baseline2_addtune5_foursquare_bsarec_k3_20260416_163330_466053_pid393561.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING5/session_logs/BASELINE2_ADDTUNE5_FOURSQUARE_BSAREC_K3.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING5/spaces/foursquare_bsarec_K3.yaml,,2026-04-16T16:58:20.648331+00:00,"{""bsarec_alpha"": 0.78, ""bsarec_c"": 2, ""dropout"": 0.15, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 20, ""n_heads"": 4, ""n_layers"": 1, ""num_heads"": 4, ""num_layers"": 1, ""weight_decay"": 0.0002}"
foursquare,difsr,K2,stable_concat_mid,critical,BASELINE2_ADDTUNE5_FOURSQUARE_DIFSR_K2,1,ok,0.2076,0.169,0.0,0.0,2502,1059,342.9,1505.951,15,100,7,2026042902,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_DIFSR_baseline2_addtune5_foursquare_difsr_k2_20260416_163330_507624_pid393553.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING5/session_logs/BASELINE2_ADDTUNE5_FOURSQUARE_DIFSR_K2.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING5/spaces/foursquare_difsr_K2.yaml,,2026-04-16T16:58:34.533468+00:00,"{""attribute_hidden_size"": 208, ""dropout"": 0.15, ""embedding_size"": 160, ""fusion_type"": ""concat"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.21, ""max_len"": 16, ""n_heads"": 4, ""n_layers"": 2, ""num_heads"": 4, ""num_layers"": 2, ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}"
foursquare,difsr,K5,aggr_concat_long,critical,BASELINE2_ADDTUNE5_FOURSQUARE_DIFSR_K5,4,ok,0.2069,0.1626,0.0,0.0,2502,1059,342.9,1647.909,15,100,7,2026042905,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_DIFSR_baseline2_addtune5_foursquare_difsr_k5_20260416_163330_725965_pid393557.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING5/session_logs/BASELINE2_ADDTUNE5_FOURSQUARE_DIFSR_K5.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING5/spaces/foursquare_difsr_K5.yaml,,2026-04-16T17:00:56.547432+00:00,"{""attribute_hidden_size"": 224, ""dropout"": 0.15, ""embedding_size"": 160, ""fusion_type"": ""concat"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.26, ""max_len"": 24, ""n_heads"": 4, ""n_layers"": 3, ""num_heads"": 4, ""num_layers"": 3, ""use_attribute_predictor"": true, ""weight_decay"": 0.000184}"
foursquare,difsr,K1,stable_gate_mid,critical,BASELINE2_ADDTUNE5_FOURSQUARE_DIFSR_K1,0,ok,0.2068,0.1765,5.27426168196815e-05,0.0,2502,1059,342.9,1697.612,15,100,7,2026042901,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_DIFSR_baseline2_addtune5_foursquare_difsr_k1_20260416_163330_478400_pid393556.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING5/session_logs/BASELINE2_ADDTUNE5_FOURSQUARE_DIFSR_K1.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING5/spaces/foursquare_difsr_K1.yaml,,2026-04-16T17:01:46.138951+00:00,"{""attribute_hidden_size"": 192, ""dropout"": 0.15, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.21, ""max_len"": 16, ""n_heads"": 4, ""n_layers"": 2, ""num_heads"": 4, ""num_layers"": 2, ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}"
foursquare,bsarec,K1,stable_alpha_hi_mid,critical,BASELINE2_ADDTUNE5_FOURSQUARE_BSAREC_K1,5,ok,0.1251,0.1075,0.0,0.0,2502,1059,758.2,2047.47,14,100,7,2026042701,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_BSARec_baseline2_addtune5_foursquare_bsarec_k1_20260416_163330_576389_pid393559.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING5/session_logs/BASELINE2_ADDTUNE5_FOURSQUARE_BSAREC_K1.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING5/spaces/foursquare_bsarec_K1.yaml,,2026-04-16T17:07:36.033986+00:00,"{""bsarec_alpha"": 0.78, ""bsarec_c"": 2, ""dropout"": 0.15, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 16, ""n_heads"": 4, ""n_layers"": 2, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.0002}"
foursquare,bsarec,K4,aggr_alpha_peak_mid,critical,BASELINE2_ADDTUNE5_FOURSQUARE_BSAREC_K4,3,ok,0.1669,0.1332,0.0,0.0,2502,1059,758.2,2213.125,14,100,7,2026042704,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_BSARec_baseline2_addtune5_foursquare_bsarec_k4_20260416_165159_116505_pid394104.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING5/session_logs/BASELINE2_ADDTUNE5_FOURSQUARE_BSAREC_K4.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING5/spaces/foursquare_bsarec_K4.yaml,,2026-04-16T17:28:50.407028+00:00,"{""bsarec_alpha"": 0.9, ""bsarec_c"": 1, ""dropout"": 0.14, ""embedding_size"": 192, ""hidden_size"": 192, ""inner_size"": 384, ""max_len"": 18, ""n_heads"": 4, ""n_layers"": 3, ""num_heads"": 4, ""num_layers"": 3, ""weight_decay"": 0.00018}"
foursquare,bsarec,K5,aggr_alpha_peak_long,critical,BASELINE2_ADDTUNE5_FOURSQUARE_BSAREC_K5,6,ok,0.1742,0.141,8.790436267601287e-05,0.0,2502,1059,758.2,2585.685,14,100,7,2026042705,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_BSARec_baseline2_addtune5_foursquare_bsarec_k5_20260416_165435_325687_pid394133.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING5/session_logs/BASELINE2_ADDTUNE5_FOURSQUARE_BSAREC_K5.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING5/spaces/foursquare_bsarec_K5.yaml,,2026-04-16T17:37:39.316128+00:00,"{""bsarec_alpha"": 0.9, ""bsarec_c"": 1, ""dropout"": 0.14, ""embedding_size"": 192, ""hidden_size"": 192, ""inner_size"": 384, ""max_len"": 24, ""n_heads"": 4, ""n_layers"": 3, ""num_heads"": 4, ""num_layers"": 3, ""weight_decay"": 0.000176}"
