model,best_mrr20_group,best_mrr20_run,best_mrr20_trial,best_hr10_group,best_hr10_run,best_hr10_trial,test_mrr20_group,test_mrr20_run,test_mrr20_trial,test_hr10_group,test_hr10_run,test_hr10_trial,hit_best_mrr20,hit_best_hr10,hit_test_mrr20,hit_test_hr10,trial_idx,trials_progress,status,run_phase,group_key,experiment_note,trial_knobs,log_rel_path
FeaturedMoE_N3,0.0802,0.0802,0.0802,0.1141,0.1141,0.1141,0.1610,0.1610,0.1610,0.1882,0.1882,0.1882,Y,Y,Y,Y,1,1/20,success,A01,FeaturedMoE_N3,plain A01,drop=0.20 lr=0.000353 wd=5e-05,KuaiRecLargeStrictPosV2_0.2/FMoEN3/001_A01_c70_anchor.log
FeaturedMoE_N3,0.0802,0.0802,0.0801,0.1141,0.1141,0.1116,0.1611,0.1611,0.1611,0.1882,0.1882,0.1860,,,Y,,2,2/20,success,A01,FeaturedMoE_N3,plain A01,drop=0.15 lr=0.00212 wd=0,KuaiRecLargeStrictPosV2_0.2/FMoEN3/001_A01_c70_anchor.log
FeaturedMoE_N3,0.0803,0.0803,0.0803,0.1141,0.1141,0.1126,0.1619,0.1619,0.1619,0.1890,0.1890,0.1890,Y,,Y,Y,3,3/20,success,A01,FeaturedMoE_N3,plain A01,drop=0.20 lr=0.000194 wd=1e-07,KuaiRecLargeStrictPosV2_0.2/FMoEN3/001_A01_c70_anchor.log
FeaturedMoE_N3,0.0803,0.0803,0.0802,0.1148,0.1148,0.1148,0.1619,0.1619,0.1606,0.1890,0.1890,0.1869,,Y,,,16,16/20,success,A01,FeaturedMoE_N3,plain A01,drop=0.25 lr=0.000565 wd=5e-05,KuaiRecLargeStrictPosV2_0.2/FMoEN3/001_A01_c70_anchor.log
FeaturedMoE_N3,0.0803,0.0803,0.0802,0.1149,0.1149,0.1149,0.1619,0.1619,0.1603,0.1890,0.1890,0.1885,,Y,,,18,18/20,success,A01,FeaturedMoE_N3,plain A01,drop=0.25 lr=0.000249 wd=0.0001,KuaiRecLargeStrictPosV2_0.2/FMoEN3/001_A01_c70_anchor.log
FeaturedMoE_N3,0.0803,0.0795,0.0795,0.1149,0.1106,0.1106,0.1619,0.1602,0.1602,0.1890,0.1843,0.1843,Y,Y,Y,Y,1,1/20,success,F01,FeaturedMoE_N3,plain F01,drop=0.15 lr=0.00586 wd=0.0001,KuaiRecLargeStrictPosV2_0.2/FMoEN3/020_F01_all_linear.log
FeaturedMoE_N3,0.0803,0.0801,0.0801,0.1149,0.1123,0.1123,0.1619,0.1602,0.1598,0.1890,0.1843,0.1843,Y,Y,,,2,2/20,success,F01,FeaturedMoE_N3,plain F01,drop=0.20 lr=0.00956 wd=0.0001,KuaiRecLargeStrictPosV2_0.2/FMoEN3/020_F01_all_linear.log
FeaturedMoE_N3,0.0803,0.0801,0.0797,0.1149,0.1123,0.1100,0.1619,0.1616,0.1616,0.1890,0.1880,0.1880,,,Y,Y,3,3/20,success,F01,FeaturedMoE_N3,plain F01,drop=0.20 lr=0.00356 wd=0,KuaiRecLargeStrictPosV2_0.2/FMoEN3/020_F01_all_linear.log
FeaturedMoE_N3,0.0806,0.0806,0.0806,0.1149,0.1140,0.1140,0.1619,0.1619,0.1619,0.1895,0.1895,0.1895,Y,Y,Y,Y,6,6/20,success,F01,FeaturedMoE_N3,plain F01,drop=0.20 lr=0.00033 wd=1e-07,KuaiRecLargeStrictPosV2_0.2/FMoEN3/020_F01_all_linear.log
FeaturedMoE_N3,0.0806,0.0806,0.0804,0.1149,0.1140,0.1131,0.1620,0.1620,0.1620,0.1895,0.1895,0.1891,,,Y,,7,7/20,success,F01,FeaturedMoE_N3,plain F01,drop=0.20 lr=0.000393 wd=0,KuaiRecLargeStrictPosV2_0.2/FMoEN3/020_F01_all_linear.log
FeaturedMoE_N3,0.0806,0.0806,0.0805,0.1150,0.1150,0.1150,0.1620,0.1620,0.1605,0.1895,0.1895,0.1874,,Y,,,15,15/20,success,F01,FeaturedMoE_N3,plain F01,drop=0.20 lr=0.000399 wd=5e-05,KuaiRecLargeStrictPosV2_0.2/FMoEN3/020_F01_all_linear.log
FeaturedMoE_N3,0.0806,0.0798,0.0798,0.1150,0.1112,0.1112,0.1620,0.1609,0.1609,0.1895,0.1870,0.1870,Y,Y,Y,Y,1,1/20,success,L01,FeaturedMoE_N3,plain L01,drop=0.10 lr=0.0033 wd=5e-05,KuaiRecLargeStrictPosV2_0.2/FMoEN3/012_L01_layer_macro_mid_micro.log
FeaturedMoE_N3,0.0806,0.0806,0.0806,0.1150,0.1141,0.1141,0.1620,0.1614,0.1614,0.1895,0.1895,0.1895,Y,Y,Y,Y,3,3/20,success,L01,FeaturedMoE_N3,plain L01,drop=0.25 lr=0.000451 wd=1e-06,KuaiRecLargeStrictPosV2_0.2/FMoEN3/012_L01_layer_macro_mid_micro.log
FeaturedMoE_N3,0.0806,0.0800,0.0800,0.1150,0.1121,0.1121,0.1620,0.1603,0.1603,0.1895,0.1853,0.1853,Y,Y,Y,Y,1,1/20,success,S01,FeaturedMoE_N3,plain S01,drop=0.10 lr=0.00736 wd=5e-05,KuaiRecLargeStrictPosV2_0.2/FMoEN3/024_S01_warmup_cosine_base.log
FeaturedMoE_N3,0.0806,0.0800,0.0799,0.1150,0.1121,0.1116,0.1620,0.1607,0.1607,0.1895,0.1871,0.1871,,,Y,Y,2,2/20,success,S01,FeaturedMoE_N3,plain S01,drop=0.20 lr=0.00282 wd=5e-05,KuaiRecLargeStrictPosV2_0.2/FMoEN3/024_S01_warmup_cosine_base.log
FeaturedMoE_N3,0.0806,0.0800,0.0796,0.1150,0.1121,0.1110,0.1620,0.1614,0.1614,0.1895,0.1871,0.1871,,,Y,,3,3/20,success,S01,FeaturedMoE_N3,plain S01,drop=0.20 lr=0.00275 wd=0,KuaiRecLargeStrictPosV2_0.2/FMoEN3/024_S01_warmup_cosine_base.log
FeaturedMoE_N3,0.0806,0.0801,0.0801,0.1150,0.1122,0.1122,0.1620,0.1617,0.1617,0.1895,0.1880,0.1880,Y,Y,Y,Y,5,5/20,success,S01,FeaturedMoE_N3,plain S01,drop=0.10 lr=0.000237 wd=1e-06,KuaiRecLargeStrictPosV2_0.2/FMoEN3/024_S01_warmup_cosine_base.log
FeaturedMoE_N3,0.0806,0.0801,0.0801,0.1150,0.1147,0.1147,0.1620,0.1617,0.1604,0.1895,0.1880,0.1876,,Y,,,7,7/20,success,S01,FeaturedMoE_N3,plain S01,drop=0.20 lr=0.00111 wd=0.0001,KuaiRecLargeStrictPosV2_0.2/FMoEN3/024_S01_warmup_cosine_base.log
FeaturedMoE_N3,0.0806,0.0801,0.0798,0.1150,0.1147,0.1105,0.1620,0.1618,0.1618,0.1895,0.1889,0.1889,,,Y,Y,8,8/20,success,S01,FeaturedMoE_N3,plain S01,drop=0.20 lr=0.00231 wd=0,KuaiRecLargeStrictPosV2_0.2/FMoEN3/024_S01_warmup_cosine_base.log
FeaturedMoE_N3,0.0806,0.0806,0.0806,0.1151,0.1151,0.1151,0.1620,0.1618,0.1602,0.1895,0.1889,0.1879,Y,Y,,,9,9/20,success,S01,FeaturedMoE_N3,plain S01,drop=0.25 lr=0.000334 wd=0.0001,KuaiRecLargeStrictPosV2_0.2/FMoEN3/024_S01_warmup_cosine_base.log
FeaturedMoE_N3,0.0806,0.0806,0.0803,0.1151,0.1151,0.1138,0.1620,0.1619,0.1619,0.1898,0.1898,0.1898,,,Y,Y,11,11/20,success,S01,FeaturedMoE_N3,plain S01,drop=0.25 lr=0.000582 wd=1e-07,KuaiRecLargeStrictPosV2_0.2/FMoEN3/024_S01_warmup_cosine_base.log
FeaturedMoE_N3,0.0806,0.0797,0.0797,0.1151,0.1127,0.1127,0.1620,0.1612,0.1612,0.1898,0.1868,0.1868,Y,Y,Y,Y,1,1/20,success,A02,FeaturedMoE_N3,plain A02,drop=0.15 lr=0.00132 wd=1e-06,KuaiRecLargeStrictPosV2_0.2/FMoEN3/002_A02_x62_len30_anchor.log
FeaturedMoE_N3,0.0806,0.0801,0.0801,0.1151,0.1127,0.1126,0.1620,0.1612,0.1599,0.1898,0.1868,0.1864,Y,,,,2,2/20,success,A02,FeaturedMoE_N3,plain A02,drop=0.20 lr=0.000647 wd=0.0001,KuaiRecLargeStrictPosV2_0.2/FMoEN3/002_A02_x62_len30_anchor.log
FeaturedMoE_N3,0.0806,0.0801,0.0799,0.1151,0.1127,0.1122,0.1620,0.1612,0.1603,0.1898,0.1876,0.1876,,,,Y,3,3/20,success,A02,FeaturedMoE_N3,plain A02,drop=0.15 lr=0.000319 wd=0.0001,KuaiRecLargeStrictPosV2_0.2/FMoEN3/002_A02_x62_len30_anchor.log
FeaturedMoE_N3,0.0806,0.0802,0.0802,0.1151,0.1130,0.1130,0.1620,0.1612,0.1607,0.1898,0.1877,0.1877,Y,Y,,Y,4,4/20,success,A02,FeaturedMoE_N3,plain A02,drop=0.15 lr=0.000507 wd=5e-05,KuaiRecLargeStrictPosV2_0.2/FMoEN3/002_A02_x62_len30_anchor.log
FeaturedMoE_N3,0.0806,0.0802,0.0800,0.1151,0.1133,0.1133,0.1620,0.1612,0.1603,0.1898,0.1877,0.1870,,Y,,,5,5/20,success,A02,FeaturedMoE_N3,plain A02,drop=0.20 lr=0.000195 wd=0.0001,KuaiRecLargeStrictPosV2_0.2/FMoEN3/002_A02_x62_len30_anchor.log
FeaturedMoE_N3,0.0806,0.0802,0.0800,0.1151,0.1135,0.1135,0.1620,0.1614,0.1614,0.1898,0.1877,0.1873,,Y,Y,,7,7/20,success,A02,FeaturedMoE_N3,plain A02,drop=0.20 lr=0.00169 wd=0,KuaiRecLargeStrictPosV2_0.2/FMoEN3/002_A02_x62_len30_anchor.log
FeaturedMoE_N3,0.0806,0.0802,0.0802,0.1151,0.1138,0.1138,0.1620,0.1614,0.1605,0.1898,0.1877,0.1876,,Y,,,18,18/20,success,A02,FeaturedMoE_N3,plain A02,drop=0.25 lr=0.000303 wd=5e-05,KuaiRecLargeStrictPosV2_0.2/FMoEN3/002_A02_x62_len30_anchor.log
FeaturedMoE_N3,0.0806,0.0797,0.0797,0.1151,0.1103,0.1103,0.1620,0.1620,0.1620,0.1898,0.1887,0.1887,Y,Y,Y,Y,1,1/20,success,F02,FeaturedMoE_N3,plain F02,drop=0.10 lr=0.00052 wd=1e-07,KuaiRecLargeStrictPosV2_0.2/FMoEN3/021_F02_macro_complex.log
FeaturedMoE_N3,0.0806,0.0800,0.0800,0.1151,0.1131,0.1131,0.1620,0.1620,0.1607,0.1898,0.1889,0.1889,Y,Y,,Y,4,4/20,success,F02,FeaturedMoE_N3,plain F02,drop=0.20 lr=0.000721 wd=0.0001,KuaiRecLargeStrictPosV2_0.2/FMoEN3/021_F02_macro_complex.log
FeaturedMoE_N3,0.0806,0.0800,0.0799,0.1151,0.1134,0.1134,0.1620,0.1620,0.1605,0.1898,0.1889,0.1861,,Y,,,5,5/20,success,F02,FeaturedMoE_N3,plain F02,drop=0.25 lr=0.00181 wd=1e-07,KuaiRecLargeStrictPosV2_0.2/FMoEN3/021_F02_macro_complex.log
FeaturedMoE_N3,0.0806,0.0802,0.0802,0.1151,0.1139,0.1139,0.1620,0.1620,0.1605,0.1898,0.1894,0.1894,Y,Y,,Y,14,14/20,success,F02,FeaturedMoE_N3,plain F02,drop=0.25 lr=0.000394 wd=0.0001,KuaiRecLargeStrictPosV2_0.2/FMoEN3/021_F02_macro_complex.log
FeaturedMoE_N3,0.0806,0.0595,0.0595,0.1151,0.0671,0.0671,0.1620,0.1073,0.1073,0.1898,0.1304,0.1304,Y,Y,Y,Y,1,1/20,success,L02,FeaturedMoE_N3,plain L02,drop=0.25 lr=0.000156 wd=1e-07,KuaiRecLargeStrictPosV2_0.2/FMoEN3/013_L02_layer_macroffn_mid_micro.log
FeaturedMoE_N3,0.0806,0.0599,0.0599,0.1151,0.0671,0.0671,0.1620,0.1087,0.1087,0.1898,0.1312,0.1312,Y,,Y,Y,2,2/20,success,L02,FeaturedMoE_N3,plain L02,drop=0.25 lr=0.000152 wd=0,KuaiRecLargeStrictPosV2_0.2/FMoEN3/013_L02_layer_macroffn_mid_micro.log
FeaturedMoE_N3,0.0806,0.0803,0.0803,0.1151,0.1131,0.1131,0.1620,0.1616,0.1616,0.1898,0.1888,0.1888,Y,Y,Y,Y,3,3/20,success,L02,FeaturedMoE_N3,plain L02,drop=0.25 lr=0.000646 wd=1e-07,KuaiRecLargeStrictPosV2_0.2/FMoEN3/013_L02_layer_macroffn_mid_micro.log
FeaturedMoE_N3,0.0806,0.0803,0.0802,0.1151,0.1135,0.1135,0.1620,0.1616,0.1610,0.1898,0.1888,0.1888,,Y,,,9,9/20,success,L02,FeaturedMoE_N3,plain L02,drop=0.20 lr=0.000566 wd=5e-05,KuaiRecLargeStrictPosV2_0.2/FMoEN3/013_L02_layer_macroffn_mid_micro.log
FeaturedMoE_N3,0.0806,0.0803,0.0793,0.1151,0.1135,0.1105,0.1621,0.1621,0.1621,0.1898,0.1894,0.1894,,,Y,Y,11,11/20,success,L02,FeaturedMoE_N3,plain L02,drop=0.10 lr=0.00279 wd=0,KuaiRecLargeStrictPosV2_0.2/FMoEN3/013_L02_layer_macroffn_mid_micro.log
FeaturedMoE_N3,0.0806,0.0802,0.0802,0.1151,0.1135,0.1135,0.1621,0.1607,0.1607,0.1898,0.1881,0.1881,Y,Y,Y,Y,1,1/20,success,S02,FeaturedMoE_N3,plain S02,drop=0.25 lr=0.00112 wd=5e-05,KuaiRecLargeStrictPosV2_0.2/FMoEN3/025_S02_warmup_cosine_aggressive.log
FeaturedMoE_N3,0.0806,0.0803,0.0803,0.1151,0.1135,0.1131,0.1621,0.1617,0.1617,0.1898,0.1881,0.1873,Y,,Y,,3,3/20,success,S02,FeaturedMoE_N3,plain S02,drop=0.10 lr=0.000265 wd=0,KuaiRecLargeStrictPosV2_0.2/FMoEN3/025_S02_warmup_cosine_aggressive.log
FeaturedMoE_N3,0.0806,0.0803,0.0800,0.1151,0.1135,0.1120,0.1621,0.1619,0.1619,0.1898,0.1881,0.1874,,,Y,,5,5/20,success,S02,FeaturedMoE_N3,plain S02,drop=0.10 lr=0.000485 wd=1e-06,KuaiRecLargeStrictPosV2_0.2/FMoEN3/025_S02_warmup_cosine_aggressive.log
FeaturedMoE_N3,0.0806,0.0805,0.0805,0.1151,0.1139,0.1139,0.1621,0.1619,0.1618,0.1898,0.1890,0.1890,Y,Y,,Y,12,12/20,success,S02,FeaturedMoE_N3,plain S02,drop=0.20 lr=0.000597 wd=1e-06,KuaiRecLargeStrictPosV2_0.2/FMoEN3/025_S02_warmup_cosine_aggressive.log
FeaturedMoE_N3,0.0806,0.0805,0.0801,0.1151,0.1143,0.1143,0.1621,0.1619,0.1606,0.1898,0.1890,0.1879,,Y,,,15,15/20,success,S02,FeaturedMoE_N3,plain S02,drop=0.20 lr=0.00141 wd=0.0001,KuaiRecLargeStrictPosV2_0.2/FMoEN3/025_S02_warmup_cosine_aggressive.log
FeaturedMoE_N3,0.0806,0.0805,0.0805,0.1151,0.1143,0.1136,0.1621,0.1619,0.1614,0.1898,0.1898,0.1898,,,,Y,17,17/20,success,S02,FeaturedMoE_N3,plain S02,drop=0.20 lr=0.000477 wd=5e-05,KuaiRecLargeStrictPosV2_0.2/FMoEN3/025_S02_warmup_cosine_aggressive.log
FeaturedMoE_N3,0.0806,0.0805,0.0800,0.1151,0.1143,0.1113,0.1621,0.1620,0.1620,0.1898,0.1898,0.1883,,,Y,,19,19/20,success,S02,FeaturedMoE_N3,plain S02,drop=0.10 lr=0.00119 wd=1e-06,KuaiRecLargeStrictPosV2_0.2/FMoEN3/025_S02_warmup_cosine_aggressive.log
FeaturedMoE_N3,0.0806,0.0641,0.0641,0.1151,0.0674,0.0674,0.1621,0.1380,0.1380,0.1898,0.1486,0.1486,Y,Y,Y,Y,1,1/20,success,A03,FeaturedMoE_N3,plain A03,drop=0.20 lr=0.000154 wd=0,KuaiRecLargeStrictPosV2_0.2/FMoEN3/003_A03_t50_token_anchor.log
FeaturedMoE_N3,0.0806,0.0803,0.0803,0.1151,0.1133,0.1133,0.1621,0.1615,0.1615,0.1898,0.1875,0.1875,Y,Y,Y,Y,2,2/20,success,A03,FeaturedMoE_N3,plain A03,drop=0.20 lr=0.000596 wd=1e-07,KuaiRecLargeStrictPosV2_0.2/FMoEN3/003_A03_t50_token_anchor.log
FeaturedMoE_N3,0.0806,0.0803,0.0800,0.1151,0.1146,0.1146,0.1621,0.1615,0.1601,0.1898,0.1875,0.1874,,Y,,,3,3/20,success,A03,FeaturedMoE_N3,plain A03,drop=0.25 lr=0.000958 wd=0.0001,KuaiRecLargeStrictPosV2_0.2/FMoEN3/003_A03_t50_token_anchor.log
