avg_epoch_time_sec,early_stopped,epochs_run,mrr@20,status,test_hr@10,test_inference_time_sec,test_mrr@20,trial
10.023645340227613,True,51,0.2776,ok,0.443,0.715362548828125,0.2723,1
9.82353569843151,True,27,0.2879,ok,0.454,0.6890792846679688,0.2851,2
9.868410237904254,True,58,0.276,ok,0.4408,0.7484967708587646,0.2722,3
9.737774309359098,True,38,0.2824,ok,0.4442,0.6970028877258301,0.2753,4
10.035880982875824,True,28,0.2902,ok,0.453,0.6904983520507812,0.2851,5
9.731288873232328,True,26,0.2912,ok,0.4538,0.682084321975708,0.2877,6
9.732332865397135,True,30,0.2838,ok,0.4477,0.700965166091919,0.281,7
9.670760642914544,True,42,0.2796,ok,0.4428,0.6964113712310791,0.2749,8
9.6208784227018,True,27,0.2886,ok,0.4547,0.7064752578735352,0.2861,9
9.715376301815635,True,38,0.2815,ok,0.4465,0.7479851245880127,0.2777,10
