result_file,dataset,dataset_raw,model,run_group,run_axis,run_phase,timestamp,n_completed,max_evals,selection_rule,best_checkpoint_file,special_result_file,logging_bundle_dir,diag_meta_file,diag_tier_a_final_file,diag_raw_best_valid_file,best_valid_mean,test_mean,best_valid_seen_mean,test_seen_mean,best_valid_unseen_mean,test_unseen_mean,best_valid_hit5,best_valid_hit10,best_valid_hit20,best_valid_ndcg5,best_valid_ndcg10,best_valid_ndcg20,best_valid_mrr5,best_valid_mrr10,best_valid_mrr20,test_hit5,test_hit10,test_hit20,test_ndcg5,test_ndcg10,test_ndcg20,test_mrr5,test_mrr10,test_mrr20,best_valid_seen_hit5,best_valid_seen_hit10,best_valid_seen_hit20,best_valid_seen_ndcg5,best_valid_seen_ndcg10,best_valid_seen_ndcg20,best_valid_seen_mrr5,best_valid_seen_mrr10,best_valid_seen_mrr20,test_seen_hit5,test_seen_hit10,test_seen_hit20,test_seen_ndcg5,test_seen_ndcg10,test_seen_ndcg20,test_seen_mrr5,test_seen_mrr10,test_seen_mrr20,best_valid_unseen_hit5,best_valid_unseen_hit10,best_valid_unseen_hit20,best_valid_unseen_ndcg5,best_valid_unseen_ndcg10,best_valid_unseen_ndcg20,best_valid_unseen_mrr5,best_valid_unseen_mrr10,best_valid_unseen_mrr20,test_unseen_hit5,test_unseen_hit10,test_unseen_hit20,test_unseen_ndcg5,test_unseen_ndcg10,test_unseen_ndcg20,test_unseen_mrr5,test_unseen_mrr10,test_unseen_mrr20
/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_DuoRec_s1_kuaireclargestrictposv2_0_2_duorec_20260417_160338_134174_pid514333.json,KuaiRecLargeStrictPosV2_0.2,KuaiRecLargeStrictPosV2_0.2,DuoRec,final_experiment,stage1_broad_search,S1_KUAIRECLARGESTRICTPOSV2_0_2_DUOREC,2026-04-17T16:16:05.430977,2,36,overall_seen_target,,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/special/stage1_broad_search/S1/KuaiRecLargeStrictPosV2_0.2/DuoRec/KuaiRecLargeStrictPosV2_0.2_DuoRec_s1_kuaireclargestrictposv2_0_2_duorec_20260417_160338_134174_pid514333_special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logging/final_experiment/KuaiRecLargeStrictPosV2_0.2/S1/KuaiRecLargeStrictPosV2_0.2_DuoRec_s1_kuaireclargestrictposv2_0_2_duorec_20260417_160338_134174_pid514333,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/diag/meta.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/diag/tier_a_final/final_metrics.csv,,0.022655555555555557,0.32211111111111107,0.02265033177401858,0.3221045109887532,0.0,0.0,0.0197,0.0303,0.0489,0.0156,0.019,0.0236,0.0143,0.0156,0.0169,0.3247,0.346,0.3763,0.3067,0.3137,0.3212,0.3008,0.3038,0.3058,0.019704433497536946,0.030314513073133764,0.04888215233042819,0.015633175232140303,0.01896664020282475,0.02359771459741365,0.014292029843903166,0.015611072075484421,0.016851255113302013,0.3247480403135498,0.3460246360582307,0.3762597984322508,0.3066618045727323,0.31368443613490227,0.32119429116486703,0.3008025383528777,0.3037878385633397,0.3057772153060287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_DuoRec_s1_kuaireclargestrictposv2_0_2_duorec_20260418_020301_459608_pid537671.json,KuaiRecLargeStrictPosV2_0.2,KuaiRecLargeStrictPosV2_0.2,DuoRec,final_experiment,stage1_broad_search,S1_KUAIRECLARGESTRICTPOSV2_0_2_DUOREC,2026-04-18T02:24:47.192273,13,36,overall_seen_target,,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/special/stage1_broad_search/S1/KuaiRecLargeStrictPosV2_0.2/DuoRec/KuaiRecLargeStrictPosV2_0.2_DuoRec_s1_kuaireclargestrictposv2_0_2_duorec_20260418_020301_459608_pid537671_special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logging/final_experiment/KuaiRecLargeStrictPosV2_0.2/S1/KuaiRecLargeStrictPosV2_0.2_DuoRec_s1_kuaireclargestrictposv2_0_2_duorec_20260418_020301_459608_pid537671,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/diag/meta.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/diag/tier_a_final/final_metrics.csv,,0.02442222222222222,0.32051111111111114,0.024392156500149254,0.3205057343138277,0.0,0.0,0.0235,0.0315,0.0527,0.0174,0.0199,0.0252,0.0154,0.0164,0.0178,0.3247,0.3315,0.3595,0.3111,0.3134,0.3205,0.3066,0.3077,0.3096,0.023493747631678667,0.03145130731337628,0.05267146646456991,0.0173724688852136,0.019904237888490852,0.025153300168388674,0.01535303781162658,0.016374799325164405,0.017755043012834308,0.3247480403135498,0.3314669652855543,0.3594624860022396,0.3110773304742234,0.31344504525920447,0.32051945869025567,0.3065696156271895,0.3076627740901368,0.30959989308209596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_DuoRec_s1_kuaireclargestrictposv2_0_2_duorec_20260418_022623_967265_pid544116.json,KuaiRecLargeStrictPosV2_0.2,KuaiRecLargeStrictPosV2_0.2,DuoRec,final_experiment,stage1_broad_search,S1_KUAIRECLARGESTRICTPOSV2_0_2_DUOREC,2026-04-18T03:44:55.394980,36,36,overall_seen_target,,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/special/stage1_broad_search/S1/KuaiRecLargeStrictPosV2_0.2/DuoRec/KuaiRecLargeStrictPosV2_0.2_DuoRec_s1_kuaireclargestrictposv2_0_2_duorec_20260418_022623_967265_pid544116_special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logging/final_experiment/KuaiRecLargeStrictPosV2_0.2/S1/KuaiRecLargeStrictPosV2_0.2_DuoRec_s1_kuaireclargestrictposv2_0_2_duorec_20260418_022623_967265_pid544116,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/diag/meta.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/diag/tier_a_final/final_metrics.csv,,0.02522222222222222,0.3225333333333334,0.025220178518935075,0.3225335073190919,0.0,0.0,0.0224,0.0356,0.0557,0.0168,0.021,0.026,0.0149,0.0166,0.018,0.3214,0.3359,0.3763,0.3092,0.314,0.324,0.3051,0.3071,0.3098,0.02235695339143615,0.03561955286093217,0.05570291777188329,0.016764120989651698,0.021002958120383653,0.025999475113818844,0.014923582207122144,0.016642006123300843,0.017970040091886897,0.3213885778275476,0.335946248600224,0.3762597984322508,0.30919468249345544,0.31396380016811753,0.32401057643959796,0.30511384851988593,0.30711974984520896,0.3098042835455392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_DuoRec_s2_kuaireclargestrictposv2_0_2_duorec_20260418_064357_027788_pid562804.json,KuaiRecLargeStrictPosV2_0.2,KuaiRecLargeStrictPosV2_0.2,DuoRec,final_experiment,stage2_focus_search,S2_KUAIRECLARGESTRICTPOSV2_0_2_DUOREC,2026-04-18T07:20:56.838970,14,14,overall_seen_target,,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/special/stage2_focus_search/S2/KuaiRecLargeStrictPosV2_0.2/DuoRec/KuaiRecLargeStrictPosV2_0.2_DuoRec_s2_kuaireclargestrictposv2_0_2_duorec_20260418_064357_027788_pid562804_special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logging/final_experiment/KuaiRecLargeStrictPosV2_0.2/S2/KuaiRecLargeStrictPosV2_0.2_DuoRec_s2_kuaireclargestrictposv2_0_2_duorec_20260418_064357_027788_pid562804,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/diag/meta.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/diag/tier_a_final/final_metrics.csv,,0.02442222222222222,0.3252111111111111,0.024421344135991948,0.32524344608738337,0.0,0.0,0.0231,0.0296,0.0538,0.0175,0.0196,0.0257,0.0157,0.0166,0.0182,0.3303,0.3404,0.3639,0.3152,0.3183,0.3242,0.3102,0.3114,0.313,0.023114816218264493,0.029556650246305417,0.05380826070481243,0.017545123213662844,0.019634590597485176,0.025652363664862694,0.01571933816738678,0.016584564919338934,0.01817638949180878,0.3303471444568869,0.3404255319148936,0.3639417693169093,0.3152117029683454,0.31833964362657086,0.32423086521139605,0.31022769699972397,0.31144039187692985,0.31302626841479425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_FAME_s1_kuaireclargestrictposv2_0_2_fame_20260417_160159_673567_pid514705.json,KuaiRecLargeStrictPosV2_0.2,KuaiRecLargeStrictPosV2_0.2,FAME,final_experiment,stage1_broad_search,S1_KUAIRECLARGESTRICTPOSV2_0_2_FAME,2026-04-17T16:56:03.486799,28,36,overall_seen_target,,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/special/stage1_broad_search/S1/KuaiRecLargeStrictPosV2_0.2/FAME/KuaiRecLargeStrictPosV2_0.2_FAME_s1_kuaireclargestrictposv2_0_2_fame_20260417_160159_673567_pid514705_special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logging/final_experiment/KuaiRecLargeStrictPosV2_0.2/S1/KuaiRecLargeStrictPosV2_0.2_FAME_s1_kuaireclargestrictposv2_0_2_fame_20260417_160159_673567_pid514705,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/diag/meta.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/diag/tier_a_final/final_metrics.csv,,0.02641111111111111,0.28689999999999993,0.02640202809518088,0.2868918606651516,0.0,0.0,0.0235,0.0368,0.0595,0.0174,0.0217,0.0274,0.0154,0.0172,0.0188,0.2923,0.3124,0.3494,0.2699,0.2766,0.2859,0.2625,0.2653,0.2678,0.023493747631678667,0.03675634710117469,0.05949223190602501,0.017400302334507563,0.02169352709998593,0.027432990377940388,0.015409877514604277,0.017183938196727207,0.018755290693984242,0.29227323628219487,0.3124300111982083,0.3493840985442329,0.2699233532152144,0.2765644441326415,0.28585065495794326,0.26248600236312275,0.2652984413361095,0.26781650395669704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_FAME_s1_kuaireclargestrictposv2_0_2_fame_20260417_170029_858567_pid524874.json,KuaiRecLargeStrictPosV2_0.2,KuaiRecLargeStrictPosV2_0.2,FAME,final_experiment,stage1_broad_search,S1_KUAIRECLARGESTRICTPOSV2_0_2_FAME,2026-04-17T18:01:34.006532,36,36,overall_seen_target,,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/special/stage1_broad_search/S1/KuaiRecLargeStrictPosV2_0.2/FAME/KuaiRecLargeStrictPosV2_0.2_FAME_s1_kuaireclargestrictposv2_0_2_fame_20260417_170029_858567_pid524874_special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logging/final_experiment/KuaiRecLargeStrictPosV2_0.2/S1/KuaiRecLargeStrictPosV2_0.2_FAME_s1_kuaireclargestrictposv2_0_2_fame_20260417_170029_858567_pid524874,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/diag/meta.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/diag/tier_a_final/final_metrics.csv,,0.02641111111111111,0.28689999999999993,0.02640202809518088,0.2868918606651516,0.0,0.0,0.0235,0.0368,0.0595,0.0174,0.0217,0.0274,0.0154,0.0172,0.0188,0.2923,0.3124,0.3494,0.2699,0.2766,0.2859,0.2625,0.2653,0.2678,0.023493747631678667,0.03675634710117469,0.05949223190602501,0.017400302334507563,0.02169352709998593,0.027432990377940388,0.015409877514604277,0.017183938196727207,0.018755290693984242,0.29227323628219487,0.3124300111982083,0.3493840985442329,0.2699233532152144,0.2765644441326415,0.28585065495794326,0.26248600236312275,0.2652984413361095,0.26781650395669704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_FAME_s2_kuaireclargestrictposv2_0_2_fame_20260418_064814_012544_pid563106.json,KuaiRecLargeStrictPosV2_0.2,KuaiRecLargeStrictPosV2_0.2,FAME,final_experiment,stage2_focus_search,S2_KUAIRECLARGESTRICTPOSV2_0_2_FAME,2026-04-18T07:03:01.297896,14,14,overall_seen_target,,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/special/stage2_focus_search/S2/KuaiRecLargeStrictPosV2_0.2/FAME/KuaiRecLargeStrictPosV2_0.2_FAME_s2_kuaireclargestrictposv2_0_2_fame_20260418_064814_012544_pid563106_special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logging/final_experiment/KuaiRecLargeStrictPosV2_0.2/S2/KuaiRecLargeStrictPosV2_0.2_FAME_s2_kuaireclargestrictposv2_0_2_fame_20260418_064814_012544_pid563106,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/diag/meta.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/diag/tier_a_final/final_metrics.csv,,0.020233333333333336,0.3025777777777777,0.02021691620959708,0.30259034485579706,0.0,0.0,0.0186,0.0277,0.0421,0.0142,0.0171,0.0207,0.0128,0.014,0.0149,0.308,0.3292,0.3617,0.2859,0.2929,0.3011,0.2787,0.2817,0.284,0.01856763925729443,0.027661993179234557,0.042061386888973096,0.014192177371664361,0.01711761085270661,0.02070542495781023,0.012763673126945986,0.013962870779228103,0.014919469472516347,0.3079507278835386,0.3292273236282195,0.3617021276595745,0.2858727195895666,0.292920492464324,0.30114096232918314,0.27874206805816554,0.2817469207029727,0.2840097613866292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_FDSA_s1_kuaireclargestrictposv2_0_2_fdsa_20260417_161937_753235_pid518640.json,KuaiRecLargeStrictPosV2_0.2,KuaiRecLargeStrictPosV2_0.2,FDSA,final_experiment,stage1_broad_search,S1_KUAIRECLARGESTRICTPOSV2_0_2_FDSA,2026-04-17T16:55:54.661391,18,36,overall_seen_target,,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/special/stage1_broad_search/S1/KuaiRecLargeStrictPosV2_0.2/FDSA/KuaiRecLargeStrictPosV2_0.2_FDSA_s1_kuaireclargestrictposv2_0_2_fdsa_20260417_161937_753235_pid518640_special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logging/final_experiment/KuaiRecLargeStrictPosV2_0.2/S1/KuaiRecLargeStrictPosV2_0.2_FDSA_s1_kuaireclargestrictposv2_0_2_fdsa_20260417_161937_753235_pid518640,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/diag/meta.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/diag/tier_a_final/final_metrics.csv,,0.025888888888888892,0.32262222222222225,0.025899957871436823,0.3226197323492692,0.0,0.0,0.0243,0.0352,0.0576,0.0176,0.0211,0.0266,0.0155,0.0168,0.0183,0.3259,0.3449,0.3662,0.3099,0.3158,0.3211,0.3046,0.3069,0.3083,0.02425161045850701,0.035240621447518,0.05759757483895415,0.017636926743784562,0.021078601349660418,0.0266339734066793,0.01549197933288992,0.01684726064078236,0.01832107262415568,0.3258678611422172,0.3449048152295633,0.3661814109742441,0.3098977992075421,0.3157696699241775,0.32113899090322107,0.30460992914364826,0.30686912326870147,0.30833799135010825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_FDSA_s1_kuaireclargestrictposv2_0_2_fdsa_20260417_170213_275834_pid524885.json,KuaiRecLargeStrictPosV2_0.2,KuaiRecLargeStrictPosV2_0.2,FDSA,final_experiment,stage1_broad_search,S1_KUAIRECLARGESTRICTPOSV2_0_2_FDSA,2026-04-17T17:58:55.961072,14,36,overall_seen_target,,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/special/stage1_broad_search/S1/KuaiRecLargeStrictPosV2_0.2/FDSA/KuaiRecLargeStrictPosV2_0.2_FDSA_s1_kuaireclargestrictposv2_0_2_fdsa_20260417_170213_275834_pid524885_special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logging/final_experiment/KuaiRecLargeStrictPosV2_0.2/S1/KuaiRecLargeStrictPosV2_0.2_FDSA_s1_kuaireclargestrictposv2_0_2_fdsa_20260417_170213_275834_pid524885,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/diag/meta.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/diag/tier_a_final/final_metrics.csv,,0.025888888888888892,0.32262222222222225,0.025899957871436823,0.3226197323492692,0.0,0.0,0.0243,0.0352,0.0576,0.0176,0.0211,0.0266,0.0155,0.0168,0.0183,0.3259,0.3449,0.3662,0.3099,0.3158,0.3211,0.3046,0.3069,0.3083,0.02425161045850701,0.035240621447518,0.05759757483895415,0.017636926743784562,0.021078601349660418,0.0266339734066793,0.01549197933288992,0.01684726064078236,0.01832107262415568,0.3258678611422172,0.3449048152295633,0.3661814109742441,0.3098977992075421,0.3157696699241775,0.32113899090322107,0.30460992914364826,0.30686912326870147,0.30833799135010825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_FDSA_s1_kuaireclargestrictposv2_0_2_fdsa_20260418_014136_297002_pid530006.json,KuaiRecLargeStrictPosV2_0.2,KuaiRecLargeStrictPosV2_0.2,FDSA,final_experiment,stage1_broad_search,S1_KUAIRECLARGESTRICTPOSV2_0_2_FDSA,2026-04-18T01:55:00.032163,6,36,overall_seen_target,,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/special/stage1_broad_search/S1/KuaiRecLargeStrictPosV2_0.2/FDSA/KuaiRecLargeStrictPosV2_0.2_FDSA_s1_kuaireclargestrictposv2_0_2_fdsa_20260418_014136_297002_pid530006_special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logging/final_experiment/KuaiRecLargeStrictPosV2_0.2/S1/KuaiRecLargeStrictPosV2_0.2_FDSA_s1_kuaireclargestrictposv2_0_2_fdsa_20260418_014136_297002_pid530006,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/diag/meta.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/diag/tier_a_final/final_metrics.csv,,0.025022222222222223,0.2883222222222222,0.025019205494172386,0.2883270996680333,0.0,0.0,0.0227,0.036,0.0523,0.0171,0.0213,0.0254,0.0153,0.017,0.0181,0.2934,0.3124,0.3471,0.2724,0.2786,0.2873,0.2654,0.268,0.2703,0.022735884804850323,0.03599848427434634,0.05229253505115574,0.017122642058411887,0.021333109083479216,0.02539155056030292,0.015277251499581852,0.01696906000511264,0.01805233211031056,0.2933930571108623,0.3124300111982083,0.3471444568868981,0.27239588430320294,0.27859519870924654,0.2873137040274408,0.26537887284830464,0.267964681403968,0.27032803052416843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
