paper_section,panel,layout_variant,variant_or_model,metric,cutoff,value,split,selection_rule,run_id,source_path,notes,status
Q3,Q3_dense_vs_staged,dense_ffn,RouteRec,NDCG,20,0.16374,test,best_valid_seen_target,derived,q3/summary.csv,real_export,real
Q3,Q3_dense_vs_staged,dense_ffn,RouteRec,HR,10,0.229329,test,best_valid_seen_target,derived,q3/summary.csv,real_export,real
Q3,Q3_dense_vs_staged,best_single_stage,RouteRec,NDCG,20,0.153102,test,best_valid_seen_target,derived,q3/summary.csv,real_export,real
Q3,Q3_dense_vs_staged,best_single_stage,RouteRec,HR,10,0.236238,test,best_valid_seen_target,derived,q3/summary.csv,real_export,real
Q3,Q3_dense_vs_staged,best_two_stage,RouteRec,NDCG,20,0.155874,test,best_valid_seen_target,derived,q3/summary.csv,real_export,real
Q3,Q3_dense_vs_staged,best_two_stage,RouteRec,HR,10,0.237798,test,best_valid_seen_target,derived,q3/summary.csv,real_export,real
Q3,Q3_dense_vs_staged,three_stage,RouteRec,NDCG,20,0.152367,test,best_valid_seen_target,derived,q3/summary.csv,real_export,real
Q3,Q3_dense_vs_staged,three_stage,RouteRec,HR,10,0.224649,test,best_valid_seen_target,derived,q3/summary.csv,real_export,real
