early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_memory_js,macro_1.route_consistency_feature_group_knn_memory_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1703,ok,0.1746,0.1686,1
True,14,1.0,1.0,0.0,0.2806144171220759,0.0,2.4349399198415402,0.3831097185611725,0.2356450855731964,0.0,0.1504086089528518,1.0848078537494972,2.9336331101618645,0.9667295967317632,5.91958521021021,11.12404187988384,5.91958521021021,0.0023477430913801762,0.9976550107019434,0.0021914873427782366,0.9978124039231995,0.004226718936954533,0.9957822010676554,0.0,1.0,0.00018824010867744465,0.9998117776073802,0.0004918664946049705,0.9995084084362507,0.0006288055380348166,0.9993713921187362,0.0,0.0,9.942296273546274,5.91958521021021,0.9189440128748724,0.172,ok,0.1751,0.1686,2
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.171,ok,0.1754,0.1685,3
True,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1702,ok,0.174,0.1688,4
True,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1717,ok,0.1759,0.1696,5
True,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1716,ok,0.1757,0.1688,6
True,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1717,ok,0.1762,0.169,7
True,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1712,ok,0.1751,0.1683,8
True,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1707,ok,0.1743,0.1689,9
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1709,ok,0.1735,0.1685,10
