early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_memory_js,macro_1.route_consistency_feature_group_knn_memory_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0805,ok,0.1684,0.0692,1
True,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0693,ok,0.15,0.0587,2
True,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0777,ok,0.1901,0.0738,3
True,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0741,ok,0.1717,0.0703,4
True,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,ok,0.0337,0.0131,5
True,40,1.0,1.0,0.0,0.66027207925713,0.0,1.4566180641828508,0.3429333567619324,0.013944271951913834,0.0,0.25582082466968964,0.6941949076333603,2.815726917109907,0.5310582627655799,8.00609274007387,6.267587460055244,8.00609274007387,0.0,1.0,0.02466828524424282,0.9759406275547624,0.059186877306148286,0.9425306151157009,0.014817978426580173,0.9852912675485862,0.001956735841675368,0.9980451773178489,0.004096950979077218,0.9959150998616714,0.006916788476325798,0.9931070774482016,0.0,0.0,7.379660087719298,8.00609274007387,0.5873434410019776,0.0868,ok,0.1841,0.0738,6
True,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0784,ok,0.1777,0.0721,7
True,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.079,ok,0.1795,0.0746,8
True,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0738,ok,0.1878,0.0756,9
True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0778,ok,0.1814,0.073,10
True,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0127,ok,0.0314,0.0114,11
True,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0762,ok,0.1952,0.0772,12
True,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0776,ok,0.197,0.0741,13
True,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0752,ok,0.1874,0.0742,14
True,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0663,ok,0.1675,0.0618,15
True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076,ok,0.185,0.0724,16
True,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0135,ok,0.0351,0.0123,17
True,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,ok,0.1892,0.0771,18
True,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0699,ok,0.1726,0.0688,19
True,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0139,ok,0.0341,0.0134,20
