early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,20,0.0018,ok,0.0,0.0,1
True,22,0.004,ok,0.0,0.0,2
True,19,0.0074,ok,0.0,0.0,3
True,14,0.0088,ok,0.0,0.0,4
True,17,0.002,ok,0.0,0.0,5
True,22,0.0029,ok,0.0,0.0,6
True,19,0.0023,ok,0.0,0.0,7
True,19,0.0044,ok,0.0,0.0,8
True,19,0.0022,ok,0.0,0.0,9
True,12,0.0044,ok,0.0,0.0,10
True,18,0.0018,ok,0.0,0.0008,11
True,19,0.0018,ok,0.0,0.0,12
