early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,14,0.0801,ok,0.1851,0.1601,1
True,14,0.0804,ok,0.1854,0.1603,2
True,53,0.0809,ok,0.188,0.1616,3
True,17,0.0802,ok,0.1867,0.1607,4
True,31,0.0808,ok,0.1892,0.1616,5
True,17,0.0804,ok,0.1889,0.1622,6
True,17,0.0805,ok,0.1893,0.1623,7
True,48,0.0809,ok,0.1893,0.1618,8
True,17,0.0804,ok,0.1888,0.1618,9
True,20,0.0807,ok,0.1886,0.1621,10
True,23,0.0808,ok,0.1889,0.1618,11
True,48,0.0809,ok,0.1889,0.1619,12
True,15,0.0802,ok,0.1856,0.1603,13
True,16,0.082,ok,0.1861,0.1605,14
True,14,0.0803,ok,0.1856,0.1603,15
True,23,0.0809,ok,0.1888,0.1618,16
True,20,0.0806,ok,0.189,0.1621,17
True,17,0.0804,ok,0.1852,0.1603,18
True,15,0.0811,ok,0.1879,0.1613,19
True,20,0.0806,ok,0.1882,0.1614,20
