avg_epoch_time_sec,early_stopped,epochs_run,mrr@20,status,test_hr@10,test_inference_time_sec,test_mrr@20,trial
26.78277950701506,True,46,0.0831,ok,0.1533,0.18042564392089844,0.0584,1
26.46459362861958,True,47,0.078,ok,0.1496,0.16956830024719238,0.0558,2
26.651290075688422,True,79,0.0807,ok,0.1468,0.17580246925354004,0.0559,3
26.53961329874785,True,69,0.0769,ok,0.1492,0.17150592803955078,0.0554,4
26.90485164488869,True,87,0.0751,ok,0.1524,0.16833734512329102,0.0556,5
27.284409711437842,True,62,0.0879,ok,0.1561,0.17557001113891602,0.0628,6
26.916134007369415,True,79,0.0806,ok,0.1468,0.17787957191467285,0.0559,7
26.625984980078304,True,85,0.078,ok,0.1454,0.19236016273498535,0.0557,8
27.066792906194493,True,69,0.0769,ok,0.1468,0.1692509651184082,0.0561,9
27.0572911969253,True,56,0.0772,ok,0.1492,0.1739511489868164,0.0562,10
26.887735756960783,True,77,0.0844,ok,0.1529,0.17566967010498047,0.0601,11
26.866678466188148,True,47,0.0837,ok,0.158,0.1722707748413086,0.0619,12
