global_best_valid_mrr20,run_best_valid_mrr20,run_phase,exp_brief,stage,trigger,dataset,seed_id,gpu_id,status,test_mrr20,n_completed,interrupted,special_ok,diag_ok,result_path,timestamp_utc,phase_id,axis_id,axis_desc,setting_id,setting_key,setting_desc,setting_group,setting_detail,hparam_id,run_id
0.117000,0.117000,P14_FAD_FOURSQUARE_H1_S1,FINAL_MAIN_ATTN_MICRO_BEFORE,final,trial_new_best,foursquare,1,0,running,0.094400,,,,,,2026-03-27T10:07:41.678978Z,P14,FAD,final_all_datasets,FINAL_MAIN_H1_S1,FINAL_MAIN_ATTN_MICRO_BEFORE,FINAL_MAIN_ATTN_MICRO_BEFORE_H1_S1,final_main,B4 + C0-N4 + family_dropout + attn_micro_before + session_fixed,H1,FAD_FOURSQUARE_H1_S1
0.117200,0.117200,P14_FAD_FOURSQUARE_H1_S2,FINAL_MAIN_ATTN_MICRO_BEFORE,final,trial_new_best,foursquare,2,1,running,0.089300,,,,,,2026-03-27T10:07:41.679872Z,P14,FAD,final_all_datasets,FINAL_MAIN_H1_S2,FINAL_MAIN_ATTN_MICRO_BEFORE,FINAL_MAIN_ATTN_MICRO_BEFORE_H1_S2,final_main,B4 + C0-N4 + family_dropout + attn_micro_before + session_fixed,H1,FAD_FOURSQUARE_H1_S2
0.118900,0.118900,P14_FAD_FOURSQUARE_H1_S1,FINAL_MAIN_ATTN_MICRO_BEFORE,final,trial_new_best,foursquare,1,0,running,0.089100,,,,,,2026-03-27T10:08:47.754263Z,P14,FAD,final_all_datasets,FINAL_MAIN_H1_S1,FINAL_MAIN_ATTN_MICRO_BEFORE,FINAL_MAIN_ATTN_MICRO_BEFORE_H1_S1,final_main,B4 + C0-N4 + family_dropout + attn_micro_before + session_fixed,H1,FAD_FOURSQUARE_H1_S1
0.121500,0.121500,P14_FAD_FOURSQUARE_H1_S2,FINAL_MAIN_ATTN_MICRO_BEFORE,final,trial_new_best,foursquare,2,1,running,0.092200,,,,,,2026-03-27T10:09:11.782006Z,P14,FAD,final_all_datasets,FINAL_MAIN_H1_S2,FINAL_MAIN_ATTN_MICRO_BEFORE,FINAL_MAIN_ATTN_MICRO_BEFORE_H1_S2,final_main,B4 + C0-N4 + family_dropout + attn_micro_before + session_fixed,H1,FAD_FOURSQUARE_H1_S2
0.125400,0.125400,P14_FAD_FOURSQUARE_H1_S3,FINAL_MAIN_ATTN_MICRO_BEFORE,final,trial_new_best,foursquare,3,2,running,0.097400,,,,,,2026-03-27T10:11:14.919097Z,P14,FAD,final_all_datasets,FINAL_MAIN_H1_S3,FINAL_MAIN_ATTN_MICRO_BEFORE,FINAL_MAIN_ATTN_MICRO_BEFORE_H1_S3,final_main,B4 + C0-N4 + family_dropout + attn_micro_before + session_fixed,H1,FAD_FOURSQUARE_H1_S3
0.125600,0.125600,P14_FAD_FOURSQUARE_H1_S1,FINAL_MAIN_ATTN_MICRO_BEFORE,final,trial_new_best,foursquare,1,0,running,0.096600,,,,,,2026-03-27T10:12:23.992882Z,P14,FAD,final_all_datasets,FINAL_MAIN_H1_S1,FINAL_MAIN_ATTN_MICRO_BEFORE,FINAL_MAIN_ATTN_MICRO_BEFORE_H1_S1,final_main,B4 + C0-N4 + family_dropout + attn_micro_before + session_fixed,H1,FAD_FOURSQUARE_H1_S1
0.125800,0.125800,P14_FAD_FOURSQUARE_H1_S3,FINAL_MAIN_ATTN_MICRO_BEFORE,final,trial_new_best,foursquare,3,2,running,0.095800,,,,,,2026-03-27T10:26:33.922851Z,P14,FAD,final_all_datasets,FINAL_MAIN_H1_S3,FINAL_MAIN_ATTN_MICRO_BEFORE,FINAL_MAIN_ATTN_MICRO_BEFORE_H1_S3,final_main,B4 + C0-N4 + family_dropout + attn_micro_before + session_fixed,H1,FAD_FOURSQUARE_H1_S3
0.126100,0.126100,P14_FAD_FOURSQUARE_H1_S3,FINAL_MAIN_ATTN_MICRO_BEFORE,final,trial_new_best,foursquare,3,2,running,0.096700,,,,,,2026-03-27T10:30:49.206461Z,P14,FAD,final_all_datasets,FINAL_MAIN_H1_S3,FINAL_MAIN_ATTN_MICRO_BEFORE,FINAL_MAIN_ATTN_MICRO_BEFORE_H1_S3,final_main,B4 + C0-N4 + family_dropout + attn_micro_before + session_fixed,H1,FAD_FOURSQUARE_H1_S3
