avg_epoch_time_sec,early_stopped,epochs_run,mrr@20,status,test_hr@10,test_inference_time_sec,test_mrr@20,trial
1.3362822842597961,False,100,0.1323,ok,0.1795,0.0995490550994873,0.0978,1
1.2752581238746643,True,28,0.0114,ok,0.0244,0.09922194480895996,0.0117,2
1.3477674102783204,False,100,0.0975,ok,0.1427,0.09544682502746582,0.0748,3
1.3082645535469055,True,28,0.0114,ok,0.0252,0.0961604118347168,0.0123,4
1.284392193744057,True,19,0.0113,ok,0.0248,0.0992743968963623,0.0118,5
1.2876572949545724,True,14,0.0111,ok,0.0244,0.09531450271606445,0.011,6
1.2993477394706325,True,19,0.011,ok,0.024,0.1035909652709961,0.0117,7
1.2787987085489125,True,13,0.0111,ok,0.0228,0.10094070434570312,0.0111,8
1.2892975551741463,True,28,0.0114,ok,0.0252,0.09610843658447266,0.0118,9
1.3272809863090516,False,100,0.134,ok,0.1759,0.1002357006072998,0.098,10
1.351616244316101,False,100,0.1187,ok,0.1655,0.09616470336914062,0.0902,11
1.3112638684892164,True,97,0.133,ok,0.1763,0.09615445137023926,0.1024,12
1.2744083745138985,True,28,0.0113,ok,0.0252,0.09632349014282227,0.0118,13
1.2825825044087,True,14,0.0113,ok,0.0248,0.09496164321899414,0.011,14
1.2975759004291736,True,19,0.0113,ok,0.0252,0.10006070137023926,0.0117,15
