avg_epoch_time_sec,early_stopped,epochs_run,mrr@20,status,test_hr@10,test_inference_time_sec,test_mrr@20,trial
3.9148380905389786,True,48,0.2322,ok,0.3821,0.11283612251281738,0.2004,1
3.897064111107274,True,95,0.2285,ok,0.3773,0.11473560333251953,0.1969,2
3.879883727511844,True,74,0.233,ok,0.3665,0.12008547782897949,0.1981,3
3.8907818183666323,True,82,0.2259,ok,0.3657,0.11791133880615234,0.1934,4
3.907913227081299,False,100,0.2261,ok,0.3757,0.1197664737701416,0.1961,5
3.9181054896050758,True,91,0.228,ok,0.3749,0.11342763900756836,0.1967,6
3.909387471629124,True,51,0.2296,ok,0.3781,0.11398553848266602,0.2003,7
3.886703762141141,True,66,0.228,ok,0.3805,0.11839818954467773,0.1953,8
3.935042078212156,True,59,0.2117,ok,0.3573,0.1141350269317627,0.1822,9
3.864954410529718,True,82,0.2333,ok,0.3817,0.11893773078918457,0.2013,10
