early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1693,ok,0.171,0.1681,1
True,11,1.0,1.0,0.0,0.10390269011259079,0.0,2.067534566401535,0.3582034707069397,0.22146795690059662,0.0,0.08699992842994646,0.6835645537703878,1.9849758066071383,0.7756182105165423,5.118108449358449,7.914555787889617,5.118108449358449,0.002643958551780207,0.9973595336282272,0.0014358901063047924,0.9985658689583908,0.00022782166082937797,0.9997722042885545,0.0002627303748061805,0.9997373041357963,3.728432946442061e-05,0.9999627167283021,0.00029737592036366755,0.9997026682914727,0.0,0.0,9.610370597870597,5.118108449358449,0.613506236266287,0.1696,ok,0.1718,0.1684,2
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1693,ok,0.1727,0.1684,3
True,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1664,ok,0.1751,0.1667,4
True,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1693,ok,0.1713,0.1681,5
True,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1681,ok,0.1732,0.1672,6
True,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1591,ok,0.1705,0.1562,7
True,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1616,ok,0.1729,0.1608,8
True,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.159,ok,0.1721,0.1562,9
True,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1689,ok,0.1732,0.1681,10
