early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,ok,0.0521,0.0461,1
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1065,ok,0.1588,0.1064,2
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1618,ok,0.1678,0.1637,3
True,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1619,ok,0.1735,0.1653,4
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0565,ok,0.0837,0.0558,5
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0533,ok,0.0723,0.0518,6
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1594,ok,0.1738,0.1625,7
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0728,ok,0.1312,0.0744,8
True,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1619,ok,0.1735,0.1653,9
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.164,ok,0.1716,0.1646,10
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1628,ok,0.1735,0.1656,11
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0492,ok,0.0576,0.0483,12
True,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1624,ok,0.1729,0.1652,13
True,15,1.0,1.0,0.0,0.313140897061202,0.0,1.730341930766612,0.4673668444156647,0.252120703458786,0.0,0.04605898653902696,0.6898940303805206,1.995766084999008,0.817554393240692,4.968232152607152,5.464195721668325,4.968232152607152,0.0,1.0,0.0,1.0,0.0,1.0,0.00015631963280488519,0.9998436925844723,0.000617247639280377,0.9993830098345029,0.0007840503345836293,0.9992162569525652,0.0,0.0,6.239106862544363,4.968232152607152,0.9063167342391136,0.1643,ok,0.1729,0.1655,14
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1143,ok,0.1628,0.112,15
True,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0462,ok,0.0518,0.0453,16
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1627,ok,0.1724,0.1629,17
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1589,ok,0.1751,0.1617,18
True,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.164,ok,0.1732,0.1649,19
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1631,ok,0.1743,0.1647,20
