early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_memory_js,macro_1.route_consistency_feature_group_knn_memory_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109,ok,0.1931,0.104,1
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1006,ok,0.1994,0.1065,2
True,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1144,ok,0.2076,0.1152,3
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1053,ok,0.2047,0.1072,4
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0892,ok,0.176,0.0915,5
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1117,ok,0.2112,0.1157,6
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0992,ok,0.1968,0.1005,7
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1041,ok,0.2023,0.104,8
True,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1152,ok,0.2139,0.1175,9
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1072,ok,0.1971,0.1075,10
True,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0561,ok,0.1098,0.0568,11
True,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1147,ok,0.2086,0.1128,12
True,83,1.0,1.0,0.0,0.09526713494012404,0.0,2.147294306898354,0.3654157221317291,0.05360107496380806,0.0,0.07040884553026953,1.064510539832114,2.9852012293667993,0.34328455709432976,3.4718733574244416,8.919052480494807,3.4718733574244416,0.0,1.0,0.006655568654632234,0.9933804559860606,0.012954058252402267,0.9871294844321841,0.007012647711494436,0.993011883525998,0.0023265755912790786,0.9976761287879911,0.0008895254427541832,0.9991110405031751,0.0032632795175960906,0.9967420391919573,0.0,0.0,7.23861038107753,3.4718733574244416,0.21883982231512936,0.1161,ok,0.2065,0.1128,13
True,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.116,ok,0.2063,0.113,14
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1069,ok,0.211,0.1129,15
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1119,ok,0.1994,0.1084,16
True,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0523,ok,0.1059,0.0503,17
True,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1155,ok,0.2091,0.1141,18
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1097,ok,0.2126,0.1125,19
True,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0479,ok,0.0938,0.0421,20
