early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,17,0.0187,ok,0.355,0.3396,1
True,18,0.019,ok,0.3606,0.3369,2
True,17,0.0186,ok,0.3527,0.3387,3
True,17,0.0186,ok,0.3583,0.338,4
True,17,0.0188,ok,0.3561,0.3395,5
True,17,0.0189,ok,0.3539,0.3389,6
True,18,0.0189,ok,0.3606,0.3369,7
True,17,0.0187,ok,0.3527,0.3392,8
True,18,0.0189,ok,0.3595,0.3369,9
True,17,0.0188,ok,0.3539,0.339,10
True,17,0.0191,ok,0.3561,0.3395,11
True,17,0.0188,ok,0.3561,0.3395,12
True,17,0.0191,ok,0.3539,0.3391,13
True,14,0.0189,ok,0.3617,0.3417,14
