early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,29,0.0676,ok,0.1576,0.1502,1
True,21,0.0735,ok,0.1751,0.1527,2
True,29,0.0677,ok,0.159,0.1503,3
True,48,0.0734,ok,0.1782,0.1439,4
True,23,0.069,ok,0.1648,0.1501,5
True,15,0.0659,ok,0.1527,0.1507,6
True,27,0.0681,ok,0.1627,0.1497,7
True,29,0.0679,ok,0.158,0.1503,8
True,21,0.0703,ok,0.1652,0.1513,9
True,69,0.0707,ok,0.1754,0.1374,10
True,22,0.0713,ok,0.1687,0.1513,11
True,29,0.068,ok,0.1586,0.1504,12
True,21,0.0719,ok,0.1699,0.1507,13
True,29,0.0677,ok,0.1576,0.1504,14
True,29,0.0678,ok,0.1581,0.1505,15
True,27,0.068,ok,0.1624,0.1493,16
True,21,0.0739,ok,0.1758,0.1522,17
True,15,0.0659,ok,0.1528,0.1509,18
