global_best_valid_mrr20,global_best_test_mrr20,model,model_best_valid_mrr20,model_best_test_mrr20,run_best_valid_mrr20,run_best_test_mrr20,profile_id,parent_profile_id,concept_id,detail_id,parent_run_phase,lr_band_id,lr_lo,lr_hi,lr_center,stage_id,run_phase,run_id,dataset,hparam_id,seed_id,gpu_id,status,n_completed,interrupted,special_ok,result_path,timestamp_utc
0.009400,0.002900,GRU4Rec,0.009400,0.002900,0.009400,0.002900,F2,D7>E3,FOCUS,F2,P20_SC_D01_M01_P01_GRU4REC_D7_E3_S1,"LR4,LR5",1.966667e-03,7.646400e-03,3.877876e-03,F,P21_SC_D01_M01_P01_GRU4REC_D7_E3_F2_S1,SC_AMAZON_BEAUTY_GRU4REC_D7_E3_F2_S1,amazon_beauty,D7>E3_F2,1,6,run_complete,12,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagef_tailboost_anchor2_core5/P21/amazon_beauty/GRU4Rec/amazon_beauty_GRU4Rec_p21_sc_d01_m01_p01_gru4rec_d7_e3_f2_s1_20260407_000512_837943_pid261235.json,2026-04-07T00:05:34.124352Z
0.009400,0.002900,GRU4Rec,0.009400,0.002900,0.004400,0.000600,F1,D7>E3,FOCUS,F1,P20_SC_D01_M01_P01_GRU4REC_D7_E3_S1,"LR4,LR5",1.764706e-03,6.120000e-03,3.286335e-03,F,P21_SC_D01_M01_P01_GRU4REC_D7_E3_F1_S2,SC_AMAZON_BEAUTY_GRU4REC_D7_E3_F1_S2,amazon_beauty,D7>E3_F1,2,5,run_complete,12,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagef_tailboost_anchor2_core5/P21/amazon_beauty/GRU4Rec/amazon_beauty_GRU4Rec_p21_sc_d01_m01_p01_gru4rec_d7_e3_f1_s2_20260407_000512_725258_pid261234.json,2026-04-07T00:05:37.201743Z
0.009400,0.010000,GRU4Rec,0.009400,0.010000,0.009400,0.010000,F1,D7>E3,FOCUS,F1,P20_SC_D01_M01_P01_GRU4REC_D7_E3_S1,"LR4,LR5",1.764706e-03,6.120000e-03,3.286335e-03,F,P21_SC_D01_M01_P01_GRU4REC_D7_E3_F1_S1,SC_AMAZON_BEAUTY_GRU4REC_D7_E3_F1_S1,amazon_beauty,D7>E3_F1,1,4,run_complete,12,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagef_tailboost_anchor2_core5/P21/amazon_beauty/GRU4Rec/amazon_beauty_GRU4Rec_p21_sc_d01_m01_p01_gru4rec_d7_e3_f1_s1_20260407_000512_725259_pid261233.json,2026-04-07T00:05:38.281724Z
0.009400,0.010000,GRU4Rec,0.009400,0.010000,0.008800,0.000000,F2,D7>E3,FOCUS,F2,P20_SC_D01_M01_P01_GRU4REC_D7_E3_S1,"LR4,LR5",1.966667e-03,7.646400e-03,3.877876e-03,F,P21_SC_D01_M01_P01_GRU4REC_D7_E3_F2_S2,SC_AMAZON_BEAUTY_GRU4REC_D7_E3_F2_S2,amazon_beauty,D7>E3_F2,2,7,run_complete,12,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagef_tailboost_anchor2_core5/P21/amazon_beauty/GRU4Rec/amazon_beauty_GRU4Rec_p21_sc_d01_m01_p01_gru4rec_d7_e3_f2_s2_20260407_000512_878757_pid261236.json,2026-04-07T00:05:44.361833Z
0.009400,0.011000,GRU4Rec,0.009400,0.011000,0.008800,0.011000,F3,D7>E3,FOCUS,F3,P20_SC_D01_M01_P01_GRU4REC_D7_E3_S1,"LR4,LR5",1.405714e-03,5.166000e-03,2.694795e-03,F,P21_SC_D01_M01_P01_GRU4REC_D7_E3_F3_S2,SC_AMAZON_BEAUTY_GRU4REC_D7_E3_F3_S2,amazon_beauty,D7>E3_F3,2,5,run_complete,12,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagef_tailboost_anchor2_core5/P21/amazon_beauty/GRU4Rec/amazon_beauty_GRU4Rec_p21_sc_d01_m01_p01_gru4rec_d7_e3_f3_s2_20260407_000542_009757_pid261368.json,2026-04-07T00:06:06.459247Z
0.010900,0.011000,GRU4Rec,0.010900,0.011000,0.010900,0.009200,F3,D7>E3,FOCUS,F3,P20_SC_D01_M01_P01_GRU4REC_D7_E3_S1,"LR4,LR5",1.405714e-03,5.166000e-03,2.694795e-03,F,P21_SC_D01_M01_P01_GRU4REC_D7_E3_F3_S1,SC_AMAZON_BEAUTY_GRU4REC_D7_E3_F3_S1,amazon_beauty,D7>E3_F3,1,6,run_complete,12,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagef_tailboost_anchor2_core5/P21/amazon_beauty/GRU4Rec/amazon_beauty_GRU4Rec_p21_sc_d01_m01_p01_gru4rec_d7_e3_f3_s1_20260407_000538_894873_pid261355.json,2026-04-07T00:06:07.532444Z
0.010900,0.011000,GRU4Rec,0.010900,0.011000,0.010600,0.000800,F7,D7>E3,FOCUS,F7,P20_SC_D01_M01_P01_GRU4REC_D7_E3_S1,"LR4,LR5",2.477419e-03,7.142400e-03,4.206509e-03,F,P21_SC_D01_M01_P01_GRU4REC_D7_E3_F7_S1,SC_AMAZON_BEAUTY_GRU4REC_D7_E3_F7_S1,amazon_beauty,D7>E3_F7,1,4,run_complete,12,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagef_tailboost_anchor2_core5/P21/amazon_beauty/GRU4Rec/amazon_beauty_GRU4Rec_p21_sc_d01_m01_p01_gru4rec_d7_e3_f7_s1_20260407_000543_139529_pid261375.json,2026-04-07T00:06:13.609114Z
0.010900,0.011000,GRU4Rec,0.010900,0.011000,0.010300,0.000000,F7,D7>E3,FOCUS,F7,P20_SC_D01_M01_P01_GRU4REC_D7_E3_S1,"LR4,LR5",2.477419e-03,7.142400e-03,4.206509e-03,F,P21_SC_D01_M01_P01_GRU4REC_D7_E3_F7_S2,SC_AMAZON_BEAUTY_GRU4REC_D7_E3_F7_S2,amazon_beauty,D7>E3_F7,2,7,run_complete,12,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagef_tailboost_anchor2_core5/P21/amazon_beauty/GRU4Rec/amazon_beauty_GRU4Rec_p21_sc_d01_m01_p01_gru4rec_d7_e3_f7_s2_20260407_000549_211075_pid261423.json,2026-04-07T00:06:15.683269Z
0.010900,0.011000,GRU4Rec,0.010900,0.011000,0.002200,0.004600,F1,MANUAL_AB_GRU_ALT,FOCUS,F1,,M_GRU_AB_2,1.323529e-03,3.536000e-03,2.163331e-03,F,P21_SC_D01_M01_P02_GRU4REC_MANUAL_AB_GRU_ALT_F1_S1,SC_AMAZON_BEAUTY_GRU4REC_MANUAL_AB_GRU_ALT_F1_S1,amazon_beauty,MANUAL_AB_GRU_ALT_F1,1,5,run_complete,12,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagef_tailboost_anchor2_core5/P21/amazon_beauty/GRU4Rec/amazon_beauty_GRU4Rec_p21_sc_d01_m01_p02_gru4rec_manual_ab_gru_alt_f1_s1_20260407_000611_312071_pid261482.json,2026-04-07T00:06:34.778617Z
0.010900,0.011000,GRU4Rec,0.010900,0.011000,0.010600,0.002300,F1,MANUAL_AB_GRU_ALT,FOCUS,F1,,M_GRU_AB_2,1.323529e-03,3.536000e-03,2.163331e-03,F,P21_SC_D01_M01_P02_GRU4REC_MANUAL_AB_GRU_ALT_F1_S2,SC_AMAZON_BEAUTY_GRU4REC_MANUAL_AB_GRU_ALT_F1_S2,amazon_beauty,MANUAL_AB_GRU_ALT_F1,2,6,run_complete,12,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagef_tailboost_anchor2_core5/P21/amazon_beauty/GRU4Rec/amazon_beauty_GRU4Rec_p21_sc_d01_m01_p02_gru4rec_manual_ab_gru_alt_f1_s2_20260407_000612_340615_pid261487.json,2026-04-07T00:06:38.848453Z
