early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,14,0.08,ok,0.1857,0.1602,1
True,17,0.0805,ok,0.1873,0.1612,2
True,17,0.0803,ok,0.1869,0.1608,3
True,38,0.0804,ok,0.1873,0.1613,4
True,15,0.0802,ok,0.1855,0.1607,5
True,23,0.0804,ok,0.1874,0.1611,6
True,17,0.0801,ok,0.1865,0.1608,7
True,23,0.0807,ok,0.189,0.1616,8
True,17,0.0803,ok,0.1869,0.1608,9
True,44,0.0786,ok,0.1803,0.1485,10
True,35,0.0805,ok,0.188,0.1613,11
True,44,0.0805,ok,0.1876,0.1615,12
True,44,0.0805,ok,0.1878,0.1615,13
True,44,0.0805,ok,0.1876,0.1615,14
True,17,0.0801,ok,0.1829,0.1598,15
True,35,0.0805,ok,0.1881,0.1613,16
True,15,0.0803,ok,0.1863,0.161,17
True,19,0.0804,ok,0.1881,0.1613,18
True,15,0.0796,ok,0.1852,0.1605,19
True,15,0.0798,ok,0.185,0.1604,20
