dataset,model,model_label,pair_id,combo_id,combo_rank,combo_kind,combo_theme,combo_source,source_axis,source_phase,selection_score,hparam_id,architecture_id,run_phase,run_id,runtime_seed,gpu_id,status,best_valid_mrr20,test_mrr20,seen_test_mrr20,valid_unseen_mrr20,valid_unseen_hit20,test_unseen_mrr20,test_unseen_hit20,valid_main_seen_count,valid_main_unseen_count,test_main_seen_count,test_main_unseen_count,avg_epoch_time_sec,avg_epoch_time_ms,test_inference_time_sec,lr_lo,lr_hi,wd_lo,wd_hi,result_path,log_path,elapsed_sec,error,timestamp_utc,params_json
beauty,bsarec,BSARec,P001,C01,1,existing_primary,carry_best_seed,PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_BSAREC_K34,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_BSAREC_K34,0.03848006312201838,,,BEAUTY_3MODEL_AGGR16_DBEAUTY_MBSAREC_P001_C01_S1,R_BEAUTY_BSAREC_P001_C01_S1,3100,0,ok,0.0130753896113141,0.0025469596393641225,0.0025469596393641225,0.0,0.0,0.001209677437380437,0.008064516129032258,498,129,349,248,0.3386693133248223,338.6693133248223,0.020078182220458984,0.000191183812076232,0.0011471028724573918,4.8698999999999996e-05,0.000125226,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/beauty_BSARec_beauty_3model_aggr16_dbeauty_mbsarec_p001_c01_s1_20260416_153224_429161_pid377057.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_3/BEAUTY_3MODEL_AGGR16/beauty/bsarec/combo_C01/logs/BEAUTY_3MODEL_AGGR16_DBEAUTY_MBSAREC_P001_C01_S1.log,124.1761167049408,,2026-04-16T15:34:25.014429+00:00,"{""dropout"": 0.12, ""embedding_size"": 256, ""hidden_size"": 256, ""inner_size"": 512, ""max_len"": 8, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 6.957e-05}"
beauty,bsarec,BSARec,P001,C02,2,existing_secondary,carry_alt_seed,PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_BSAREC_K28,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_BSAREC_K28,0.03259809505473216,,,BEAUTY_3MODEL_AGGR16_DBEAUTY_MBSAREC_P001_C02_S1,R_BEAUTY_BSAREC_P001_C02_S1,3103,0,ok,0.00513163766258931,0.0017226088610624516,0.0017226088610624516,0.0,0.0,0.0008064516249202913,0.004032258064516129,498,129,349,248,0.23341469331221146,233.41469331221145,0.022928476333618164,0.000191183812076232,0.0011471028724573918,0.00021735,0.0005589000000000001,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/beauty_BSARec_beauty_3model_aggr16_dbeauty_mbsarec_p001_c02_s1_20260416_153906_372559_pid377836.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_3/BEAUTY_3MODEL_AGGR16/beauty/bsarec/combo_C02/logs/BEAUTY_3MODEL_AGGR16_DBEAUTY_MBSAREC_P001_C02_S1.log,62.288588523864746,,2026-04-16T15:40:05.315408+00:00,"{""dropout"": 0.185, ""embedding_size"": 96, ""hidden_size"": 96, ""inner_size"": 192, ""max_len"": 12, ""num_heads"": 2, ""num_layers"": 2, ""weight_decay"": 0.0003105}"
beauty,bsarec,BSARec,P001,C03,3,existing_tertiary,carry_third_seed,PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_BSAREC_K46,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_BSAREC_K46,0.0318388078598667,,,BEAUTY_3MODEL_AGGR16_DBEAUTY_MBSAREC_P001_C03_S1,R_BEAUTY_BSAREC_P001_C03_S1,3106,1,ok,0.01017222486167069,0.0031771447861775287,0.0031771447861775287,0.0011074197615763939,0.007751937984496124,0.0002240143385865996,0.004032258064516129,498,129,349,248,0.37467749728712924,374.67749728712926,0.06985211372375488,0.000191183812076232,0.0011471028724573918,7.647499999999999e-05,0.00019665,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/beauty_BSARec_beauty_3model_aggr16_dbeauty_mbsarec_p001_c03_s1_20260416_155544_861446_pid383748.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_3/BEAUTY_3MODEL_AGGR16/beauty/bsarec/combo_C03/logs/BEAUTY_3MODEL_AGGR16_DBEAUTY_MBSAREC_P001_C03_S1.log,129.77893471717834,,2026-04-16T15:57:50.645701+00:00,"{""dropout"": 0.12, ""embedding_size"": 112, ""hidden_size"": 112, ""inner_size"": 224, ""max_len"": 12, ""num_heads"": 2, ""num_layers"": 1, ""weight_decay"": 0.00010925}"
beauty,bsarec,BSARec,P001,C04,4,existing_quaternary,carry_fourth_seed,PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_BSAREC_K49,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_BSAREC_K49,0.029958104068998386,,,BEAUTY_3MODEL_AGGR16_DBEAUTY_MBSAREC_P001_C04_S1,R_BEAUTY_BSAREC_P001_C04_S1,3109,4,ok,0.016801226255764443,0.006523669790743415,0.006523669790743415,0.0,0.0,0.0003665689258806167,0.004032258064516129,498,129,349,248,1.8559722166794996,1855.9722166794995,0.029716014862060547,0.000191183812076232,0.0011471028724573918,0.000108675,0.00027945000000000004,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/beauty_BSARec_beauty_3model_aggr16_dbeauty_mbsarec_p001_c04_s1_20260416_155545_313111_pid383753.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_3/BEAUTY_3MODEL_AGGR16/beauty/bsarec/combo_C04/logs/BEAUTY_3MODEL_AGGR16_DBEAUTY_MBSAREC_P001_C04_S1.log,619.4287164211273,,2026-04-16T16:06:00.297276+00:00,"{""dropout"": 0.13, ""embedding_size"": 320, ""hidden_size"": 320, ""inner_size"": 640, ""max_len"": 20, ""num_heads"": 4, ""num_layers"": 3, ""weight_decay"": 0.00015525}"
beauty,bsarec,BSARec,P001,C05,5,long_context_stable,len32_regup,variant_from:PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_BSAREC_K34,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_BSAREC_K34,0.03848006312201838,,,BEAUTY_3MODEL_AGGR16_DBEAUTY_MBSAREC_P001_C05_S1,R_BEAUTY_BSAREC_P001_C05_S1,3112,7,ok,0.046333128204905843,0.01503941758314313,0.01503941758314313,0.0,0.0,0.0,0.0,498,129,349,248,1.5779004437582833,1577.9004437582832,0.05868339538574219,0.000143387859057174,0.0014912337341946094,5.2175e-05,0.00025044,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/beauty_BSARec_beauty_3model_aggr16_dbeauty_mbsarec_p001_c05_s1_20260416_155544_873324_pid383756.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_3/BEAUTY_3MODEL_AGGR16/beauty/bsarec/combo_C05/logs/BEAUTY_3MODEL_AGGR16_DBEAUTY_MBSAREC_P001_C05_S1.log,1006.976556301117,,2026-04-16T16:12:27.851952+00:00,"{""dropout"": 0.15, ""embedding_size"": 256, ""hidden_size"": 256, ""inner_size"": 512, ""max_len"": 32, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.00010435}"
beauty,bsarec,BSARec,P001,C06,6,long_context_extreme,len48_regup,variant_from:PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_BSAREC_K34,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_BSAREC_K34,0.03848006312201838,,,BEAUTY_3MODEL_AGGR16_DBEAUTY_MBSAREC_P001_C06_S1,R_BEAUTY_BSAREC_P001_C06_S1,3115,0,ok,0.0246997795565181,0.019403871437027667,0.019403871437027667,0.0,0.0,0.0,0.0,498,129,349,248,2.1223661848839295,2122.3661848839297,0.07609200477600098,0.000143387859057174,0.0014912337341946094,6.609e-05,0.000317232,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/beauty_BSARec_beauty_3model_aggr16_dbeauty_mbsarec_p001_c06_s1_20260416_160009_217064_pid384985.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_3/BEAUTY_3MODEL_AGGR16/beauty/bsarec/combo_C06/logs/BEAUTY_3MODEL_AGGR16_DBEAUTY_MBSAREC_P001_C06_S1.log,831.7505502700806,,2026-04-16T16:13:57.176233+00:00,"{""dropout"": 0.17, ""embedding_size"": 256, ""hidden_size"": 256, ""inner_size"": 512, ""max_len"": 48, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.00013218}"
beauty,bsarec,BSARec,P001,C07,7,wide_context,len32_hidden150,variant_from:PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_BSAREC_K34,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_BSAREC_K34,0.03848006312201838,,,BEAUTY_3MODEL_AGGR16_DBEAUTY_MBSAREC_P001_C07_S1,R_BEAUTY_BSAREC_P001_C07_S1,3118,1,ok,0.02365095305993375,0.014134756206697584,0.014134756206697584,0.0,0.0,0.0,0.0,498,129,349,248,1.9734434861403245,1973.4434861403245,0.03192734718322754,0.000143387859057174,0.0014912337341946094,4.174e-05,0.00020035199999999997,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/beauty_BSARec_beauty_3model_aggr16_dbeauty_mbsarec_p001_c07_s1_20260416_160416_586291_pid386066.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_3/BEAUTY_3MODEL_AGGR16/beauty/bsarec/combo_C07/logs/BEAUTY_3MODEL_AGGR16_DBEAUTY_MBSAREC_P001_C07_S1.log,934.7005751132965,,2026-04-16T16:19:47.447126+00:00,"{""dropout"": 0.14, ""embedding_size"": 320, ""hidden_size"": 320, ""inner_size"": 800, ""max_len"": 32, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 8.348e-05}"
beauty,bsarec,BSARec,P001,C08,8,wide_context_extreme,len48_hidden175,variant_from:PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_BSAREC_K34,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_BSAREC_K34,0.03848006312201838,,,BEAUTY_3MODEL_AGGR16_DBEAUTY_MBSAREC_P001_C08_S1,R_BEAUTY_BSAREC_P001_C08_S1,3121,2,ok,0.030413041280275846,0.024545335453697466,0.024545335453697466,0.0,0.0,0.000268817218320985,0.004032258064516129,498,129,349,248,1.4557188278020814,1455.7188278020815,0.02990555763244629,0.000143387859057174,0.0014912337341946094,4.696e-05,0.00022540799999999997,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/beauty_BSARec_beauty_3model_aggr16_dbeauty_mbsarec_p001_c08_s1_20260416_160951_037102_pid388161.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_3/BEAUTY_3MODEL_AGGR16/beauty/bsarec/combo_C08/logs/BEAUTY_3MODEL_AGGR16_DBEAUTY_MBSAREC_P001_C08_S1.log,1078.620573759079,,2026-04-16T16:27:45.494832+00:00,"{""dropout"": 0.17, ""embedding_size"": 320, ""hidden_size"": 320, ""inner_size"": 960, ""max_len"": 48, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 9.392e-05}"
beauty,bsarec,BSARec,P001,C09,9,compact_long,len64_hidden075,variant_from:PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_BSAREC_K34,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_BSAREC_K34,0.03848006312201838,,,BEAUTY_3MODEL_AGGR16_DBEAUTY_MBSAREC_P001_C09_S1,R_BEAUTY_BSAREC_P001_C09_S1,3124,0,ok,0.01761660267819602,0.015037954216529441,0.015037954216529441,0.0,0.0,0.0,0.0,498,129,349,248,0.5662922047554179,566.2922047554179,0.021433353424072266,0.00011184253006459572,0.0014969692485568963,5.35675e-05,0.00045915,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/beauty_BSARec_beauty_3model_aggr16_dbeauty_mbsarec_p001_c09_s1_20260416_161401_008380_pid389171.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_3/BEAUTY_3MODEL_AGGR16/beauty/bsarec/combo_C09/logs/BEAUTY_3MODEL_AGGR16_DBEAUTY_MBSAREC_P001_C09_S1.log,455.80279541015625,,2026-04-16T16:21:32.983482+00:00,"{""dropout"": 0.18, ""embedding_size"": 192, ""hidden_size"": 192, ""inner_size"": 336, ""max_len"": 64, ""num_heads"": 4, ""num_layers"": 1, ""weight_decay"": 0.00015305}"
beauty,bsarec,BSARec,P001,C10,10,alt_long,alt_len48,variant_from:PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_BSAREC_K28,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_BSAREC_K28,0.03259809505473216,,,BEAUTY_3MODEL_AGGR16_DBEAUTY_MBSAREC_P001_C10_S1,R_BEAUTY_BSAREC_P001_C10_S1,3127,4,ok,0.01105533244769018,0.0057306590257879654,0.0057306590257879654,0.0,0.0,0.0005040322580645161,0.004032258064516129,498,129,349,248,0.41647370836951514,416.4737083695151,0.021364212036132812,0.00011184253006459572,0.0014969692485568963,0.00017388,0.0014904000000000002,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/beauty_BSARec_beauty_3model_aggr16_dbeauty_mbsarec_p001_c10_s1_20260416_161910_951940_pid390289.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_3/BEAUTY_3MODEL_AGGR16/beauty/bsarec/combo_C10/logs/BEAUTY_3MODEL_AGGR16_DBEAUTY_MBSAREC_P001_C10_S1.log,160.20904898643494,,2026-04-16T16:21:47.606531+00:00,"{""dropout"": 0.215, ""embedding_size"": 96, ""hidden_size"": 96, ""inner_size"": 192, ""max_len"": 48, ""num_heads"": 2, ""num_layers"": 2, ""weight_decay"": 0.0004968}"
