dataset,model_option,model_label,pair_id,combo_id,combo_rank,combo_kind,combo_theme,combo_source,source_axis,source_phase,selection_score,hparam_id,architecture_id,lr_lo,lr_hi,wd_lo,wd_hi,params_json
beauty,bsarec,BSARec,P001,C14,14,highreg_short,len24_highreg,variant_from:PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_BSAREC_K49,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_BSAREC_K49,0.029958104068998386,,,9.463598697773486e-05,0.0016518281363386443,9.70325e-05,0.001358455,"{""dropout"": 0.2, ""embedding_size"": 320, ""hidden_size"": 320, ""inner_size"": 640, ""max_len"": 24, ""num_heads"": 4, ""num_layers"": 3, ""weight_decay"": 0.00038813}"
beauty,bsarec,BSARec,P001,C15,15,bsarec_freq_wide,len64_hidden256,variant_from:PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_BSAREC_K34,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_BSAREC_K34,0.03848006312201838,,,9.463598697773486e-05,0.0016518281363386443,2.95675e-05,0.00041394500000000004,"{""dropout"": 0.16, ""embedding_size"": 320, ""hidden_size"": 320, ""inner_size"": 960, ""max_len"": 64, ""num_heads"": 4, ""num_layers"": 1, ""weight_decay"": 0.00011827}"
beauty,bsarec,BSARec,P001,C16,16,bsarec_freq_compact,len80_hidden096,variant_from:PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_BSAREC_K28,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_BSAREC_K28,0.03259809505473216,,,8.517238827996137e-05,0.0014866453227047798,0.00021735,0.0030429,"{""dropout"": 0.265, ""embedding_size"": 72, ""hidden_size"": 72, ""inner_size"": 144, ""max_len"": 80, ""num_heads"": 2, ""num_layers"": 1, ""weight_decay"": 0.0008694}"
beauty,fame,FAME,P002,C01,1,existing_primary,carry_best_seed,PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K29,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K29,0.028483022623138066,,,0.00015281459354394135,0.0006112583741757654,5.7329999999999995e-05,0.00014742,"{""dropout"": 0.09, ""embedding_size"": 112, ""hidden_size"": 112, ""inner_size"": 224, ""max_len"": 8, ""num_experts"": 3, ""num_heads"": 2, ""num_layers"": 1, ""weight_decay"": 8.19e-05}"
beauty,fame,FAME,P002,C02,2,existing_secondary,carry_alt_seed,PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K41,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K41,0.027279997038793736,,,0.00015281459354394135,0.0006112583741757654,0.00011759999999999999,0.0003024,"{""dropout"": 0.17, ""embedding_size"": 192, ""hidden_size"": 192, ""inner_size"": 384, ""max_len"": 20, ""num_experts"": 4, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.000168}"
beauty,fame,FAME,P002,C03,3,existing_tertiary,carry_third_seed,PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K9,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K9,0.025307221183545548,,,0.00015281459354394135,0.0006112583741757654,0.000112,0.000288,"{""dropout"": 0.16, ""embedding_size"": 192, ""hidden_size"": 192, ""inner_size"": 384, ""max_len"": 24, ""num_experts"": 4, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.00016}"
beauty,fame,FAME,P002,C04,4,existing_quaternary,carry_fourth_seed,PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K52,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K52,0.023929959066508796,,,0.0001375331341895472,0.0005501325367581888,0.000154,0.00039600000000000003,"{""dropout"": 0.19, ""embedding_size"": 192, ""hidden_size"": 192, ""inner_size"": 384, ""max_len"": 50, ""num_experts"": 6, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.00022}"
beauty,fame,FAME,P002,C05,5,long_context_stable,len32_regup,variant_from:PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K29,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K29,0.028483022623138066,,,0.00011461094515795601,0.0007946358864284951,6.1425e-05,0.00029484,"{""dropout"": 0.12, ""embedding_size"": 112, ""hidden_size"": 112, ""inner_size"": 224, ""max_len"": 32, ""num_experts"": 3, ""num_heads"": 2, ""num_layers"": 1, ""weight_decay"": 0.00012285}"
beauty,fame,FAME,P002,C06,6,long_context_extreme,len48_regup,variant_from:PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K29,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K29,0.028483022623138066,,,0.00011461094515795601,0.0007946358864284951,7.7805e-05,0.000373464,"{""dropout"": 0.14, ""embedding_size"": 112, ""hidden_size"": 112, ""inner_size"": 224, ""max_len"": 48, ""num_experts"": 3, ""num_heads"": 2, ""num_layers"": 1, ""weight_decay"": 0.00015561}"
beauty,fame,FAME,P002,C07,7,wide_context,len32_hidden150,variant_from:PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K29,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K29,0.028483022623138066,,,0.00011461094515795601,0.0007946358864284951,4.914e-05,0.00023587199999999998,"{""dropout"": 0.11, ""embedding_size"": 168, ""hidden_size"": 168, ""inner_size"": 420, ""max_len"": 32, ""num_experts"": 3, ""num_heads"": 2, ""num_layers"": 1, ""weight_decay"": 9.828e-05}"
beauty,fame,FAME,P002,C08,8,wide_context_extreme,len48_hidden175,variant_from:PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K29,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K29,0.028483022623138066,,,0.00011461094515795601,0.0007946358864284951,5.5285e-05,0.000265368,"{""dropout"": 0.14, ""embedding_size"": 192, ""hidden_size"": 192, ""inner_size"": 576, ""max_len"": 48, ""num_experts"": 3, ""num_heads"": 2, ""num_layers"": 1, ""weight_decay"": 0.00011057}"
beauty,fame,FAME,P002,C09,9,compact_long,len64_hidden075,variant_from:PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K29,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K29,0.028483022623138066,,,8.93965372232057e-05,0.0007976921782993738,6.3063e-05,0.0005405399999999999,"{""dropout"": 0.15, ""embedding_size"": 80, ""hidden_size"": 80, ""inner_size"": 140, ""max_len"": 64, ""num_experts"": 3, ""num_heads"": 2, ""num_layers"": 1, ""weight_decay"": 0.00018018}"
beauty,fame,FAME,P002,C10,10,alt_long,alt_len48,variant_from:PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K41,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K41,0.027279997038793736,,,8.93965372232057e-05,0.0007976921782993738,9.407999999999998e-05,0.0008063999999999999,"{""dropout"": 0.2, ""embedding_size"": 192, ""hidden_size"": 192, ""inner_size"": 384, ""max_len"": 48, ""num_experts"": 4, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.0002688}"
beauty,fame,FAME,P002,C11,11,alt_wide,alt_hidden150,variant_from:PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K41,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K41,0.027279997038793736,,,9.932948580356189e-05,0.0008863246425548598,7.35e-05,0.00063,"{""dropout"": 0.19, ""embedding_size"": 288, ""hidden_size"": 288, ""inner_size"": 720, ""max_len"": 40, ""num_experts"": 4, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.00021}"
beauty,fame,FAME,P002,C12,12,head_shift,head_relayout,variant_from:PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K9,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K9,0.025307221183545548,,,9.932948580356189e-05,0.0008863246425548598,7.28e-05,0.000624,"{""dropout"": 0.18, ""embedding_size"": 240, ""hidden_size"": 240, ""inner_size"": 480, ""max_len"": 40, ""num_experts"": 4, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.000208}"
beauty,fame,FAME,P002,C13,13,lowreg_bigdim,len48_lowreg,variant_from:PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K9,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K9,0.025307221183545548,,,8.404802644916775e-05,0.0009780133986812248,2.6e-05,0.00036399999999999996,"{""dropout"": 0.15, ""embedding_size"": 304, ""hidden_size"": 304, ""inner_size"": 836, ""max_len"": 48, ""num_experts"": 4, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.000104}"
beauty,fame,FAME,P002,C14,14,highreg_short,len24_highreg,variant_from:PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K52,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K52,0.023929959066508796,,,7.564322380425098e-05,0.0008802120588131022,0.0001375,0.001925,"{""dropout"": 0.26, ""embedding_size"": 208, ""hidden_size"": 208, ""inner_size"": 416, ""max_len"": 24, ""num_experts"": 6, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.00055}"
beauty,fame,FAME,P002,C15,15,fame_more_experts,len48_expert6,variant_from:PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K29,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K29,0.028483022623138066,,,8.404802644916775e-05,0.0009780133986812248,3.07125e-05,0.00042997500000000003,"{""dropout"": 0.13, ""embedding_size"": 168, ""hidden_size"": 168, ""inner_size"": 420, ""max_len"": 48, ""num_experts"": 5, ""num_heads"": 2, ""num_layers"": 1, ""weight_decay"": 0.00012285}"
beauty,fame,FAME,P002,C16,16,fame_router_pressure,len64_expert8,variant_from:PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K41,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_FAME_K41,0.027279997038793736,,,6.807890142382588e-05,0.0007921908529317919,8.82e-05,0.0012348,"{""dropout"": 0.24, ""embedding_size"": 240, ""hidden_size"": 240, ""inner_size"": 540, ""max_len"": 64, ""num_experts"": 8, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.0003528}"
beauty,difsr,DIFSR,P003,C01,1,existing_primary,carry_best_seed,PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K35,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K35,0.07908998234750465,,,0.00013402991457133742,0.0008041794874280243,0.0005053999999999999,0.0012996,"{""attribute_hidden_size"": 224, ""dropout"": 0.2, ""embedding_size"": 192, ""fusion_type"": ""gate"", ""hidden_size"": 192, ""inner_size"": 384, ""lambda_attr"": 0.21, ""max_len"": 18, ""num_heads"": 2, ""num_layers"": 1, ""use_attribute_predictor"": true, ""weight_decay"": 0.000722}"
beauty,difsr,DIFSR,P003,C02,2,existing_secondary,carry_alt_seed,PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K42,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K42,0.07498370775720943,,,0.00013402991457133742,0.0008041794874280243,0.000266,0.000684,"{""attribute_hidden_size"": 160, ""dropout"": 0.2, ""embedding_size"": 128, ""fusion_type"": ""gate"", ""hidden_size"": 128, ""inner_size"": 256, ""lambda_attr"": 0.21, ""max_len"": 14, ""num_heads"": 4, ""num_layers"": 1, ""use_attribute_predictor"": true, ""weight_decay"": 0.00038}"
beauty,difsr,DIFSR,P003,C03,3,existing_tertiary,carry_third_seed,PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K12,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K12,0.07348184174271541,,,0.00013402991457133742,0.0008041794874280243,0.000266,0.000684,"{""attribute_hidden_size"": 192, ""dropout"": 0.2, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.21, ""max_len"": 14, ""num_heads"": 2, ""num_layers"": 1, ""use_attribute_predictor"": true, ""weight_decay"": 0.00038}"
beauty,difsr,DIFSR,P003,C04,4,existing_quaternary,carry_fourth_seed,PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K23,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K23,0.07172262403820458,,,0.00012062692311420367,0.0007237615386852218,0.0002912,0.0007488,"{""attribute_hidden_size"": 224, ""dropout"": 0.22, ""embedding_size"": 160, ""fusion_type"": ""concat"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.26, ""max_len"": 50, ""num_heads"": 4, ""num_layers"": 2, ""use_attribute_predictor"": true, ""weight_decay"": 0.000416}"
beauty,difsr,DIFSR,P003,C05,5,long_context_stable,len32_regup,variant_from:PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K35,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K35,0.07908998234750465,,,0.00010052243592850306,0.0010454333336564316,0.0005415,0.0025992,"{""attribute_hidden_size"": 192, ""dropout"": 0.23, ""embedding_size"": 192, ""fusion_type"": ""gate"", ""hidden_size"": 192, ""inner_size"": 384, ""lambda_attr"": 0.21, ""max_len"": 32, ""num_heads"": 2, ""num_layers"": 1, ""use_attribute_predictor"": true, ""weight_decay"": 0.001083}"
beauty,difsr,DIFSR,P003,C06,6,long_context_extreme,len48_regup,variant_from:PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K35,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K35,0.07908998234750465,,,0.00010052243592850306,0.0010454333336564316,0.0006859,0.00329232,"{""attribute_hidden_size"": 192, ""dropout"": 0.25, ""embedding_size"": 192, ""fusion_type"": ""gate"", ""hidden_size"": 192, ""inner_size"": 384, ""lambda_attr"": 0.21, ""max_len"": 48, ""num_heads"": 2, ""num_layers"": 1, ""use_attribute_predictor"": true, ""weight_decay"": 0.0013718}"
beauty,difsr,DIFSR,P003,C07,7,wide_context,len32_hidden150,variant_from:PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K35,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K35,0.07908998234750465,,,0.00010052243592850306,0.0010454333336564316,0.0004332,0.00207936,"{""attribute_hidden_size"": 288, ""dropout"": 0.22, ""embedding_size"": 288, ""fusion_type"": ""gate"", ""hidden_size"": 288, ""inner_size"": 720, ""lambda_attr"": 0.21, ""max_len"": 32, ""num_heads"": 2, ""num_layers"": 1, ""use_attribute_predictor"": true, ""weight_decay"": 0.0008664}"
beauty,difsr,DIFSR,P003,C08,8,wide_context_extreme,len48_hidden175,variant_from:PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K35,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K35,0.07908998234750465,,,0.00010052243592850306,0.0010454333336564316,0.00048735,0.00233928,"{""attribute_hidden_size"": 320, ""dropout"": 0.25, ""embedding_size"": 320, ""fusion_type"": ""gate"", ""hidden_size"": 320, ""inner_size"": 960, ""lambda_attr"": 0.21, ""max_len"": 48, ""num_heads"": 2, ""num_layers"": 1, ""use_attribute_predictor"": true, ""weight_decay"": 0.0009747}"
beauty,difsr,DIFSR,P003,C09,9,compact_long,len64_hidden075,variant_from:PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K35,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K35,0.07908998234750465,,,7.840750002423238e-05,0.0010494542310935716,0.00055594,0.0047652,"{""attribute_hidden_size"": 144, ""dropout"": 0.26, ""embedding_size"": 144, ""fusion_type"": ""gate"", ""hidden_size"": 144, ""inner_size"": 252, ""lambda_attr"": 0.21, ""max_len"": 64, ""num_heads"": 2, ""num_layers"": 1, ""use_attribute_predictor"": true, ""weight_decay"": 0.0015884}"
beauty,difsr,DIFSR,P003,C10,10,alt_long,alt_len48,variant_from:PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K42,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K42,0.07498370775720943,,,8.711944447136933e-05,0.0011660602567706351,0.0002128,0.001824,"{""attribute_hidden_size"": 128, ""dropout"": 0.23, ""embedding_size"": 128, ""fusion_type"": ""gate"", ""hidden_size"": 128, ""inner_size"": 256, ""lambda_attr"": 0.21, ""max_len"": 48, ""num_heads"": 4, ""num_layers"": 1, ""use_attribute_predictor"": true, ""weight_decay"": 0.000608}"
beauty,difsr,DIFSR,P003,C11,11,alt_wide,alt_hidden150,variant_from:PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K42,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K42,0.07498370775720943,,,8.711944447136933e-05,0.0011660602567706351,0.00016625,0.001425,"{""attribute_hidden_size"": 192, ""dropout"": 0.22, ""embedding_size"": 192, ""fusion_type"": ""gate"", ""hidden_size"": 192, ""inner_size"": 480, ""lambda_attr"": 0.21, ""max_len"": 40, ""num_heads"": 4, ""num_layers"": 1, ""use_attribute_predictor"": true, ""weight_decay"": 0.000475}"
beauty,difsr,DIFSR,P003,C12,12,head_shift,head_relayout,variant_from:PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K12,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K12,0.07348184174271541,,,8.711944447136933e-05,0.0011660602567706351,0.00017289999999999997,0.0014819999999999998,"{""attribute_hidden_size"": 200, ""dropout"": 0.22, ""embedding_size"": 200, ""fusion_type"": ""gate"", ""hidden_size"": 200, ""inner_size"": 400, ""lambda_attr"": 0.21, ""max_len"": 40, ""num_heads"": 4, ""num_layers"": 1, ""use_attribute_predictor"": true, ""weight_decay"": 0.000494}"
beauty,difsr,DIFSR,P003,C13,13,lowreg_bigdim,len48_lowreg,variant_from:PAIR60_ADDTUNING3_2:BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K12,PAIR60_ADDTUNING3_2,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K12,0.07348184174271541,,,8.190717001581732e-05,0.0014296524220942656,6.175e-05,0.0008644999999999999,"{""attribute_hidden_size"": 256, ""dropout"": 0.19, ""embedding_size"": 256, ""fusion_type"": ""gate"", ""hidden_size"": 256, ""inner_size"": 704, ""lambda_attr"": 0.21, ""max_len"": 48, ""num_heads"": 2, ""num_layers"": 1, ""use_attribute_predictor"": true, ""weight_decay"": 0.000247}"
