dataset,model,combo_id,combo_kind,priority,est_runtime_sec,runtime_class,max_evals,epochs,patience,seed,run_phase,space_yaml,base_params_json,search_json
retail_rocket,fdsa,K1,moderate_mid_attr,high,49.6,very_fast,11,100,7,2026043101,BASELINE2_ADDTUNE4_RETAIL_ROCKET_FDSA_K1,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING4/spaces/retail_rocket_fdsa_K1.yaml,"{""attribute_hidden_size"": 160, ""dropout"": 0.15, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.12, ""max_len"": 16, ""n_heads"": 4, ""n_layers"": 2, ""num_heads"": 4, ""num_layers"": 2, ""pooling_mode"": ""mean"", ""selected_features"": [""category""], ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}","{""MAX_ITEM_LIST_LENGTH"": [14, 16, 18], ""attribute_hidden_size"": [96, 160, 192, 224], ""learning_rate"": [0.001, 0.006]}"
retail_rocket,fdsa,K2,moderate_short_attr,high,49.6,very_fast,11,100,7,2026043102,BASELINE2_ADDTUNE4_RETAIL_ROCKET_FDSA_K2,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING4/spaces/retail_rocket_fdsa_K2.yaml,"{""attribute_hidden_size"": 128, ""dropout"": 0.15, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.1, ""max_len"": 12, ""n_heads"": 4, ""n_layers"": 1, ""num_heads"": 4, ""num_layers"": 1, ""pooling_mode"": ""mean"", ""selected_features"": [""category""], ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}","{""MAX_ITEM_LIST_LENGTH"": [12, 14, 16], ""attribute_hidden_size"": [96, 128, 160, 224], ""learning_rate"": [0.001, 0.006]}"
retail_rocket,fdsa,K3,moderate_long_attr,high,49.6,very_fast,11,100,7,2026043103,BASELINE2_ADDTUNE4_RETAIL_ROCKET_FDSA_K3,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING4/spaces/retail_rocket_fdsa_K3.yaml,"{""attribute_hidden_size"": 192, ""dropout"": 0.15, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.14, ""max_len"": 20, ""n_heads"": 4, ""n_layers"": 2, ""num_heads"": 4, ""num_layers"": 2, ""pooling_mode"": ""mean"", ""selected_features"": [""category""], ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}","{""MAX_ITEM_LIST_LENGTH"": [16, 20, 24], ""attribute_hidden_size"": [96, 192, 224], ""learning_rate"": [0.001, 0.006]}"
retail_rocket,fdsa,K4,challenge_wide_attr,high,49.6,very_fast,11,100,7,2026043104,BASELINE2_ADDTUNE4_RETAIL_ROCKET_FDSA_K4,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING4/spaces/retail_rocket_fdsa_K4.yaml,"{""attribute_hidden_size"": 224, ""dropout"": 0.14, ""embedding_size"": 192, ""fusion_type"": ""gate"", ""hidden_size"": 192, ""inner_size"": 384, ""lambda_attr"": 0.16, ""max_len"": 20, ""n_heads"": 4, ""n_layers"": 3, ""num_heads"": 4, ""num_layers"": 3, ""pooling_mode"": ""mean"", ""selected_features"": [""category""], ""use_attribute_predictor"": true, ""weight_decay"": 0.00018}","{""attribute_hidden_size"": [96, 224, 256], ""learning_rate"": [0.003, 0.012], ""weight_decay"": [0.000108, 0.00018, 0.000324]}"
retail_rocket,difsr,K1,moderate_gate_mid,high,50.5,very_fast,12,100,7,2026043001,BASELINE2_ADDTUNE4_RETAIL_ROCKET_DIFSR_K1,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING4/spaces/retail_rocket_difsr_K1.yaml,"{""attribute_hidden_size"": 192, ""dropout"": 0.15, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.21, ""max_len"": 16, ""n_heads"": 4, ""n_layers"": 2, ""num_heads"": 4, ""num_layers"": 2, ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}","{""MAX_ITEM_LIST_LENGTH"": [14, 16, 18], ""fusion_type"": [""gate"", ""concat""], ""learning_rate"": [0.002, 0.01]}"
retail_rocket,difsr,K2,moderate_concat_mid,high,50.5,very_fast,12,100,7,2026043002,BASELINE2_ADDTUNE4_RETAIL_ROCKET_DIFSR_K2,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING4/spaces/retail_rocket_difsr_K2.yaml,"{""attribute_hidden_size"": 208, ""dropout"": 0.15, ""embedding_size"": 160, ""fusion_type"": ""concat"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.21, ""max_len"": 16, ""n_heads"": 4, ""n_layers"": 2, ""num_heads"": 4, ""num_layers"": 2, ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}","{""MAX_ITEM_LIST_LENGTH"": [14, 16, 18], ""fusion_type"": [""gate"", ""concat""], ""learning_rate"": [0.002, 0.01]}"
retail_rocket,difsr,K3,moderate_gate_long,high,50.5,very_fast,12,100,7,2026043003,BASELINE2_ADDTUNE4_RETAIL_ROCKET_DIFSR_K3,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING4/spaces/retail_rocket_difsr_K3.yaml,"{""attribute_hidden_size"": 256, ""dropout"": 0.15, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.24, ""max_len"": 20, ""n_heads"": 4, ""n_layers"": 2, ""num_heads"": 4, ""num_layers"": 2, ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}","{""MAX_ITEM_LIST_LENGTH"": [16, 20, 24], ""fusion_type"": [""gate"", ""concat""], ""learning_rate"": [0.002, 0.01]}"
retail_rocket,difsr,K4,challenge_highattr_wide,high,50.5,very_fast,12,100,7,2026043004,BASELINE2_ADDTUNE4_RETAIL_ROCKET_DIFSR_K4,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING4/spaces/retail_rocket_difsr_K4.yaml,"{""attribute_hidden_size"": 256, ""dropout"": 0.15, ""embedding_size"": 192, ""fusion_type"": ""gate"", ""hidden_size"": 192, ""inner_size"": 384, ""lambda_attr"": 0.24, ""max_len"": 20, ""n_heads"": 4, ""n_layers"": 3, ""num_heads"": 4, ""num_layers"": 3, ""use_attribute_predictor"": true, ""weight_decay"": 0.00019}","{""fusion_type"": [""gate"", ""concat""], ""learning_rate"": [0.006, 0.018], ""weight_decay"": [0.000114, 0.00019, 0.000342]}"
retail_rocket,bsarec,K1,moderate_alpha_hi_mid,high,1619.7,slow,9,100,7,2026042801,BASELINE2_ADDTUNE4_RETAIL_ROCKET_BSAREC_K1,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING4/spaces/retail_rocket_bsarec_K1.yaml,"{""bsarec_alpha"": 0.78, ""bsarec_c"": 2, ""dropout"": 0.18, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 16, ""n_heads"": 4, ""n_layers"": 2, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.0002}","{""MAX_ITEM_LIST_LENGTH"": [14, 16, 18], ""bsarec_alpha"": [0.35, 0.55, 0.78, 0.9], ""learning_rate"": [0.00015, 0.0045]}"
retail_rocket,bsarec,K2,moderate_alpha_mid_short,high,1619.7,slow,9,100,7,2026042802,BASELINE2_ADDTUNE4_RETAIL_ROCKET_BSAREC_K2,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING4/spaces/retail_rocket_bsarec_K2.yaml,"{""bsarec_alpha"": 0.55, ""bsarec_c"": 3, ""dropout"": 0.18, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 12, ""n_heads"": 4, ""n_layers"": 1, ""num_heads"": 4, ""num_layers"": 1, ""weight_decay"": 0.0002}","{""MAX_ITEM_LIST_LENGTH"": [12, 14, 16], ""bsarec_alpha"": [0.35, 0.55, 0.78, 0.9], ""learning_rate"": [0.00015, 0.0045]}"
